Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,Author ID,Location,Profile URL,Profile Photo,URL,
Patrick B.,7/22/18 18:40,1,0,0,1,5,"I came to C&O during restaurant week. I ordered the Chanterelle Mushroom Risotto, Braised Retreat Farm Lamb, and the Coupe Melba. The risotto was cooked perfectly in both creaminess and firmness. The lamb wasn't the best that I've had, but it was packed with flavor. The dessert was quite satisfying and a perfect way to conclude the meal.

I sat at the bar, where James took great care of me. He gave some great advice on the menu, and then also suggested that I should get some more of the house bread to scrounge up the sauce from the lamb dish.

The environment and ambience was very intimate and romantic, but that would not deter me from coming back here again (probably to sit at the bar) to enjoy the great food and service. This would definitely be a great place for a date though!",562,118,z0M0T6cPikJsSMNG9rQYIA,"Denver, CO",https://www.yelp.com/user_details?userid=z0M0T6cPikJsSMNG9rQYIA,https://s3-media0.fl.yelpcdn.com/photo/zxj8op7A44svVFz6Sumszg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Novianti B.,8/9/18 3:15,1,0,0,0,5,"Went for late night menu. I got vegetable soup with bread and butter, bibb lettuce salad and cheese burger. For all of those Abe (the awesome bartender), picked chateau routas Rose. Perfect late night dinner!!!",240,7,7G3ofzfR4xeFmoZxx-vZyw,"Charlottesville, VA",https://www.yelp.com/user_details?userid=7G3ofzfR4xeFmoZxx-vZyw,https://s3-media0.fl.yelpcdn.com/photo/npqcyO8EBIg82n4F3Rq4TQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Alice J.,10/3/18 16:38,0,1,1,0,4,"A proper gastronomic experience; new American and European cuisine. Very well done. Nice atmosphere, polished service. Beautifully presented dishes including duck confit, steak chinoise (unique sauce worth a try; very good); sophisticated desserts

Generally good atmosphere. Music just the right level and genre. Not too loud. And we were a table of 6 and we could hear each other without having to yell. 

Right level of dim lighting but not too dark. 

Drawbacks: air conditioning was acting up. They turned it on and off throughout the night. When it was on it was too cold (can't they simply adjust it for a comfortable level?). When it was off it became muddy and too warm. 

Toilet was very dirty and shabby and old, not befitting such an upscale venue. Floor was all wet. Toilet paper, well let's just say I didn't dare use it. That says something about the conditions they are in. Luckily I have my own wipes.",894,130,awyFpFpdjdkgJZ_x1CtWVg,"Washington, DC",https://www.yelp.com/user_details?userid=awyFpFpdjdkgJZ_x1CtWVg,https://s3-media0.fl.yelpcdn.com/photo/Gtu3tC-Jfwj7LntPR_WW6Q/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Shelby B.,12/18/18 1:05,1,0,0,2,5,"I love C&O. I have been here many times for a quiet date night and even had a farewell dinner here for one of my best friends. The food has always been amazing and the staff, attentive. The meals are on the fancier side but are still approachable. The first time we went, I had braised short ribs that I still think about a few years later, they were that memorable. The food is always well balanced and filling. There are always so many things I want to try and nothing ever disappoints.
 
Also, three words. Sticky. Toffee. Pudding. 
It will change your life. Warm and comforting and something you can't really get anywhere else. Don't skimp on the desserts if you come here!",45,1,#NAME?,"Charlottesville, VA",https://www.yelp.com/user_details?userid=-ThvnZ7zhXlKfqhVOOnr0Q,https://s3-media0.fl.yelpcdn.com/photo/yHFgdGasrU6OnqPO2ATjww/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Harlan M.,3/7/19 11:40,1,0,0,0,4,"If not for the parking (now a short walk to the garage and they validate) this would easily be a 5 star review. The ambiance screams historic building and when you enter you're greeted by a warm and cozy wood-burning stove. Our party of 6 was escorted to the downstairs dining area tucked near the bar. The walls are unique wood panels and some even have hinges that make it seem like hidden areas are behind them (prohibition era stuff maybe?)

The food was amazing, no one at my table was disappointed with their selections. But be ready to open your wallet. I'm very guilty of buyer's remorse especially in this situation of three dollar signs, I was so happy with my entree of Duck Breast. My expectations were high of course! Others ordered two appetizers and had it served as their meal so that's obviously an option as well. I did tell someone in my party that it was the most I have ever enjoyed duck. Great flavors as the sweet potato, smoked bacon and apple hash interplayed with the richness of the duck. I was excited to try the huckleberry gastrique since I've never had huckleberries before. It had a sweeter flavor and very enjoyable on my pallet. A very nice drink selection as well, plenty of craft beers and wines to chose from. 

I wish I had known about the parking garage validation because that would have lessened the sting of the walk (in winter weather) and fee.",161,79,kfRcznx6-acXqvG7JS-jAA,"New Orleans, LA",https://www.yelp.com/user_details?userid=kfRcznx6-acXqvG7JS-jAA,https://s3-media0.fl.yelpcdn.com/photo/TPWF3Cf3wVaJNpcjQ6tYKw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Abe K.,5/6/19 20:10,0,0,0,0,5,"My partner and I almost regretted stuffing ourselves with delicious cocktails at Alley Light because we couldn't eat as much as we wanted here at C&O. We ended up with just a few appetizers: seared scallops, bibb salad, beef carpaccio, duck confit. I've reviewed each dish from least favorite to most. (I'd recommend all the dishes though)

Duck confit: The ricotta gnocchi was delicious and plumply stuffed making it quite heavy. While the duck jus and duck confit were cooked to perfection, the duck jus definitely added to the heaviness of the dish, as expected. While we cleaned the plate, it was most difficult to scarf down. 

Bibb salad: My partner loved it. I thought it was small, even as an appetizer. Flavor was there but it was simply 7 leaves. 

Seared scallops: I put this 2nd best only because of the very minor nuances. The scallops are always tricky because if it's just slightly overcooked, the middle becomes chewy. These scallops were perfectly seared but slightly too salty. Combined with the cauliflower puree, the salt hid a bit but the cauliflower puree had some sour milk to it too so that was a little strange.

Beef carpaccio: Found no flaw in this. The greens that came with it were so deliciously dressed and came with very thin slices of raw beef. 

Service was excellent as was the ambiance. I'd love to come back some other time to try the main entrees.",420,397,7zkmP0Eav9LnkgjASOVmLw,"Washington, DC",https://www.yelp.com/user_details?userid=7zkmP0Eav9LnkgjASOVmLw,https://s3-media0.fl.yelpcdn.com/photo/ejCt93aErfTntwk2SyV2sA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Cami J.,5/22/19 17:32,0,2,2,0,1,"This one star is for a Manager, not for food.
   My family and I ate at the C&O after my son's graduation and we had a very nice and delicious meal, probably one of the best ones we've had in a long time. 
   After our meal, my daughter asked if we could ask for a flower from the table to leave at the Heather Heyer Memorial on the street on our way back to the parking lot. (I'm attaching a picture of the very small vase and flowers at our table.) I said I would ask.
   I approached a group of people by the bar and asked a server if we could take one flower and I explained why we were requesting it. She said she did not think there would be a problem, but she had to ask the manager, she then turned to a lady next to her and asked her, the lady then turned to me and after I explained again what I wanted she said that ""We still have two more services and if you'd like flowers, there is a very nice shop downtown at 4th street, etc., etc, and I'm sure they'd be happy to sell you all the flowers you'd like"".
   This response really turned me off after the nice meal we had just had. We had just paid for a $70.00dll/a person meal plus drinks and this lady manager had no qualms about sending us downtown for a flower. 
   Sometimes you have to use your judgement and think that a flower (Lily of the Incas, not expensive at all!!!) is not worth losing some potential clients, especially after these customers have just paid a good amount of money for your product.
   I wrote to the management, and the owner of the restaurant apologized and expressed his shock (his words) at the reaction to my request. He said in his email that he would take appropriate action and that's it. I have not heard from them and I don't know if I'll be back there. 
   Sad ending to a perfect meal. 
(The pictures appear in my profile for some reason, there is no button to attach a picture to the appropriate review, the picture of a table with a small vase on it is what I'm referring to).",1,0,ObvgbmZfxV8_x-ode7jveA,"Fairfax, VA",https://www.yelp.com/user_details?userid=ObvgbmZfxV8_x-ode7jveA,https://s3-media0.fl.yelpcdn.com/photo/WfkEqGeUQxmLw71q2YJt5w/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Zhana E.,5/29/19 15:06,0,0,0,1,4,"Went here for late night and it was nice. The menu is small but something for everyone. I had the grilled cheese and tomato soup. It was way more than I needed that late at night. You have to try a dessert, I had the bread pudding and it was amazing! The drinks are great and kind of different. I like the atmosphere somewhat. It's pretty dark in here so if you want somewhere lively this might not be the place. However if you want a somber type mood this is exactly where you should be!",114,186,3YN4ezjawVFZhux8NRhEIQ,"Charlotte, NC",https://www.yelp.com/user_details?userid=3YN4ezjawVFZhux8NRhEIQ,https://s3-media0.fl.yelpcdn.com/photo/qOUKaJToAOqH0_KC7afvSA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Alice M.,6/7/19 3:51,3,0,0,5,4,"C & O late night is my favorite meal in Cville!! I love the grilled cheese and tomato soup so much, but as Zhana mentioned it is a big portion and might be better for sharing depending on how hungry you are. Usually I love their burger as well, though sometimes it can be inconsistent-- I've had some that were pretty burnt. They recently changed to their summer burger (lettuce, tomato, jalapeño aioli) which I like less than the winter burger (I think it has cheese and onions/mushrooms) but it is nice that they keep it seasonal. 

I've had a few of their cocktails and while they are pretty good, you're just as well off ordering your favorite fancy cocktail (dirty gin martini on the rocks for me) because the bartenders are very competent. I like the ambiance in here-- dimly lit and sexy. Makes me feel classier than I am! 

The food at dinner is also great though definitely more expensive than late nite. The dining room upstairs is nicer than the main floor but I also like the terrace out back. In particular I recommend the steak chinoise which has been on their menu since they opened. The sauce it comes with is super unique and delicious as well! Definitely recommend closing out the meal with the chocolate bread pudding for dessert-- it's to die for! 

I'm knocking off a star not only because of the inconsistency of the burger but also because I've had a number of times at late nite when the staff is just rude. I get that it sucks to be working so late but I would expect more from such a classy establishment.",170,231,GGdnMcaGNcmWrTVJmTcH4Q,"Minneapolis, MN",https://www.yelp.com/user_details?userid=GGdnMcaGNcmWrTVJmTcH4Q,https://s3-media0.fl.yelpcdn.com/photo/4Ksx9dxli8BFKTXT4UgSCg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
S S.,6/7/19 22:07,0,0,0,0,4,Had dinner there and everything was good! Glad we stopped there and can see why they've been in business for a long time!,80,134,ubgKSkwc66NtPpqQigemiQ,"Washington, DC",https://www.yelp.com/user_details?userid=ubgKSkwc66NtPpqQigemiQ,https://s3-media0.fl.yelpcdn.com/photo/3PdeeJb_Ad_xgwfWnZk6Gw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Kevin W.,6/9/19 19:35,0,0,0,1,4,"C & O late night is definitely a need to do if you are in Charlottesville and hanging around all night!! The late night burger has never let me down even though I think they recently changed it. The grilled cheese and tomato soup is very cravable. Another item that was awesome when they had it was the late night taco. I am mentioning this item because I hope management brings it back!!

Other than the great food at C&O you can get a pretty tasty cocktail. I appreciate a libation that makes you remember a place. The Alley Lite also does an excellent job at the food/cocktail combo but I digress. The atmosphere in C&O is different per floor and cozy in areas. An experience worthy of a visit.

The food at dinner is yummy but more expensive than late nite. The dining room upstairs is nicer than the main floor (girlfriend had to use the bathroom up there so we got to check it out). Though we never ate on the  terrace you can see it from the main floor if you have the furthest most seating area...the terrace looks large.",120,63,CQe7r1zCjp78jXSSgj5HCQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=CQe7r1zCjp78jXSSgj5HCQ,https://s3-media0.fl.yelpcdn.com/photo/Yl_5rrqJ1giDN_0p5GXW8g/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Kerry H.,6/12/19 2:38,0,0,0,1,5,I came here with my friend for dinner and wow! The food was amazing! I would highly recommend for a night out!,255,281,H398Mt6Ln7VXdF2AleNx3w,"Arlington, VA",https://www.yelp.com/user_details?userid=H398Mt6Ln7VXdF2AleNx3w,https://s3-media0.fl.yelpcdn.com/photo/pez6LR-NdazuLk5SaXa5sA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Amanda P.,7/20/19 16:31,1,0,0,0,4,"I enjoyed my first visit here, which was for restaurant week. I heard a lot of good things and I think it lived up to the hype. The plates were small but I came away content. For starters, we had tagliatelle, which was light with a great grated cheese on top, and scallops, which were cooked perfectly. Our mains were ribeye involtini (perfect cook, lots of flavor) and duck confit (great crispy skin, cleared the whole plate).

The only thing we were disappointed in was the dessert. The sticky pudding was crunchy on the outside like it was overcooked. I had a peaches and ice cream dessert and the peaches were not ripe at all. There was no flavor and they were so hard that it was difficult to eat. I would have rather them tell me that they took it off the menu if they didn't have ripe peaches.

The atmosphere was nice and I had two great wines there. The drink list is extensive. Staff is very polite and on top of it- my wine glass was never empty!",396,82,MoLJKb_IVC2unGP3nnNk6g,"Baltimore, MD",https://www.yelp.com/user_details?userid=MoLJKb_IVC2unGP3nnNk6g,https://s3-media0.fl.yelpcdn.com/photo/wzBEm57AdX-Q_e7BP3ht9g/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Alexandria T.,8/3/19 13:31,2,0,0,3,5,"After living in Cville for two years during grad school, we only made it to C & O for their late night menu. Now that we come back for the occasional visit, we always make C & O our first stop for a late night bite. I love the ambiance of the dim lighting and old school wooden bar. The cocktails are expertly crafted, and the late night menu is small but mighty.

My husband's favorite is the grilled cheese with tomato soup - it's perfect for a chilly night! I most recently had the local Bibb lettuce salad. The mustardy vinaigrette is done just right and the gruyere is a nice complement to the lighter Bibb lettuce. I also had Kite's ham & cheddar sandwich, which is served hot alongside cold pickled onions and cornichons for a crunch factor!

Service has always been excellent! We look forward to visiting again on a future Cville visit!",755,577,3Str0P10f6n6345N04LOig,"Chicago, IL",https://www.yelp.com/user_details?userid=3Str0P10f6n6345N04LOig,https://s3-media0.fl.yelpcdn.com/photo/s5hXvUFCY1IN9zkdo4X0Ug/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jenn U.,8/12/19 1:17,1,0,0,2,5,"Went here with some friends from out of town and my husband. We were able to make reservations on short notice (next time we will do them further in advance - space fills up FAST!). The menu had so many delicious items and we opted to split some appetizers - scallops, beef carpaccio, and a lobster roll special. My husband and I both ordered the duck confit with ricotta gnocchi for entrees and it was so delicious. Everything was beautifully presented and cooked, we had a wonderful dining experience, and the restaurant was so unique so I'll definitely be back!",63,101,fFgmPlSuNVvH2wECTDKLYg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=fFgmPlSuNVvH2wECTDKLYg,https://s3-media0.fl.yelpcdn.com/photo/TSt4Lmyvw9VyYezgVgfJ3Q/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Nick B.,9/18/19 4:35,1,0,0,0,5,"Late night bar review-

If I could give this establishment ten stars I totally would. 

The bartenders here are absolutely fantastic, they are fun to interact with and know their stuff through and through. 

The burger- if you don't try this you are are crazy!, it's fantastic, I would go so far to say it's the best little burger I have ever tasted! The experience will change you, I promise! 

This gem is an absolute must",201,488,q9iPzoPRYQCABTFg3n2wEQ,"San Diego, CA",https://www.yelp.com/user_details?userid=q9iPzoPRYQCABTFg3n2wEQ,https://s3-media0.fl.yelpcdn.com/photo/ns2ehMD15nLX0BHqngzuPw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Kaitlyn O.,10/7/19 23:22,0,0,0,0,5,This is my favorite restaurant in Charlottesville! It is amazing and the staff is extremely nice. Every single sauce we had was phenomenal. Would definitely recommend to anyone looking for a nice meal. The raviolis were incredible. As was the duck and all of the desserts.,5,0,DZ7sByum4XM-MRA5zperWw,"Boca Raton, FL",https://www.yelp.com/user_details?userid=DZ7sByum4XM-MRA5zperWw,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Ben S.,12/6/19 2:32,0,0,0,0,4,"I attended a special event dinner here and had an excellent experience. We were in their event space - I believe called the art gallery - next to the restaurant. It's an intimate space, just like the rest of the restaurant. Throughout the night we received extremely attentive service, and all the food was delicious. I believe the menu was a special curation, but each course, from salad to ravioli to chocolate cake, was outstanding. Their wine selection was also on point, with a high quality red and white flowing throughout the evening. Although their menu is not super vegetarian friendly, rest assured that they can prepare excellent vegetarian fare. This would be a great spot for a date and is convenient to everything despite being off the beaten path. I'll be back!",1128,110,ISIsmJgQiE6WC9jYKaNv6w,"Washington, DC",https://www.yelp.com/user_details?userid=ISIsmJgQiE6WC9jYKaNv6w,https://s3-media0.fl.yelpcdn.com/photo/-guauoubMWCX5WwxWV3MoQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
R M.,12/14/19 1:15,0,0,0,0,5,"This has been one of my favorite places in Charlottesville for longer than I can remember. It's so hard for a restaurant to stay high-quality but C&O has been the exception. Excellent service, with very knowledgeable staff - on dishes and on wine. Honestly, I learned so much *about* wine from the amazing staff here.",95,0,zik_Gqjwj74GANx7DCUvWw,"Arlington, VA",https://www.yelp.com/user_details?userid=zik_Gqjwj74GANx7DCUvWw,https://s3-media0.fl.yelpcdn.com/photo/5Cc2Rk74npzSX8YnhT72bQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Brooke L.,12/18/19 21:31,0,0,0,0,5,"C and O Restaurant was the first restaurant we tried here in Charlottesville, and we were definitely not disappointed by this gem. From ther moment we walked in to the comforting wood fire and friendly service, we had a pleasant experience. We loved the cozy, historical atmosphere, sitting upstairs by a wreathed window overlooking the railroad (where it gets its name). 

The food was amazing! We have lived in Northern California for about 8 years and have become spoiled by their food options. When visiting the east coast, we do not often find food up to that caliber, but C and O definitely did. We started with a light salad with a dressing that I would love to replicate. Next, along with the awesome shaved brussels, we had the trout and duck entrees; both were melt-in-your-mouth delicious. To finish, I got a cheese plate and my husband got a chocolate treat. It was all amazing. The service was impeccable with great attentiveness. The staff members were all so kind and very welcoming. We were even given a mini ""tour"" to see the lively bar in the basement. We hope to be back one day!",15,0,UCcBGg3yKteUzoQsRm1NWw,"Boston, MA",https://www.yelp.com/user_details?userid=UCcBGg3yKteUzoQsRm1NWw,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Cristina W.,1/27/20 18:16,2,0,0,3,5,"Finally came to check out C&O for this year's restaurant week - and it did not disappoint!  Restaurant is small, and seating is limited - but they fully utilize all three levels of the small historic building they are located in.  It is January - and cold.  I do think the restaurant was not super well insulated - so if you run cold, bring an extra sweater.

Service is exceptional.  From coat check, to check in, to meal - everything was top notch.  Parking is validated in the Market St and Water St garages - bringing the parking fee down to $1! Such a wonderful convenience.

Now the food is excellent.  To start, I had the beef carpaccio - which I would reorder in an instant.  Thin sliced beef with a nice creamy sauce thin layer and dressed with a lovely arugula and parmesan cloud of delight.  My main was the duck confit- and it was savory and delicious.  It is hearty but not super gamey.  My dinner partner got the lamb cassoulet and it was an equally hearty more ragout style.  Dessert was a little disappointing for me - I got the sticky toffee pudding and found it underwhleming.  The cake was a burnt on the bottom, and the toffee sauce was excessively sweet.  Creme Fraiche though was on point.  the cheese dish was so tasty - I might consider making that my dessert next time.  A great combo of creamy and stinky - the cheese selection was absolute fire.

Overall a wonderful dining experience - and we will be back again!",313,245,hmn6HsHwTxQTPl-D9OQY1g,"Miami, FL",https://www.yelp.com/user_details?userid=hmn6HsHwTxQTPl-D9OQY1g,https://s3-media0.fl.yelpcdn.com/photo/hVRCYZb7D2mhBjh8beEbqQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Morolake T.,2/3/20 13:08,0,0,0,1,4,"This is one of my favorites in Charlottesville. I've had a few things here including the duck confit, the seared scallops, and the bread pudding. I've probably had their scallops 5 times at this point and it's (almost) always very good. The butter sauce and raisin-caper combo is perfection.

The atmosphere here feels more upscale, with a nice warm fire greeting you during colder months. There's seating for dinner both upstairs and downstairs. It's small place so I'd recommend asking for upstairs seating if possible--you get more room.

The waiters here are great--have never had an issue with an inattentive waiter or  long waits for apps or between apps and main courses and I've come with party sizes between 4 and 8.

The door can be easy to miss if you haven't been before, so be sure to keep a look out for the gallery sign and that'll indicate you're not too far from enjoying a delicious meal here.",147,302,MQB5aD_1pVMw4x0a0Jc-0w,"Boulder, CO",https://www.yelp.com/user_details?userid=MQB5aD_1pVMw4x0a0Jc-0w,https://s3-media0.fl.yelpcdn.com/photo/f7p9OBOlZIRr8U2BtH4H-A/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Ana D.,2/4/20 14:15,0,1,1,1,5,"Such good food and such a good deal for restaurant week! Food was delicious, service was good. Definitely recommend making reservations because the restaurant is small. 
The con, their Diet Coke is not Diet Coke, it's probably a local brand. I do wish restaurants would advise you that it's not actually Diet Coke before putting in the order. 
I thought the brownie portion of the dessert was a little meh. But the rest of the meal was delicious and I would come back. Would for sure come here on restaurant week.",280,235,EM6TVH3AOAPZk8PR4HFKIA,"New York, NY",https://www.yelp.com/user_details?userid=EM6TVH3AOAPZk8PR4HFKIA,https://s3-media0.fl.yelpcdn.com/photo/yj3APcp0o7mI66o-h-SrKw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Hamilton H.,2/25/20 2:51,0,0,0,0,5,The downstairs bar is where it's at! Very close seating but the food makes up for it. Great menu selection and perfect for a special occasion. Staff and chefs are very welcoming and delightful. One of the oldest restaurants in Cville! Must go for out of towners.,67,526,qcWWUBBoTvIaF7eHNgpxrQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=qcWWUBBoTvIaF7eHNgpxrQ,https://s3-media0.fl.yelpcdn.com/photo/wImKSU9exb05m_FylnNW5Q/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Earl D.,3/13/20 22:59,0,0,0,0,5,"Just had dessert at the bar, but the tender was courteous and knowledgeable. The ambience is great and the booze selection room and desserts were spot on.",24,0,CaRFKyX6nfZMlDZKig3Gpw,"Medway, MA",https://www.yelp.com/user_details?userid=CaRFKyX6nfZMlDZKig3Gpw,https://s3-media0.fl.yelpcdn.com/photo/GaK5EvNKnWd3KN-vYiojDw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Allison M.,3/15/20 1:06,3,1,1,4,5,"My #1 priority was to make a reservation here during restaurant week, and I was not disappointed. Everything was absolutely delicious and I can't wait for the opportunity to enjoy more food from here again.

Appetizers: we got the yellow fin tuna and the smoked rag mountain trout. I personally enjoyed the trout more; it was so packed with flavor and fit perfectly with the slices of apple and arugula. Perfectly cooked.

Entrees: had to get the duck confit and the farm lamb cassoulet. Overall, I will say that these were similar dishes - savory, filling, and strong on the flavors. Nothing was mild or subtle!

Dessert: I got the sticky toffee pudding and my husband got the coupe ellery. I loved the pudding - it honestly tasted just like it looks. Super sweet, with amazing heavy caramel flavors. The ellery was the opposite; light and refreshing.

I have nothing bad to say!",400,498,#NAME?,"Yorktown, VA",https://www.yelp.com/user_details?userid=-JsBUIo6-MIeCIH5Y2KP5Q,https://s3-media0.fl.yelpcdn.com/photo/6KmutO1k5pa2jVVwYcXXcg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Al T.,5/6/20 23:19,0,0,0,1,5,"Note: I'm writing this review during the statewide sars-cov-2 closures.

C&O is my favorite restaurant in Charlottesville, has been for many years. Later, I can write lovingly about the ambience and service, etc. For now, I want to focus on the pandemic takeout experience. In short, it's perfect.

They offer a changing takeout menu each week, with some a la carte options. You can order online, then pick up the next evening. You just pull up in front and they'll ask your name, and bring your order out. You don't even have to get out of the car, thus very limited exposure. And you can tell they're taking it seriously: gloves, mask, hand sanitizer, etc. It's all smooth and professional.

We've been ordering once a week or so, and I've been amazed at how well the food travels. Even my favorite delicate dish, the pan fried trout (amandine), reheats beautifully in a warm oven. Ricotta gnocchi with duck confit, striped bass, sticky toffee pudding, etc. - most of my favorite dishes rotate in eventually and have been excellent. 

The price is fairly high, for our food budget at least, but given the quality of the food and generous portions of the sides, salad, and dessert that come with each meal - I think it's a great value. We are certainly delighted with it and plan to keep ordering regularly.",11,2,gBHHYU7mJDU36jFAMMq1Kg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=gBHHYU7mJDU36jFAMMq1Kg,https://s3-media0.fl.yelpcdn.com/photo/5KKS6vx7XtsmKxFDLOCNAg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Zaire S.,11/6/20 16:37,0,0,0,0,5,My husband and I were celebrating our 10 year wedding anniversary and this restaurant is wonderful. Wonderful ambiance and extremely romantic feel. Our waiter was attentive and the timing of the next course was perfection!,6,55,dKM3adONTmb0YMd0_yqDnA,"Middle River, MD",https://www.yelp.com/user_details?userid=dKM3adONTmb0YMd0_yqDnA,https://s3-media0.fl.yelpcdn.com/photo/_D9eFZj2HrGKn_LoVnXTlw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
C M.,11/14/20 16:50,0,0,0,2,5,"This place was recommended to me by a friend and it did not disappoint. Currently in COVID times they are serving a pre fix 3 course meal. Everything was fantastic. Highly recommend the Beef Sirloin Carpaccio, Smoked Trout, NY Strip, and Honey Glazed Duck. The crème brûlée was one of the best I've ever had and the huckleberries were just amazing - great combination. The artisan cheese plate was also
Excellent and used local cheese. I've been told the downstairs bar is the best place to eat but unfortunately that part is closed right now (COVID)",154,0,BILJVjYt_u-g_cmfxEEfxQ,"Washington, DC",https://www.yelp.com/user_details?userid=BILJVjYt_u-g_cmfxEEfxQ,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Stephanie H.,12/11/20 13:15,1,0,0,0,5,"My husband and I are from Pittsburgh but had our Anniversary dinner at C&O during a trip to the Charlottesville area in October.  If you are in the area I definitely recommend checking this place out.  The restaurant was offering a 3 course prefix menu but there offer so many options it didn't feel limiting at all.  Unfortunately I am late in my review so I don't remember everything we had but the menu changes so it probably doesn't matter that much.  Everything we had was delicious!

We sat in their patio area in the back and I felt very safe during our experience.  The tables were spaced out and everyone was wearing masks.  The ambiance was great with warm lighting.  They had tents up and heaters out so it was comfortable even well in to the evening.",38,28,gZAIV6xX25ED7Dae9lGHDw,"Pittsburgh, PA",https://www.yelp.com/user_details?userid=gZAIV6xX25ED7Dae9lGHDw,https://s3-media0.fl.yelpcdn.com/photo/PgZVZoZ64JOEheZVpyfW6g/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jessi S.,2/11/21 16:18,0,0,0,0,5,"At first I was indecisive of what dishes I'd choose, but it didn't matter because everything was delicious and I can't wait to come back once the menu rotates to new flavors! We started with the hamachi crudo and veal sweetbreads- both delicious. The sauce with the sweetbreads was so flavorful! I used the table bread to dip in the remainder- their bread is so good, too! For our main dishes, the steak chinoise and lamb rack were both perfectly cooked with tender flavors. No doggy bag needed. For dessert, the creme brûlée was basic, but good and the pistachio was light and a perfect finisher to the evening.",437,386,LK2cFPrCgHc8shHfG1bN-w,"Baltimore, MD",https://www.yelp.com/user_details?userid=LK2cFPrCgHc8shHfG1bN-w,https://s3-media0.fl.yelpcdn.com/photo/vqfG8_H8_RZsAKzlPE1Uew/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
