,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
61,,Eric H.,24/09/19,,,,5,"the ambiance was perfecto! exactly what we were looking for, an outdoor active croud.
we started by telling our server that my wife needed gluten free. she responded telling us that she had celiac. we've never had a server that was so on our side and knew what we needed.
the meal ended up being perfect!
we highly recommend!",3,10,view review
62,,myin t.,07/10/19,,,,4,"Rani, the black rabbit, may want to reconsider the service industry. Food was okay, but with poor service,  nothing tastes good. I believe in service recovery, and Rani made a valiant effort to address our dissatisfaction.",11,,view review
63,,Luis A.,03/11/19,,,,5,"By far, one of the best restaurants in Charlottesville. I studied cuisine in Paris and the food here is every bit as good as a fine French restaurant.  The staff is warm and inviting and the service is always attentive.  A hidden gem that, this review notwithstanding, I hope stays that way!",1,,view review
64,,N L.,08/12/19,,,,5,"Delicious coq au vin, friendly service, unbelievable value, cut little dining room, and I'm sure the outdoor seating is wonderful in the warmer months. We'll definitely be coming back next time we're in town.",16,,view review
65,,A P.,08/12/19,,,,5,"Petit Pois is all about technique. Great technique and great flavor. Thoughtful. Balanced. Finessed. Let's not forget the attentive great service--experienced and professional. 

Calves liver, Coq au Vin, Cod, French onion soup, arugula, goat cheese and beet salad (which could be constructed to be a predictable and boring pairing--but au contraire, c'est delicieux) plus the tartelette framboise and other well-executed desserts. Where have you been Petit Pois? I don't live in CV but wish I did and will return again and again. 

You tugged at my remembrance of many, many years on the L.A. food scene and also the country French country food scene outside Paris or my favorite cafe in OrlŽans, France. Ah, the proverbial crunchy baguette and the sweet butter--had longed for that ever since moving to the Blueridge. 

Petit Pois you tugged at my heart. Will be grateful and so happy to visit you again. So impressed.",43,,view review
66,,Joyce S.,19/01/20,,,1,5,Wow! The people and the food were amazing. The staff went out of their way to accommodate our group and were so kind and thoughtful throughout the process. I wish I could remember all their names so I could thank them by name because they truly did go above and beyond. We had a wonderful experience and the food was among the best I've had. I highly highly recommend petit pois!,4,103,view review
67,,Sarah E.,30/01/20,,,1,5,"I had dinner here last night with some friends to partake in restaurant week, and I'm so glad we decided to come here! It looked like they were packed with reservations but they so kindly made room for us at the bar. The meal was great from start to finish: the bread, salmon and potato cake, coq au vin, and creme caramel were all delicious and made my taste buds very happy. It looks like the coq au vin is a staple on their regular menu and I would gladly order it again. They also paced the meal very well. I'm already looking forward to coming back- perhaps for a date night or brunch!",14,,view review
68,,Reed R.,01/02/20,,,,5,"My friend and I dined at Petit Pois for lunch and had a good experience. We shared the Moules Marinires (mussels) appetizer, which was outstanding. We then had the trout amandine and smoked lamb ragout, both delicious. For dessert, we shared the ice cream sandwich, which was downed completely. Wine choices are good, as well as the cosy bistro ambience. It will be nice to sit outside on the patio when the weather warms. Service was great.",17,34,view review
69,,Meg N.,09/03/20,1,,1,5,"I spent a summer in Paris and this place is just as phenomenal! I went for restaurant week and got a 3 course meal for $29. I would definitely make reservations since the place is small and intimate. For starters I got the bone marrow and braised oxtail- very rich dish. For my main, I got the Bouillabaisse- seafood was tender and the sauce was decadent! For dessert, I got the flan- average. Would recommend this place for a fancy date!",110,354,view review
70,,Michele M.,09/03/20,,,,5,"Came in (at admittedly a slightly off hour; about 2pm) after seeing the shrimp risotto billed as a lunch special and was delighted! I accompanied it with a light Elderflower soda which has a lovely brisk sensation to it and went along nicely as a light compliment to the very creamy and delicious risotto. The staff was really attentive without being overwhelming or pushy. Can't recommend this place enough! :)

I also got a white chocolate ganache as a dessert; delightful and flavorful, a nice compliment and means to end an already wonderful meal.",11,76,view review
71,,Daphne T.,11/09/20,,,,5,"Oh man this was such a treat! Food was delicious we had the gnocchi with veggies and it was incredible!!! This place is super cute and quaint, and the waitress was very nice and sweet. It's nice sitting outside with the covid going on, next to the water fountain. Loved everything about it. Prices were great too.",42,2,view review
72,,Betty V.,09/10/20,,,,1,"Would never eat here again!  The food was sub standard at best.  I ordered the risotto with shrimp appetizer.  The three small shrimp were tasty but the risotto was bland.  I asked for more Parmesan cheese thinking that would help and was brought a finely grated dish of cheese that had no more flavor than a Kleenex.  The salad was so bitter we could not eat it.  The dressing was unpalatable.  The three pine nuts were not even toasted and the goat cheese was hard, no taste, but thankfully there were only a few crumbs of it.  We complained but they made no effort to remove the dish from our tab.",43,,view review
73,,Keri H.,25/10/20,,,1,5,"Delicious crabcakes for dinner last night and great service, again! Was told we had to wait about 40 minutes for a table to open up after checking in with a few other places on the downtown mall with no openings. It was less than that and we were happy to wait. Food and setting was perfect. Carafe of water and friendly staff. One of our favorite places. Also recommend butternut squash risotto and tomato soup.",57,2,view review
74,,Ale R.,28/10/20,,,,2,I was really disappointed about the quality of the food. The service was really good but the food was mediocre. We had been looking forward to dining here and it was a let down.,72,3,view review
75,,Elizabeth M.,30/10/20,1,,,4,"I'll start with the service at Petit Pois is amazing, they made ordering takeout so easy! The butternut squash risotto was fantastic, but the chicken and basmati rice was a bit underwhelming and lacked some spice. Other than that, the pickup order was easy to place and COVID precaution-friendly. Might have to try again soon.",60,46,view review
76,,Tina L.,07/11/20,,,,5,"Yum, yum, yum. They have a large outdoor seating area due to covid. I got a lovely lovely lovely heirloom tomato salad with lemon aioli, and the co co von. Both were very very good, impressively good. My waiter was awesome too. Great meal.",666,491,view review
77,,Heather W.,24/11/20,,,,5,"Excellent outdoor seating, service and food outstanding.  Wonderful lunch menu and the best soups to keep you warm during dining alfresco.  This establishment has done a superior job to make a safe dining experience.",1,,view review
78,,Lonny F.,31/03/21,,1,1,2,"The food here is below average. Not terrible. The only thing French about this place is the few French words they have on their signage in the bathroom.  Gnocchi is Italian. 

Service is cafe style. For example. They give you a plate with 4 forks, 4 knives and 4 napkins for you to spread out.  That's ok. If you charge prices for a cheap cafe.",45,,view review
79,,John S.,12/04/21,,,,5,"Best lunch in Charlottesville Hands Down. I come here quite a lot and every dish that I have tried has left me satisfied. Big fan of the trout and the butternut squash risotto. The prices relative to other restaurants of similar quality in the area are insane. I wish they were open on Mondays... 

The staff are friendly and always welcome me into the restaurant, I can't say the same for other places.",2,,view review
80,,Val C.,24/04/21,,1,,3,"I went here with my boyfriend to celebrate my birthday. The food was delicious--he got the crabcake and I ended up with the shrimp risotto (more on this later). The risotto was actually an appetizer but at $12 it's a super good deal as it's almost entree-sized. It was decadent and I could taste the parmesan in every bite! I tried a bit of my boyfriend's dish too--the crabcake was a little dry for my taste but overall the dish was good and he seemed to enjoy it a lot.

The service, on the other hand, was a disaster. As in, there was no service. Our server was the only employee working the front of house (there wasn't even a separate host/hostess) and had probably around 10 tables to cover. When we arrived, we waited for about 5 minutes to be seated by the server, which was fine, although the restaurant wasn't crowded at that point so that was a bit odd. I ordered the butternut squash risotto, but in our server's hurry I guess she put in the wrong order and that's how I ended up with an appetizer instead of an entree (although as I said earlier it was excellent so not a huge deal). Our server was nearly running from one table to the next the entire time we were dining, which was stressful to watch and honestly a bit distracting. We were not asked how our meal was once nor were our water glasses refilled despite being empty for 3/4 of the time we were there. Even getting our server's attention for the check was difficult because she would dash inside before we could catch her. 

Overall, the food was fantastic but this was probably the worst service I've had at a restaurant. Petit Pois should think about hiring extra staff or redistributing employee tasks, as they seem to be placing unmanageable responsibilities on their current staff.",14,45,view review
81,,Samantha H.,09/05/21,,,1,5,"This is nestled in a bit of a shadowy corner of downtown, so it never caught my eye, so I am glad I found reviews online that led me here! It was easy to get seated on Saturday lunchtime, and we chose to sit outdoors (we ended up being chilly because it was blustery and out of the sun but the warm food helped).

Between four people, we decided to go family-style with the appetizers of French onion soup, lamb mergeuz soup, and gnocchi. Due to an accident, we got the shrimp risotto (uncharged that we got to keep), and it ended up being one of the best apps. The lamb mergeuz soup was delectable, very unique in flavor and well-balanced in my opinion, bringing a good earthy meaty taste alongside the tender beans and carrots. The French onion soup was done well. While the risotto looked like it had been sitting out for a moment (a bit congealed looking), it tasted phenomenal and was the best risotto I've ever had. It was not overly cheesy or buttery, just perfectly creamy held up by some of the flavor of shrimp. The gnocchi ended up being the weakest app; while the gnocchi were so tender and pillowy, the flavors were confusing, dominated by salt and strangely mingling tangy, herby, and nutty flavors. 

I personally ordered the crab cake and loved my choice. Without excess breading, the crab cake was satisfying and had an excellent flavor including notes of citrus and mustard(?) that went great with the sweet creamed corn -- I was indifferent about the spinach. 

The appetizer portions are very generous! I was so satisfied by this meal and would love to come back again to try other menu items and see how it changes seasonally!",210,24,view review
82,,J H.,31/05/21,,,1,5,"My husband and I have eaten here several times while visiting Charlottesville. 

The service is excellent. The food is wonderful.  We have had most of their dishes. Their menu changes frequently. Before COVID we did a special that included an appetizer, entree, and dessert. It was incredible. 

My husband didn't like their coq au vin. He loved everything else. He loves their scallops and risotto. Their soups are fantastic. Their salads are amazing.",225,50,view review
83,,Krista R.,29/08/21,1,,,3,"I didn't know this place even existed. The food was excellent. The Brussel sprouts were cooked perfectly the flavor was delicious. The kale salad was lacking the cheese it supposedly came with I asked for more because I literally didn't see any. The crab cake with cream of corn and spinach was AMAZING!!!! 
My friends got the shrimp risotto and it literally had 3 shrimp on it. They were disappointed. The server was okay took a while to get drinks, water, refills. I think I saw our server three times for drink order, food order and check. Never came back to ask how things were etc. Some other guy was attending to our table more than our waiter. The menu online vs in house was different along with the prices. Was a little disappointed when I had my mind set on one thing to find out it's not on the menu. The menu online said the carb cake is $22 yet I was charged $29. Might want to update the menu online to reflect the menu when you sit down.",247,352,view review
84,,C C.,05/10/21,,,,4,"Visited the Carter Orchard and decided to eat lunch at Petit Pois as the menu was interesting. We had mussels, soft shell crab and coq au vin.  The bread and butter came and the butterwaswarm and whipped which was really nice and delicious the mussels and soft shell crab were very good and the coq au vin was a little gamely but pretty good.",90,,view review
85,,Jennifer M.,19/12/21,,,2,5,"It's raining. Ok, drizzling. People still eating outside all over the downtown mall. We walk up and down looking at menus and accommodations. Petit Pois was the perfect choice for the drizzly Friday night. The outdoor tented seating was great for our still anxious about eating out because of COVID. He had the bisque and I had the beet salad. Both were great. I had gnocchi - a vegetarian meal. So good. I'm not a huge gnocchi person so there may have been too many gnocchi still it was yummy and filling. He had the pan fried trout and green beans. I was able to have a bite and I agree it was worthy of another trip! Also we skipped dessert but the neighboring tables did not and now I have to have some chocolate mouse and beignets. Confident that you'll have a great meal if you choose Petit Pois.",111,4,view review
86,,Cameron S.,26/12/21,1,,,4,"Had a nice dinner here the other night. Everything was good but didn't wow me. Service was better than most restaurants these days with the staffing issues. Personally for a fancy dinner I prefer tavola, marigold, or one of the other restaurants around town",50,,view review
87,,Carrie H.,07/04/22,1,,,5,We stopped in feeling like a French meal after falling in love with Lafayette while touring Monticello. It was a perfect little restaurant! I ordered a cute cocktail & waitress made a Shirley Temple for my daughter. We ordered smoked salmon appetizer that was delicious.  I got trout for dinner & skin was crispy to perfection & a lot so I shared it. My daughter got   Butternut Squag Risotto & ate every bite. It was everything we hoped for & waitress was very friendly & didn't rush us at all,23,,view review
88,,Lily W.,23/04/22,,,,5,"Wow, must try the mussels. They melt in your mouth and the sauce is delicious. The Skate is light and crispy.  Highly recommend.",96,3,view review
89,,Courtney H.,26/05/22,,,1,5,"A hidden gem of Charlottesville. Not many people know about it, but those who do know it's one of the best spots in Cville. Very quaint and cute in the inside with only a few tables. The chicken coco au vin dish is so tender and a classic- I am always tempted to re-order it rather than try something new. That's what I would recommend you must have when going here for the first time.",9,,view review
90,,Nick G.,30/06/22,,1,1,2,"We'll... what to say. This used to be one of our favorite restaurants but tonight we found out how badly they suffered with the pandemic.
The wine was fine.
The beet and feta salad that my wife ordered, asking our waitress to kindly check that it was arugula free, as she is 911 allergic to it, duly arrived... almost completely arugula! A replacement eventually arrived with kale (the waitress told us it would be Romaine!) and some tiny little cubes of processed, very un-Greek feta.
I ordered the burger, medium rare, only to be told that it only came 'pink or not pink'. I chose the pink version. When it arrived it was...
grey, soggy, tasteless maybe related to a cow but not to a burger. I asked the waitress if she thought it was 'pink or not pink' and she agreed it was not pink and said sh'e'd get another one that would be, indeed, pink. She muttered something about 'sous vide' and the flag went up... so the replacement burger arrived and it was...
grey, soggy, and equally tasteless. What a waste of cow; and plastic bags; and everyone's time!
We won't be back in a hurry.",2,,view review
91,,Richard L.,14/07/22,,,,2,"Meh. Nothing special.

Visited on 7/13/2022. Three of us ordered fish and it was cook perfectly; however the sauces and sides failed to deliver.",17,32,view review
92,,Christy B.,23/07/22,,,,3,"Overall- food was good but nothing blew us away. Went here bc we wanted French food, but there wasn't a lot of French on the menu. We asked to be seated outside and we're accommodated immediately around 630 p
Pm on a Friday night.  

$13 - The lobster shrimp bisque was quite tasty and not overly salted like they usually are.  There was 1 shrimp cut into 5 pieces at the bottom of the bowl. It's be better with some lobster meat if they want to include the 1 shrimp. Otherwise, the flavors were there. 

$13 - The beet, pistachio, goat cheese and orange salad was ok. Good, not the east I've had. 

$29 - Crab cake entree.  Sizable portion with whole mustard seed in it atop a tiny bit of wilted spinach and sweet corn. 

$26 - Trout Almandine. So. Much. Fish. It was like a whole filet. The skin was perfectly crispy with a healthy portion of sliced almonds in capers.  The green beans were nicely cooked and not mushy (but not crisp either which is my preference). Only thing missing was some citrus.",112,268,view review
93,,Heather N.,04/09/22,1,1,2,3,"We made a reservation for dinner here to celebrate my wife's birthday at 7:45pm. We arrived and were given the choice to sit inside or out- we chose to sit on the patio to enjoy the ambiance of downtown Charlottesville. We ordered wine and an old fashioned and were about three sips in before our server was ""just letting us know"" the kitchen closes at 8. This was our first time visiting and didn't realize we would be on a time crunch having been offered a reservation at 7:45pm. He ultimately gave us the speech ""if it were up to me you could wait but the kitchen staff gets upset"". It was whatever. We knew what we wanted to eat we just weren't quite ready to order. 

I should mention that my wife's old fashioned was mostly watered down tasting. She orders these at dinner all the time and it was just not up to standards. See photo. 

We shared the coq au vin which seemed to be just about the only authentic French item on the menu. I was a little disappointed in that. There were no specials. Our meal was tasty. They have definitely perfected this dish and the portion was huge (glad we split it). All in all we would maybe try this place again but it's low on the priority list.",94,23,view review
94,,Emily Y.,01/10/22,,,1,4,"I got the salmon and my boyfriend got the coq a vin, both were tasty. Portions are good sized, I find that I tend to walk out less than full at a lot of nice restaurants, so being unable to finish my meal here was definitely a plus. Prices fair for the food and portion. However, the space is small, especially in the corner alcove that we were seated in. It seemed to be located under the stairs as the roof was slanted, and two tables were in what could not have been more than 7 feet of space. Service was decent, our server was friendly. Overall maybe would rate 5 stars if we sat elsewhere",38,175,view review
95,,Emily J.,14/12/22,1,,1,5,"A girlfriend and I were visiting Charlottesville and wandering around the downtown area on a Friday night. It was a perfect night outside so we decided to try one of the restaurants with outdoor seating- Petit Pois looked great! We snagged a table outside and proceeded to have a most wonderful experience. Our server, Hector, was super attentive and gave us the best suggestions. We decided to share several appetizers because they all sounded so good- best decision ever! We had the smoked salmon, burrata and peppers, shrimp and grits, and crispy brussel sprouts. They were all absolutely fantastic- each dish was generously sized (we should have only ordered 2-3 dishes) and tasted fantastic. We each also enjoyed a handcrafted beverage which made everything even a bit better. Definitely recommend.",364,363,view review
96,,Susan B.,03/01/23,,,,5,"Run to Petit Pois, don't walk! I was here 17 months ago and remember how amazing it was for lunch. I returned today with the same friend and trust me it was every bit as good. The brussel sprouts are the best in Virginia. The Trout Almondine is again, incredible. The beignets are good as well but the food! The service was excellent as well. I am rarely this satisfied.",33,16,view review
97,,S C.,14/02/23,,,,5,"What a consistently delightful petit bistrot in Charlottesville!  The food served here is bursting with freshness.  The servers are charming, helpful and not overbearing.   Here you know you're eating close to local gardeners, farmers and butchers.  The dishes are classically excellent.  Just take as a simple example...a green salad...at Petit Pois it's so delicious, very French.  The salad greens jump at you with goodness; the salad is served with goat cheese & toasted pine nuts, the dressing is wonderfully subtle.  That's just for a starter.  The soups are yummy and so is one of my favs, the house smoked salmon with potato cake.  The mussels marinire are spot on classic and divine.  And you've never ever tasted such amazing Brussels sprouts!  In the summer the owner often brings in his own home grown tomatoes!   Some classic main courses here are the trout amandine which is addictive...you'll order it again & again, the coq au vin in the French style...super comfort food, the crab cakes have a lot of crab, and the hanger steak is tender and absolutely delicious!  Don't miss the shoe string French fries....cooked perfectly.  There's a superb selection of wines and lots of fun cocktails.  They serve three perfect desserts which are all fantabulous.  Petit Pois is my favorite Cville restaurant.  I'm sure you'll love it too!  (Reserve if eating inside...!)",16,,view review
98,,Findmefood O.,20/02/23,,,1,4,"This is a small, intimate restaurant with great service.  Unfortunately, I forget the name of our waiter (younger, African-American guy) but he was awesome despite the fact that I think he was the only one working the room aside from the young bus boy and hostess.  The food, drink/wine menus were nice.  We especially enjoyed the beet salad, French onion soup and the burger.  The vegetarian gnocchi were average, which cost them a star.  We didn't leave any room for dessert.",112,1,view review
99,,Emily S.,12/03/23,1,1,1,4,"Had dinner here this past Friday night. The trout entree is amazing. It's quite a big portion, actually. Lobster bisque was good. A little salty, I thought. It's very rich. This was definitely a decadent meal. The service was pretty good. It's a cute little intimate spot that's worth checking out. We thought the prices were fair for being a nicer quality restaurant. Good location.",86,225,view review
100,,Giovanni L.,25/03/23,,,,4,"The shrimp risotto was incredibly rich in flavor, and the service was overall good as they were attentive before you needed to ask. The tables don't get assigned one waiter so it's multiple people coming to your table which is alright, but I prefer one specific person. The food was amazing though!",49,100,view review
101,,Cindy D.,26/03/23,,,,5,"Incredibly delicious food, ambiance, service and music. I would recommend!C'est magnifique!",126,1,view review
102,,Minsu K.,01/06/23,,,,5,"I'm definitely going back.  The food was wonderful.  We had the mussels, chicken liver and hanger steak.  All of which was delicious.  Good portions Good price point and fantastic taste.",25,,view review
103,,J. G.,15/06/23,,,,5,"A most delightful evening at Petit Pois!  We had dinner on the patio surrounded by roses and listening to the gentle sounds of the waterfall and the muted strains of live jazz music from down the street.  The coq au vin was delicious and our waiter, Logan, was polite and attentive.  Great atmosphere, good food and outstanding service. Can't wait to go back!",10,,view review
104,,Mat G.,09/08/23,1,,1,5,"Saturday night, gorgeous weather, and patio dining in charming Charlottesville!  Quite the winning combination!
I ordered their lobster & shrimp bisque which was quite nice!  A little on the salty side but was nice.  Then came the entree of their Coq au Vin which I paired with a French Syrah.  Ohhh their Coq au Vin was some delightful chicken!  Prepared perfectly and it was just the right amount of juiciness and saturated with flavor.  
For dessert, I indulged in beignets that were excellent!
My waitress was very pleasant and helpful in coordinating me picking up the bill for my table.  
5/5 all around!",450,343,view review
105,,Lauren H.,20/08/23,,,,1,"I have been here before and has a fine meal with good service. However, last night I had one of the worst dining experiences of my life. We sit down and are forgotten. Eventually someone comes to take our order and we ask for some bread. Once again, they forget about us, and 45 minutes later the manager comes over to tell us that they lost our order. At this point we're mad. Eventually our appetizers come out, half assed and horrible. Our meals arrive and the crab cake was actually inedible and flavorless. It was not a good experience, however, they knew they severely messed up and only charged us half price.",3,,view review
106,,Adam T.,07/10/23,,,,1,"We came here for our anniversary. Had two hours until we needed to leave, which we thought would be sufficient. Drinks and appetizers delivered within 30 mins. After an hour, we wondered about the status of our crabcake and risotto.  We gave it a little longer, and then asked when parties who had arrived well after us were served. ""The food should be ready in just a few minutes."" Then another 20 mins passed, and I informed our waitress that if the food arrived within 10 mins, we would need it in a box. Beyond that, we would need to leave.

Another worried, neighboring table received their dinners. ""Hmm...that looks like what I ordered,"" I thought.

After a few more minutes, the manager delivered something. But sadly, it wasn't our food, but rather some disappointing news. Our order was lost. It was never prepared. And it wouldn't be prepared, not in the remaining time.

So they comped our drinks, my fairly tasty pea soup, and the nice tomato salad.

Very disappointing, not enough of a sincere apology from the waitress, and a promise from me that I will not be back.",12,,view review
107,,Ann K.,15/11/23,,,,5,"When did C'ville become such a foodie town?! What a fantastic dinner we had at Petite Pois!  We had an early 5pm reservation before seeing Dave Matthews and we sat next to another couple who had the same plan. 

My friend has a dairy and gluten allergy and they were able to accommodate her beautifully. We shared the beet salad with the goat cheese on the side (for me), trout amandine (made with olive oil instead of butter), and crab cake. Our meal was perfect. I would order all of these dishes again! The service was wonderful. We parked in the lot just around the corner. Just an overall delightful meal!",77,24,view review
108,,Charles L.,22/11/23,,,,3,"I had been here for dinner years ago and liked it quite a bit, so invited a guest speaker and colleagues for the meal after. You can only reserve a table inside so we did that, but when we got there we found that more people were outside. There were 9 of us and they gave us a long table against a corner, making it hard to get up and sit down. The servers were cheery but there were moments of confusion. Also the food was decent but not as hot as most of us would like.",25,41,view review
109,,Joshua J.,05/12/23,,,,5,"We came for our anniversary and this place was awesome! It's very small inside so make a reservation ahead of time! 
The coq au vin was devine, French onion soup was delicious and the beignets were the perfect ending to a lovely meal.",19,8,view review
110,,Jojeth D.,13/02/24,,,,5,We had a wonderful Valentine's date night at Peti Pois. They helped me surprise my fiancŽe with flowers I ordered and prepared it on our table before we arrive. All of the staff are easy to talk to and food never disappoints us. My fiancŽe loved the Lamb Pastilla and I enjoyed their hanger steak and Mussels. Peti pois is definitely a gem in Charlottesville.,3,,view review
111,,Cat O.,18/02/24,,,,5,"Every dish was absolutely delicious. Straight forward food but prepared really well and very flavorful without being over powering. Service was lovely, atmosphere was cute and romantic, will 100% be coming back!!",12,,view review
112,,Melanie B.,18/03/24,,,,4,The service and the food is good but I could'nt see any actual French food on the menu except the coq au vin...,1,,view review
113,,Kathleen B.,23/03/24,,,,5,"Lovely service, delicious first courses and entrees. Nice to have bread service. Cozy spot.",9,,view review
114,,Rob G.,25/05/24,,,,4,"Great food from this bistro. Our server, Molly was great and accommodating. They have some good risotto dishes on the lunch menu. Space inside the restaurant is a little tight so we sat outside. Outside was ok until the sun changed position and our party started to get hot. Next door restaurant was playing continuous Samba music, which through no fault of PP did dampen the ambience a little.",40,37,view review
115,,Jen S.,30/05/24,2,1,2,5,"We came here on a busy Wednesday for lunch and were greeted and seated outside right away. You can sit inside too but it was a gorgeous day out. Seats were comfortable and had umbrellas with shade and beautiful flowering plants of all sizes around the courtyard. Our server was fantastic and we ordered libations first and then our main sides. My trout was so tasty, I could have ate 3 more since the filet was really small. My parents had the crab cake and said it was amazing too. Bathrooms were clean and I can't wait to go back to try something new!",272,236,view review
116,,Laura K.,08/06/24,,,,5,"We walked into this adorable French boutique restaurant and met Brandon our waiter.  He was super friendly, accommodating and went above and beyond to make our first experience spectacular.  We started with custom mocktails that were fabulous, mine was a citrus ginger flair and my friends a lime mint sparkling experience. Then we wanted everything on the menu, but decided to get three things and split them. We had a lovely beet, goat cheese arugula salad with a lovely citrus vinaigrette.  The beets were perfect and the dressing was divine. Then we had split the house burger with Swiss and onions and the house rosemary fries which were delectable, crispy and seasoned to perfection.  He even split the plate so we could keep it neat and didn't have to replace ourselves.  Then we split the crab cake and it too was awesome.  The corn coulis was amazing the crab was really meaty crab with an excellent but light flavor and I saw a hint of mustard seed. We then saw the table next to us endulge in profiteroles, and had to split those as well.  Brandon and Lindsey were amazing and I would highly recommend for a casual dining experience outdoors in downtown Charlottesville.  The fountains and greenery outside was relaxing and I almost felt I was at a French bistro in a side street of Paris. I will be back again. (My pictures do not do the experience or food justice.)",14,114,view review
117,,Tom M.,09/09/24,,,,4,Wonderful lunch outside with great wine and fabulous food!  Highly recommend Petit Pois if you are ever in Charlottesville.,8,,view review
118,,Lillian F.,08/10/24,,,,5,"Petit Pois is one of our favorite restaurants in Charlottesville, We had a delicious meal, it was a beautiful afternoon, Molly was a delightful waitress",14,,view review
119,,Joel F.,01/01/25,,,,5,"We have lived in Charlottesville for 7 years.  While we have only eaten at Petit Pois 4 times, it was the first restaurant we at at when we came up to initially look for places to live and it was the most recent place we have dine out, last night for NYE.
It is small and cramped.  They can't do anything about that.  The service has always been top notch, warm, hospitable, engaging and friendly without being over the top.  While nothing we have ever eaten there has been memorable; that isn't a slight.  Everything has always been good and of the value that we have paid.  A place like this with its' price point need to make good food that is better than what I can do at home and better than a chain or corporate ""faux"" bistro.  Along with the good food and the exceptional service they always hit the mark.
Last night was the 2nd time we have come in for a New Years Eve meal.  We live within walking distance to the downtown mall and we aren't party animals so we typically don't make NYE reservations and just walk down to the strip and see if we can saddle up at a bar somewhere.  Last week my fiancee mentioned that this year she would like to make reservations and go out.  I searched everywhere in Charlottesville and the surrounding area and all reservations were booked up.  Bummer.  So, we decided to do our regular routine, put on decent clothes and walk and see if we could slide in somewhere----our first choice as Petit Pois.  We go there and talked to the host to see if there was anything possible available, knowing the probability was low and we were OK with that.  The host checked, talked to his folks, came out and showed us to a table.  Yes, it was small and it was cramped but THEY MADE IT HAPPEN FOR US.  Everything was what we expected.  The food was good, the service as great, and the price was reasonable, and we had a nice meal and got home in time to watch the ball drop.
Thanks Petit Pois.  We will see you next New Years.",15,246,view review
120,,Tiffany L.,02/01/25,,,,4,"A sweet, little French spot on the downtown mall (no parking lot; use street parking or one of the garages). They have a solid hanger steak with fries. A fun date place, especially if you're headed to a show at the Paramount right next door!",1365,139,view review
,,,,,,,,,,,
