,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
49,,Samantha H.,09/05/21,2,,2,5,"I was so lucky to snag a spot on Resy and experience this delightful meal. Our server informed us that the dishes were meant for sharing, so we were to order as a couple. He also gave great advice on drink choices, steering me towards the spring spritz, which was a delightful cocktail and, as he said, ""a lot of fun.""

The shaved salad received high praise online and I knew I had to have it. I love salads, and this didn't let me down. Peeled carrots and thin slices of apple and breadcrumbs(!!!) coming together with lightly dressed arugula was so texturally impressive, not to mention how well the flavors worked. I could eat the salad as a whole meal. The slivers of date brought such brightness. I kept trying to construct the ""perfect bite"" of salad with all the components, but every combination is its own treat.

I savored every bit of the tuna crudo. For me, the jalapeno was too much and overwhelmed my palate, so I only tried it with one piece. The citrusy sauce was so, so good, I was trying to sop up a good amount with every morsel of tuna. I want more.

Ramp is all the rage, so I chose the pappardelle dish over the xo carbonara which had also caught my eye. Again, a feat of flavors. Each noodle was perfectly coated in butter, and the pickled ramp were little bursts of joy. The oyster mushrooms were cooked to have nice deep flavor, and again, the textural variety was excellent, I loved the bits of walnut. 

This was a perfect early dinner meal, allowing enough time for an early evening stroll afterwards and maybe finding room for dessert. I would not come here if I was so, so hungry, because I had such good food that I wanted to be able to appreciate every bite.",210,24,view review
50,,Gina G.,30/05/21,1,,2,5,"This was my first sit-down dining experience in the COVID world and I couldn't be more pleased. My husband and I reserved outdoor seating. While the weather was cold and rainy, the outdoor heating lamps and the sweet little string lights made all the difference. The atmosphere felt welcoming and romantic. The food was delicious and exciting. One of the main reasons I picked this place was how fun the menu sounded. And the dishes we ordered didn't disappoint. The scallion pancake was our favorite bite of the evening. Service and staff were friendly and welcoming. Social distance among the tables outside was honored so even if I weren't vaccinated, I'd feel ok. It was, however, quite busy and crowded both indoors and outdoors. It was lively and exciting, exactly what I was looking for. Awesome experience, highly recommended.",109,153,view review
51,,Caroline E.,08/07/21,1,,2,5,"Eveything was absolutely amazing. Super fresh ingredients, well developed flavors, and great service. I enjoyed how they brought each dish out individually so you had time to enjoy, and all dishes came with large utensils for east sharing. Our server was also very helpful and the kitchen was very accommodating for my dairy free needs and prepared everything deliciously. 
The scallion pancake was probably my favorite dish of the night, it was light and almost crepe like abs had picked cucumbers and a delicious sauce on top  which were both unique and balanced. The snapper was amazing with perfectly crispy skin and had a very tasty tomato type sauce underneath. The strawberry fry pie was great as well, even though it was fried it didn't taste heavy at all and the strawberries were very fresh. 
Such a great meal, I highly recommend stopping by!",152,3,view review
52,,Courtni B.,10/07/21,,,,5,"OKAY!!! Traveling through Charlottesville for the weekend and stopped by here and Oakhart did not disappoint. Our server, Mandy was great, as was the other staff. Loved the 'social' aspect. 

We got the carrots, the sweet potatoes, and the pepperoni pizza. My only critique is that I wish the sweet potatoes had more of the whipped garlic 

Wish there was a restaurant like this closer to home, keep up the good work, Oakhart!!",41,12,view review
53,,Todd B.,14/08/21,1,1,,5,"On a weekend jaunt to Charlottesville, was reading up on restaurants that had a special something. We found ""it"" at Oakhart Social. Sharing plates was a great plus. Highlights were charred carrots which had candied walnuts and a sublime buttermilk dressing. Followed that with summer squash pizza and seared rockfish main course. Each dish was a tapestry of delights for the palate. I had the Mustang Sally Article One which nicely balanced the fish. 
How can those flavors be topped? Try the S'mores Bread Pudding - all of it heavenly. A top 5 of all time meal for sure!",71,2,view review
54,,Sandra P.,24/08/21,,,1,5,"I was excited to celebrate my husband's birthday dinner here. This place did not disappoint. We tried a little of everything on the menu. Our favorites were the cabbage & scallion pancake, fried chicken (the fish sauce vinaigrette is delish), and tuna crudo. Really wished this place was closer to where we lived because I would go every weekend.",186,27,view review
55,,Disha V.,18/09/21,,,1,1,Rude front desk staff. I couldn't make my same day reservation which their policy is call 24 hours head.d they charged me $100. Never going there again!! If you want To make money by cheating people more power to you!!,1,,view review
56,,Manny A.,14/10/21,1,,,5,Had a really great experience here! From the host being really patient with us even though we were late to the waiter and other stuff going out of their way to make sure we could get a vegan option for dessert. Thanks for the service and great food! We'll definitely be coming back!,6,9,view review
57,,Danielle S.,19/11/21,2,,2,5,"Really enjoyed Oakhart Social. We sat inside but they also had outdoor heaters under their tent. Very cozy feel inside. I wasn't expecting to be told it was a tapas style restaurant, honestly would have just ordered the pizza and loved it all the same! The pizza special was delicious and seasonal. The fried chicken was also really great. Portions are very big so I wouldn't go by the recommendation for about 2 items per person to order",121,70,view review
58,,Danniyal A.,11/12/21,,1,,5,"My wife and I booked a trip to Charlottesville for a bit of a mini-moon and popped into Oakhart Social for dinner the night we got in. From the moment we were seated to the moment we left the staff treated us like we mattered the world to them. The cocktails are delicious and well thought out, and the food was top notch (highly recommend the beets for an appetizer). Go here! You'll be delighted.",14,129,view review
59,,J E.,17/02/22,7,2,8,5,"Having seen and heard of Oakhart Social in the past, I knew this was something I wanted to try... so, I made reservations for a Wednesday evening for dinner. From the moment I walked in, thru dinner and until when I left, service was outstanding and very friendly and helpful! They do get quite busy, so be sure to make reservations!!

They have an interesting menu, loaded with some really nicely thought-out, well-executed smaller plates and entrées, all of which are quite large in size and shareable. They have a very nicely done cocktail list and their wine list is very good too.

The texture of their Little Gem salad was excellent and the flavors of the fresh greens and amazing, house-made dressing was incredible! Their fried chicken really isn't your typical ""fried chicken"" this one is much nicer and well thought out! For dessert, they have these smaller hand pies filled with pear which are awesome!

I really enjoyed this visit and will not only highly recommend coming here, I'll definitely be back myself!",2898,94,view review
60,,Arby A.,27/02/22,,,,5,"What a wonderful place. My fiancee and I come here for special occasions. In December 2020, we cam here for our anniversary and yesterday for her birthday. Both times, we were wow'd by the service, attention to details, and the delicious food. The set-up catalyzes great conversations, the idea of sharing food (tappas like but with larger plates) makes this experience much more fun. We will surely miss this place when we leave Charlottesville!

Thank you for making our special occasions that much more special!",3,,view review
61,,Allen P.,05/03/22,1,,,4,Cocktails were wonderful. The menu was interesting and most of the dishes were pretty good. They have something for everyone's palette. Service was on point despite the fact that they were very busy. We had a large group and they had no issue keeping up with us. Note that they do NOT split checks so if you're going with a group be aware.,221,97,view review
62,,M B.,20/03/22,1,1,1,1,"Hostess, rude as always it appears. 
We sat outside in the wind and cold because the hostess said, ""we have no other tables."" While a table in the middle of the restaurant sat empty for the entire time we were there.
Too much Mayo flavor on the scallion pancake
Pizzas were all great. Waitress was friendly and helpful.",8,,view review
63,,Brittain M.,10/04/22,,,2,5,"I have no idea why I haven't reviewed this place already. This is one of our go-tos in Charlottesville. We order the small plates most of the time. The carrots, scallion pancake, and fried chicken are our favorites. For some reason we always have an issue with the them forgetting to bring out the fried chicken or it getting delayed at the end of the meal. This doesn't diminish our love for this place though. They also have an excellent cocktail program with a good mix of sweet and less sweet drinks. One day I'll try their pizza...looks delicious.",87,39,view review
64,,Zachary S.,08/05/22,2,,3,5,"In my opinion, this is the best restaurant in cville and there is only a single close competitor.  Their fried flounder special is insanely delicious and always well prepared.  I would say they are hands down the best pizza in town.  Service is always incredible and top notch, and they always have an interesting cocktail selection.  Katie is always the waitress who serves us and she always remembers our orders and is never too busy to actually go back to the kitchen to clarify on a menu items ingredients or preperation.  Simply the best place and the fact it is always completely booked just proves my point.",19,22,view review
65,,Nicole K.,31/05/22,,,,5,"great place for dinner, definitely on the pricier side for college students but worth it for a nice outing. the beets were amazing, scallop crudo was okay, and the flank steak was wonderful. the s'mores bread pudding dessert was phenomenal. will be returning",3,8,view review
66,,Amy S.,12/06/22,1,1,1,5,"We had a wonderful meal and experience at Oakhart Social on our recent visit to Charlottesville.  Our server Vera was probably the highlight of our experience but the fried chicken and ricotta toast was a close second.  The approach to the menu is farm fresh and shareable and the atmosphere is casual but gourmet. Vera was so kind and excited that we were visiting her home town that she sent us off with a list of recommendations for dining, drinks, and shopping. Southern hospitality at its finest!  We look forward to a return visit the next time we are in town.",113,1,view review
67,,Sarah D.,23/07/22,,,,5,"So much yes. Service was slow but worth every moment, be patient I promise it's worth it. For appetizers, Peach & Shishito Toast was amazing, perfect peaches and the ricotta balanced the sweet and the pickled onions. The wood fired oysters were perfectly cooked with a light seasoning and perfect amount of toasted panko. Hanger steak with chimichurri was perfectly cooked, with a light aioli that paired perfectly with the potatoes. Sausage pizza was amazing, good crunch to the crust and the sausage as fresh and tasty. Didn't even have time to take pictures we pounced on it so quickly. Finished it all off and while we are full, it's a happy full due to fresh tasty food as opposed to heavy. Can't wait to come back and it's a 3 hour round trip.",53,30,view review
68,,Brandon B.,25/07/22,,,,4,"Pretty good overall, not great, except for the Fried Chicken. The Fried Chicken is the bomb. 

The pretty good's are the scallion pancake (the size of a dinner plate, and while tasty, is too large to do anything with except pick at), the oysters (good, but topped with a flavorless citrusy green sauce and toasted panko), and the key lime pie dessert. 

Cocktails were great. 

My recommendation is to get the fried chicken, have a few cocktails, and enjoy yourself. Skip everything else.",220,10,view review
69,,Jon W.,28/08/22,,,1,5,"Always a fun evening. I'm a big fan of their food. Always save room for the s'more bread pudding; always get a cocktail. Their entrees are all fantastic. The menu seems to change, so it would be a waste to recommend any in particular. Their meat dishes are always great; vegetarian options are great too.",93,74,view review
70,,Jill V.,31/08/22,,,2,5,"Beautiful venue with AMAZING cocktails!! They are extremely balanced and as a fellow bartender of 20 years from Vegas, that's a skill many can't accomplish. Thanks for a beautiful evening!!",102,661,view review
71,,Rob D.,13/09/22,,,,5,"Great service, great drinks, and really great food. We had the fried chicken and the rockfish. Wish we had room to eat more.",1,,view review
72,,Jeff K.,16/10/22,,,,5,"Great food. Been here a couple
Of times and not disappointed. It's small plates. Beets, sweet potatoes, charred carrots, were all excellent.  Squash pizza not as good. Hanger Steak is my fave. Cocktails are crafty and delicious. Good atmosphere. Great place.",4,,view review
73,,Nachadel L.,30/10/22,,,,5,"I ordered the special pizza, seared trout, hanger steak, and wood fried oysters. All were 10/10 and I truly mean that but the steak was especially delicious. I can indeed say it was the best steak I've ever had in Charlottesville. The service was nice, good music was playing at a good volume, and the atmosphere was perfect for dinner. Highly recommend this place!",21,,view review
74,,Lauren M.,07/11/22,1,,,5,Forever favorite. Amazing combination of flavors and textures. Great bar to hang out. Always feel comfortable going by myself to get a drink. Also my favorite place to introduce new folks to.,14,,view review
75,,Ben C.,12/11/22,,,1,5,"We hosted our rehearsal dinner at Oakhart Social the Friday night before our wedding. Ben Clore was incredibly helpful as we planned the event and selected the menu. He went above and beyond to make sure all our questions were answered and that we had access to the space in advance to help in our planning process. Ben and rest of the staff at Oakhart made our night so special. The setting was perfect, the timing of events was seamless and the food was absolutely incredible. Many of our guests still talk about how delicious everything was. Thanks so much to Oakhart and we look forward to coming back soon!",2,134,view review
76,,Julia M.,17/12/22,,,,4,"Given Oakhart Social's close proximity to UVA, I was pleasantly surprised by how the ambiance departed from the typical college town vibes. It evokes a city-like, hip atmosphere with quite some creative combination of flavors. To sample what the menu had to offer, we got a variety of dishes and shared together. 

Starting with the peach & shishito toast, we wished the toast was a bit crunchier to support the toppings. The pickled onions had a subdued flavor, which is something I prefer as it would overwhelm the milder sweetness of the peach. Although there was nothing glaringly wrong with this dish, it was the charred carrots appetizer that truly won us over. The crunchiness of the pecans paired nicely with the tenderness of the carrots. If carrots were to be overdone, the texture would be too soft. Yet this dish maintained the proper bite of a carrot while being tender. 

The fried chicken was a pleasant new rendition of a seemingly simplistic dish.  Containing a bit of Southeast Asian influence, the batter was crispy and maintained juiciness while the garnishes were an assortment of basil, mint, and cilantro. The lightness and freshness of the herbs provided a contrast to the fried chicken yet balanced in a remarkably appealing way. And while fish sauce is typically sharp and seemingly out of place with fried chicken, this rendition complemented surprisingly well. 

The trout was crispy and while the flavor profile wasn't awful, it lacked the spunk and impression that the other dishes provided. 

The desserts on the other hand fell flat and would recommend going somewhere else instead.",76,12,view review
77,,Krista R.,28/01/23,,,2,5,"First of all I can't believe I found this place so late into my stay here in Charlottesville. Highly suggest reservations because this place was packed for a Friday night. They have an outdoor tent that's heated and it looked like blankets at the table. But the tent was def warmer than inside which is where we sat. I feel like this place is a hidden gem and hardly gets suggested when asking people of good places to eat. I'm throwing Oakhart into my top 3 suggestions. We ordered several dishes and drinks. The espresso martini was prob one of the best I've found here in Cville. The hibiscus Margarita also very tasty. As for food.... We started with the shaved salad which was amazing, however it seemed over salted not sure if it was added, or the garlic parm dressing or what. It was a great mix in flavors, nice hint apples and dates. Next was the ricotta toast which was probably my favorite dish. I've been obsessing over pepper jelly lately and that was the perfect ingredient to add to this toast. The flavors balanced out so well with the ham, the jelly, the cheese, and the pear. 10/10 recommend that fish. We had the wood fire oysters which I didn't think anything special about them but my bfs absolutely loved them. Our main entree dishes I had ordered the grilled pork steak which was a perfect mix with sweet, spicy and nutty. The pineapple with the steak, and the jalapeños just OMG mouth watering good. The five cheese pizza was nothing special, my bf ordered which advised against, which we would have gotten the sausage pizza instead. Lastly we ordered dessert. The s'more bread pudding was mind blowing. I could have ordered like 4 more of those. The service was absolutely amazing, spot on with delivery of each dish one by one without long waits in between. They cleared dishes rather quickly too which I like when places do that. I def am coming back here sooner than later. 10/10 highly recommend. Great date night, the vibe was great, service impeccable!!!",247,352,view review
78,,John B.,29/01/23,,,,5,"First time to Charlottesville, a great find. Looked for a pet friendly restaurant and this one popped up. Assumed it would be burgers and brews it was so much more. Great staff,  super friendly. Diverse menu, everything was excellent.",26,,view review
79,,Brooke N.,03/02/23,,,,5,Obsessed. It's a little pricey or else I'd be here all the time. The service is fantastic and the carrots dish was one of the best things I've EVER eaten. We got about 5 plates and loved everything we had!,17,1,view review
80,,Kellie B.,20/02/23,,,1,5,"My boyfriend and I were lucky enough to get 2 seats at the bar because there was a no-show. Note: make reservations for a Saturday night. It was right by the door so it was cold when people came in. The bartender was quite busy so I recommend getting a table. 

We had the shaved salad, charred carrots and thai fried chicken. The salad was unique and not too sweet with a nice balance of flavors. The charred carrots were good but the sauce and sweet/peppery pecans are what made the dish so delicious. The fried chicken had a light and non-greasy breading which complimented the chicken. Highly recommend the food!",32,1,view review
81,,Emily B.,21/02/23,3,1,4,5,"Oakhart is seriously one of my favorite places to have a reasonable fancy dinner in Charlottesville. I usually cite it as my favorite spot to eat here. I love all their salads and pizzas. The menu is always amazing and i've never had something here that U didn't like. Their cocktails are also great and I absolutely love the inside with the decor, bar, and wine selection. The hosts are always very nice as well and the inside setup is great. Their portion sizes can vary and some plates are real small so be sure to ask your servers the sizes of dishes if you're concerned. Enjoy!",246,109,view review
82,,Ashley C.,26/02/23,,,2,5,"The restaurant is super cute, our serve Diana was great and the food was delicious! My group got the smash burger, hanger steak, and fired chicken and everyone commented it's the best dinner they have had in awhile!",145,4,view review
83,,Catherine X.,02/03/23,1,2,1,5,"My friends and I had a ball at Oakhart. We sat inside but there's also plenty of outside seating. Its cute interior resembles that of an old car shop(but sexier), which made it feel intimate without being too serious. This place is great for any occasion, including spilling scandalous secrets with your girlfriends or going on a first date with that guy you met from Hinge(and if that doesn't go well, at least the ABC store is right across the street). 


 Of course the food was absolutely exquisite. We started with the charred carrots, which were nicely topped off with some micro greens, sprouts to be exact(8/10). Then, we got the Hanger Steak(100/10), decorated with fingerling potatoes and chimichurri on both sides. The steak was tender and the potatoes were crispy on the outside, soft on the inside. Also, the dish came with this gochujang aeoli that I was practically scraping off with my fork even after I finished the food. For our last dish, we got the sausage pizza(9/10). The tomato sauce was so rich and paired well with the thin crust. With room for desserts, we got the Pear Fry Pie(8.5/10) and S'mores Bread Pudding(9/10), which were also great.

Definitely will come back here to try the rest of the food!",38,26,view review
84,,Andrew D.,16/03/23,,,,5,"What a find! To be honest, we attempted to go to the Public Fish and Oyster House, but no room in the inn! That's ok, they recommended Oakhart and yes!! Great spot! We sat at bar. Met some cool people and had great convo. Sausage Pizza and Fried Chicken for the win!! Excellent bourbon selection too! Can't wait to go back!!",147,11,view review
85,,Scott B.,17/03/23,1,,1,5,"This is a super-high energy atmosphere.  Loud music. Hipster vibe on Arnold-level steroids. But it all works! This is not hyperbole. I've been on this earth for 50 years and this was the best cheeseburger I've ever had. Period. My dining partner had a simple pizza and - no joke - had the same reaction. Whatever they're doing in the kitchen, keep it up!",16,,view review
86,,Ryan K.,02/04/23,,,,5,"Tasty American food! The design of the restaurant is minimalist with the feeling of eating in a garage. The chairs are even a bit uncomfortable for sitting. We split the flounder, cabbage and scallion pancake, and oysters. The style of Oakheart social is to serve the food when it's ready, so everything we ate was piping hot. The oysters were well-flavored, and we were sad that there were only 4.  The pancake was scrumptious with a delectable balance of flavors. The flounder was as tasty as it gets and the sauce was a beautiful accompaniment. Overall, I would recommend Oakheart Social, and I will likely be back.",674,21,view review
87,,Michael L.,09/04/23,,,,5,"Come to Oakhart Social if you want to reward your taste buds! Each dish comes with a distinct, flavorful bite.

The highlight for us was the fried flounder special which came highly recommended by our waitress (I believe there was tumeric, garam masala, and other herbs, covered with coriander). We felt little shame in cleaning out the dish down to the bone (I wish we had done a before and after, but here's a picture to show how much we enjoyed it!).",1,246,view review
88,,Monica J.,15/04/23,,,,3,"Excellent food but it is painfully loud. Unable to
Hold much of a conversation and could barely hear the waitress. I have heard outdoor seating is better.",60,58,view review
89,,Catherine M.,06/05/23,,,,5,Delicious and perfect for foodies.  Sorry I didn't discover sooner!,4,,view review
90,,Anne S.,21/05/23,1,,1,5,"It's been a while since I was there but whenever I think about our visit, I can't wait to go back.

We sat at the bar and enjoyed great conversation with the bartender.  He was a help in selecting out dishes and as an added benefit, the chef was also in the area and gave more good advice!

Our first item was the cabbage and scallion pancake.  Bartender recommended, 100% delicious.

Next was the chef recommendation, the whole fish of the day, Thai style flavors and again, wonderful.

Nice craft beer selection, craft cocktails and wine list.  

People say that Oakhart has the best pizza in town.  Maybe on another visit",395,18,view review
91,,Mary L.,29/05/23,,,,3,"Very much on the expensive side, and in my opinion not worth it. We went here for a birthday and while the server was very nice, the way everything was explained to us was very confusing. Given how few items there are on the menu, the types (personal size pizza, burger etc) and portion sizes, it did not work very well as a family style meal. 
Everything was fine, me and my boyfriend shared the beef tartar (we have had better for cheaper). We took bites of the fried chicken (it had a weird after taste) and the pizza (it was ok, not worth the price). 
The vibe was really chill and the outdoor setting was lovely but I don't think we will be back anytime soon.",17,2,view review
92,,K W.,06/06/23,1,,1,5,"An incredible dining experience.  Server was fantastic and her recommendations were spot on.  Had the wood fired oysters and the charred carrot apps.  They were both incredible.  Grilled pork steak and seared snapper were two of the best entrees I've had.  Would order both again and again.  The special cocktail - vodka, lemon juice, ginger liqueur, blueberry thyme was so good. Definitely will return!",9,,view review
93,,Rocia G.,13/06/23,,,,5,Had amazing food when I went here! Hoping to go back soon. Service was great and there was a good variety on the menu.,12,,view review
94,,Christina P.,14/06/23,,,,5,"Delicious and very friendly , comfortable atmosphere. I love enjoying dinner here with my daughter!!",14,46,view review
95,,John K.,08/07/23,,,,5,"First, the service people were super friendly and considerate. Second, the food was consistently delicious. I also very much enjoyed my cocktail, which was well balanced and creative.",157,,view review
96,,Kevin M.,05/08/23,,,,5,"Probably my favorite restaurant in the Ville. Best pizzas, the whole crispy fish is on another level and the drinks are top notch. Great for dining out as a couple or with friends. Leave the kids at home sometimes it's too loud.",6,,view review
97,,Caryn K.,13/08/23,,,,5,"We came here as a large group and this was the perfect place for dinner! We ordered family style and had plenty to go around. We were a group of 7, so anything that we all wanted, we ordered two of. My favorite items were: shrimp, roasted carrots, and pizza. They had a variety of options for food, plenty of seating and the service was on point. The drink orders arrived in a timely manner and since we ordered family style, our food rolled out gradually, so that the table was not overwhelmed with plates all at one time. The drinks were also well crafted and reasonably priced.",173,127,view review
98,,Jill W.,26/08/23,,,,5,The most amazing dinner I've had in a very long time  The appetizers (Burrata Special with Figs and Cabbage & Scallion Pancake) were awesome and the Hanger Steak was like butter!! Definitely 10/10!!,1,,view review
99,,Amanda E.,16/09/23,1,,,5,"Arrived at 6:25 on a Friday evening with a party of 3. Waited about an hour until seats opened at the bar. The host was helpful with securing the bar seats. The bartender was friendly and was thorough at describing the cocktails and entrees. I got the cheese pizza and it was soooo good, highly recommend. My friend got the burger and really enjoyed it. Another friend got the sweet potatoes and enjoyed it as well. We ordered the s'mores bread pudding and it was delicious, as expected. Overall it was an excellent experience!",392,287,view review
100,,Divya A.,17/09/23,,,,5,"What a vibe! We went without a reservation do got an indoor table. Would have loved outdoor seating definitely, so highly recommend reserving that. Ordered the 5 cheese pizza: light bread, creamy and delicious! 5stars. And the snapper dish was as tasty as it was visually stunning. Very well cooked fish with a crisp to it. I can't wait to return.",75,12,view review
101,,Iman T.,25/09/23,,,,4,"Had a couple of good drinks, very unique and the food was excellent. The place was busy so we sat at the bar, but had excellent service.",81,,view review
102,,John M.,27/09/23,,,,5,"Amazing spot for shareables! Highly recommend this spot to anyone in the Charlottesville area. Everything is amazing, but you MUST try their burger; one of the best I've ever had easily.",2,1,view review
103,,Maya M.,29/09/23,1,1,1,1,"Worst experience ever!  Will not go back.  The manager and server were condescending and duped us into ordering drinks, did not mention an up charge and never did anything to resolve the situation.  They spoke down to us and treated my children poorly.",4,,view review
104,,Thara T.,01/10/23,1,1,1,1,"The manager with the big glasses lacks any sort of customer service. They messed up our order, upcharged us without disclosing, and then would not fix the bill. On top of that, she was condescending to my family. Unfortunately we will not be going back.",3,,view review
105,,EmmaLeigh H.,03/10/23,,,,5,"Great drinks. Great food. Chill and quaint vibes. Shared plate style dinner. Some staples but always a few interesting new items or special. Can't go wrong with anything on the menu but my faves are beets, tuna crudo, and fig Manhattan.",18,,view review
106,,Justin N.,18/10/23,,,,5,"An update for Oakhart is long overdue. It's one of my favorite restaurants in Charlottesville. I love the elevated-casual ambiance here. The indoor and outdoor spaces are nice. It's great for a date or girls night. I've tried most of the dishes here and they're amazing. The cocktails are great too. On my most recent visit with friends, I tried the espresso martini. It was good and I thought it tasted like La Colombe Vanilla Latte mixed with vodka.

My favorites dishes here are the Hanger Steak, Charred Carrots, and most recently the Roasted Broccoli. The hanger steak here is my favorite hanger steak ever. I'm glad they brought it back on my visits this past year. The charred carrots and roasted broccoli are my favorite carrots and broccoli that I've ever had. They are consistently prepared well and cooked to perfection. These dishes are must orders when I visit. The fish sauce caramel, garlic aioli, and sesame crumble for texture on the broccoli are divine.

The only dishes I haven't liked in my time coming here are the Tuna Crudo and Cabbage Scallion Pancakes. The cuts of tuna when I ordered it were just not great, and both dishes are not worth the price. With that said, I love all the other dishes here and I appreciate that a lot of thought is put into creating them.",372,109,view review
107,,Brad S.,26/10/23,,,,5,"We stumbled onto this restaurant and loved it. The menu was intriguing and different from anything else available in Charlottesville. The place was packed on a Wednesday night and we were lucky to get seats at the bar (better service). My wife and I always order plates to share, and the servings here were just the right size for that. The shaved salad with fennel, carrots, apples, and dates was extremely tasty. The beet salad with oranges and yogurt and something crunchy was delicious. The seared trout was tender and sweet, and accompanied by small potatoes in something like a cilantro-honey sauce. All of the dishes featured a variety of flavors and spices. They had a variety of craft beers, but my only complaint is that they were served in cans, not on draft. We highly recommend this place, and it deserves a much better rating than 4.3. Don't be put off by the negative reviews, they were mostly written by entitled people who think they deserved more attention. Maybe they did, but our service (from the bartender) was great. And even though the place was full, we didn't have to wait too long for any of the dishes.  Ratings on a scale of 1 (poor) to 5 (Excellent):  Food quality 5; Drinks 4; Service 5; Cleanliness 5; Ambience 5; Value 5;  Overall rating 5 stars!",15,,view review
108,,Katherine A.,28/10/23,,,,5,"Just dined at Oakhart Social. For 3 women, I ordered the beets, the carrots, the shaved salad, the hanger steak, the bacon pizza and the s'mores bread pudding. Every single item was delicious and perfect. For drinks I highly recommend ""A Star is Born."" This restaurant never fails to exceed expectations. Furthermore, the hostess chased us down on the sidewalk with the box of leftovers we forgot to take with us. Talk about service! We hope to be back soon.",6,5,view review
109,,Victoria B.,10/11/23,1,,1,4,"This is a fun little place. The server encouraged us to order to share, so we kept that in mind, and I'm glad because I would have missed out otherwise. The carrots and broccoli were meh to me (somewhat over- and undercooked, respectively), and I didn't love the tuna. The cocktails were solid, but the easy winner for everyone was the pizza. So well done and perfect flavors. Price wise, I think it was a little high for what we got (entrée prices for tapa sizes) but it was a satisfying meal overall.",386,228,view review
110,,Jorge I.,03/02/24,2,,2,4,"Great spot! The patio is a nice addition to their indoor dining but it was chilly in there. Food is absolutely incredible, but quite expensive for ""sharing"" or tapas style. Service was fast and she explained everything. I recommend the place but you'll definitely spend atleast $80 per person if you want to feel decently ""full""",114,27,view review
111,,Jordan C.,17/02/24,,,,5,"My mother and I stopped in Charlottesville for a dinner at Oakhart Social on the way back from Virginia Beach trip. We arrived around 5:45-6pm on a Friday evening, without a reservation, and were told that there would be a wait, as it was starting to get busy. I would recommend a reservation because we waited about 30 minutes for an opening at the bar. The service was good, not great, but the staff were very friendly! The ambiance was rustic and the interior had an inviting feel about it. 

Their food is meant to be shared amongst the table and is portioned accordingly. We started with the shaved salad and beets. They were both unique dishes with nice combinations of flavors. The shaved salad had arugula, fennel, carrots, watermelon radish, fuji apples, medjool dates, crumb, and a garlic parmesan dressing. The shaved veggies were super crisp, the apples and dates added a slight sweetness, the crumbs gave it some texture, and the parmesan dressing tied all the flavors together. Overall it was a really unique, tasty slaw-like salad, would recommend! The beet dish included oranges, yogurt, pistachio, and tarragon. The beets were complimented by the oranges and the yogurt sauce gave it some tang. Next out pizzas arrived, and boy were they something! We tried the mushroom pizza first and were BLOWN away with it! The mushroom pizza has oyster and shiitake mushrooms, house-made ricotta, red sauce, and pistachio pesto. The pistachio pesto had immense flavor and paired magically with the creamy ricotta cheese. Next was the bacon pizza which had potato cream, bacon, kale, red onion, and lemon zest. This was definitely a different pizza, never had pizza with potato cream before. The potato cream had a richness to it, complimented by the smokiness of the bacon, and the slight citrus of the lemon. Overall both our pizzas were stellar and they weren't too heavy. We both agreed the  mushroom pizza was our favorite though. We ended the night with their s'mores bread pudding and certainly didn't regret it! We loved various elements of this dessert including the torched marshmallows and puppy chow. The bread pudding was a nice size and was warm when it arrived. 

All in all, we had a lovely experience here at Oakhart Social. The food was full of bold flavors, made with fresh, high quality ingredients. The service was decent, but could have been a little better. My mom ordered a coffee, which they forgot, so they took a drink off our bill. Everything we ordered we thoroughly enjoyed. The salad and beets were great starters and the pizzas were exceptional! Would recommend and will be retuning next time we are in Charlottesville.",116,6,view review
112,,Drew M.,23/02/24,,,,5,"A go-to recommendation for larger parties (6-8), vegetarians, or parties with a variety of tastes and preferences. You'll get high-minded flavors in a relatively casual setting with excellent service. Oakhart has some of the best vegetable dishes in the city (beets or charred carrots), while also offering excellent pizzas. The cocktails are creative and affordable ($13). Consistently a five star experience.",4,1,view review
113,,Anne L.,11/05/24,,,,2,Not the best of meals... hair in our food.  Weird Chicken dinner.  Side dishes didn't wow us either.,51,3,view review
114,,Jojo Y.,19/05/24,,,,4,Just decent dining experience. Didn't feel surprised or stunned especially by anything. Maybe the expectation was too high. The shaved salad is really special and tasty.,13,,view review
115,,Jeff W.,25/05/24,,,,5,"So creative, so delicious, so exceptionally done on every level. We sat at the bar and shared small plates. It was a challenge to limit ourselves to just a few - so many good options. Bartender made great recommendations and great drinks. We could go back every night. Highly recommend.",177,180,view review
116,,Elle P.,04/08/24,,,,4,"We really enjoyed our dinner here due to the eclectic and interesting dishes and pairings. A number of vegetarian dishes were creative and flavorful: charred broccoli, crispy potatoes and Korean pancakes. The grilled pork steak, steak and fried flounder (huge) were also flavorful and tasty. Fun and creative spot!",28,,view review
117,,Lil C.,01/09/24,,,,5,Everything was wonderful but the fried chicken and the salad were off the charts delicious. We will definitely be back! And they made a special ginger margarita with salt that was heavenly.,17,8,view review
