,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
80,,Carrie S.,20/01/22,,,,5,"This is a great place for some delicious chips and salsa, and it's in a location right off of Route 29.  There is plenty of parking, which is always a plus!  It's a great spot to hang out with friends and have a delicious meal.  I love their salsa.  They also have several sauces that come with their tacos including a salsa verde with a mild amount of heat, and a salsa roja that is spicier and has more of a kick to it.  There are both tables and booths in the restaurant, and the staff are friendly!",116,160,view review
81,,Chris N.,21/09/22,,,,5,"Fantastic food and friendly people. I recently moved, otherwise I'd still be coming in all the time. Thank you.",45,,view review
82,,Kimberly C.,30/09/22,,,,5,"Food was wonderful and traditional. Husband ordered taco salad, me a salsa verde burrito. Their guacamole is Devine and it's the only guacamole I've ever liked! Not sure what's different than others I've eaten before, yet this one I really liked with the first taste. The pork in my burrito was tender and not over seasoned so the pork flavor shined through. We like simple, good food when we choose a Mexican restaurant. And this fits the bill beautifully! The wait and front of house staff were the kind of service you want, attentive, yet not overbearing and quick to respond graciously. (Other wait staff at other restaurants can sometimes make you feel that you've inconvenienced them in some)-not the case here. They were all awesome. Can't say enough about their food and service, yet of you're in this part of cville, they're worth the stop!",1,,view review
83,,Emma E.,29/10/22,,,,2,"Im updating my review now bc I'm surprised with how much I feel like my opinion has changed since last year. The takeout prices are pretty steep now ($17 for a chicken burrito with rice and beans???) and the portions are way smaller than they used to be. I got maybe 2 spoonfuls each of rice and beans and a ""burrito"" that was literally just bland grilled chicken inside a flour tortilla covered in queso. Seriously? For how much they're charging now I'm disappointed and feel like they're falling off. Not impressed. There was no one at the desk to help when I came in either. My chips came without any salsa. They may just be a good spot to get a cheap margarita if you're a student now. At least their patio is pretty nice. I'd just rather go grab food from El Amanecer, at least I won't leave hungry.",249,18,view review
84,,Lauren M.,07/11/22,1,,,5,"Always love the Guad. The one in Fry's Springs is close to your house. Appreciate the quick service, good food, and patio seating for our dog and our crazy kids.",14,,view review
85,,Derek L.,16/11/22,,,,3,"One word: underwhelming. I ordered the shrimp tacos and when I got it, the flavor just wasn't there. It was just lettuce, some kind of mayo sauce, and shrimp. They had a spicy sauce that came with it but the taco still just tasted underwhelming. I will say the portions of shrimp was a bit more than I expected. Redeeming quality however is the complimentary salsa and chips. The tortilla chips were solid.",30,,view review
86,,Julie W.,03/12/22,,,,5,"Great food! Very tasty and solid helping of well prepared Mexican dishes!  My husband and I are from Texas and Colorado and we appreciate the fantastic atmosphere and kind service, as well as the delicious food! We will make this a regular favorite!",14,,view review
87,,Jesse B.,13/07/23,,,,1,"It says a lot about a restaurant that displays hours until 10 pm, tells you over the phone that they are open until 9:30 pm and turns off the open sign and locks the door when you pull into the parking lot at 9:26 pm with your two starving kids after their 3.5 hr swim meet. Thank god their Market st restaurant is so much more accommodating!!",6,,view review
88,,Derrek C.,21/09/23,,,,1,"Poor service!!! Zero stars here. Tonight will our last night place an order at this location. We understand everyone has bad days. However, when it happens on more than one occasion it's a issue.",1,12,view review
89,,Valnessa H.,07/01/24,,,,1,"I went to the  pantops location today for a birthday lunch the bill was 100.00 roughly i was able to get from the restaurant to the lights at pantops(3mins flat) I call the restaurant to let them know ""hey I've left my whole lunch which I only had two bites out of on my table and they said we trashed it already ?! REALLY I could have still been in the parking lot BUT you've trashed my food?! I JUST WANNA SAY THANK YOU TO THE YOUNG MANAGER THAT COULD HAVE GAVE A FUCK LESS ABOUT MY FOOD BEING TOSSED",5,9,view review
90,,Kaitlyn B.,08/01/24,,,,1,"They forgot two drinks in my takeout and when I called the woman proceeded to say something I didn't understand, to which I responded with ""I'm sorry I don't understand"", her response was to hang up. Coming from someone who works at a restaurant, this Guadalajara shows poor service and lack of attention to detail.",3,,view review
91,,Lindsey B.,11/01/24,,,,2,"Service is fine. Atmosphere is fine. Food is terrible. The ""to go"" cheese dips are the same price at ""dine in"" itty bitty teeny weenie. It is ridiculous. Got chickens with pretty much no cheese on them and chicken quesadilla is dry. I will not be going back.",3,33,view review
92,,Blake L.,17/03/24,,,,4,Great patio and great service in a fun little neighborhood. I highly recommend the suaquesos.,1,,view review
93,,Justin C.,25/03/24,,,,1,"20 dollars for 3 mediocre tacos????? In what world is that okay, over expensive mexican food that lacks authenticity, ps the beans were super wet and runny",3,31,view review
94,,Frank S.,20/05/24,,,,4,"This is a review for the FONTAINE AVE location only!

Ok, the food is fine. But honestly, there aren't a whole lot of better options in Charlottesville. But the service is very good, unlike a couple of the other locations (AHEM, PANTOPS and Greenbrier to a much lesser extent).

I go here all the time. I know what I'm getting and I'm cool with that. PANTOPS, on the other hand, I will NEVER EVER EVER VISIT AGAIN...and neither should you!!! See my review that I will be leaving shortly under that location.",5,,view review
95,,P D.,11/10/24,,,,5,"Excellent fish tacos, not overly breaded and very flavorful. Sauces and salsa are scratch made. Ole.",44,,view review
96,,Kyle H.,13/11/24,,,,2,"The food was terrible.  I ordered carnita tacos and a chile rellano.  Chile came out cold, very little breading and drowning in what I can only explain as Campbell tomato soup concentrate.  The tacos tasted cheap and the pork was cold.

Margarita was ok, but not good enough for me to ever go back.  When I say it was the worst Mexican food I've ever had, to put it into context, this is the first and probably only Yelp review I've done.  It was THAT bad.",1,,view review
97,,Kristin R.,26/01/25,,,,2,"My family has been going to Guadalajara at the Greenbrier location for over 20 years, but unfortunately, the quality and service have significantly declined over the last 5+ years.

On a recent visit with a friend, our menus had food on them--it was really disgusting. When we informed our server and asked for new menus, he responded, ""I only work on the weekends,"" and he didn't bring us clean menus. We had to ask someone else for help. The floors are another issue--not only sticky but also slippery like they haven't been properly cleaned in a while.

Overall, it's the service that has been so terrible. Waiting forever to place an order, to receive the bill, and even just to get basic attention from staff has become the norm. Yesterday, when I arrived to pick up a takeout order, two staff members walked right by me without making eye contact or asking if I needed assistance.

While I've started going to the Pantops location for dining in because it's much cleaner and the service is better, I've continued getting takeout from Greenbrier since it's just two minutes from my home. Sadly, even that has been disappointing.",5,21,view review
98,,Benjamin P.,26/01/25,,,,1,"I've been a Guadalajara customer for 8 years. It was the first restaurant that I ordered from when I moved to Charlottesville. I called to place a to go order and I spoke to someone (a male.) He took my order but the interaction I had with him over the phone did not fill me with any confidence that the order would correctly executed. (All I ordered was a taco salad with beef and no sour cream.) After about 15 minutes I arrived at the restaurant to pick up my order. I told the boy at the front what I ordered and I came to find out, from him, that not only was my order incorrect but that the order had not been placed at all! The boy up front even had the nerve to ask me if I'd called the right store. I only have one Guadalajara phone number saved in my phone and I only order from one store in the area (Greenbrier location.) All I could do was take a deep breath, turn around  and leave. Customer service in that location has been, in my opinion, on the decline for quite some time now. I'm done. I will no longer be a Guadalajara customer.",1,5,view review
,,,,,,,,,,,
