,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
53,,Ralph D.,16/08/23,,,,4,Nice!!   Excellent grub for seafood.  The service was knowledgeable and well paced.  A little cramped but seemed to fit with the place.  I had a half dozen oysters out of their selection.  Tasty but a bit undersized.  Had the green curry mussels for an entree and they were delicious..  Recommended by the server.  My partner had scallops and the were also delicious.  My only issue was with drink service.  I ordered a whiskey sour (Makers) and it was served in a champagne glass with no ice?  Weird..  I've only been drinking these for 50 years but that was a first for me,57,1,view review
54,,Cindy S.,27/08/23,,,,5,"Amazing food and service!! The bartender really gave the place a great vibe. Very small but we sat at the bar. We had raw oysters, pasta, and shared a steak. It was really tasty. Definitely check this place out if you can.",6,,view review
55,,Jac B.,07/09/23,,,,4,"Food was just alright but the atmosphere was nice, good service and $2 oyster happy hour.",107,4,view review
56,,CW L.,16/09/23,,,,4,"As a person who cannot eat raw oysters, I came here again for the herb garlic oysters. They are still 5 star in my mind. The steak, however, is too dry for me to even finish. The fried oyster... The flour (or whatever it is) covering the oyster is way too thick, which kills the texture and the flavor of the meat.",1,,view review
57,,Linda D.,02/10/23,,,,5,"This place has fabulous seafood. Many choices of fresh oysters and crab cakes are spot on. Tim the oyster shucker is so friendly and great respectful customer service along with Dan the bar tender. Only draw back is Happy Hour starts at 4:00 and only at bar seating, so if you stand in line when they unlock the doors at 4:00 you might get lucky as there is only 8 chairs.",113,56,view review
58,,Stephanie B.,17/10/23,1,,1,5,"I love Public Fish! My partner and I dine here most days after a hike in SNP. We usually arrive during happy hour and take advantage of the specials including the oyster shooters and lobster rolls. Now I am not the biggest Bloody Mary person but this place has THE BEST bloody mix! It's house made and always taste great every time. I like to get my oyster shots virgin so I can get full flavor of the mix/oyster. The clam chowder is perfect for a chilly day. It's hearty, creamy and has plenty of clams veggies. The chilled lobster roll is my go to. It's light and the bun is not too buttery so doesn't give you a weighed down feeling. My guy usually gets something different each time, lobster roll, crab cake sandwich, fish special, etc. I can't recall the special for this past Sunday but he thoroughly enjoyed it. The service is always on point here as well. I definitely suggest dining here, just make sure to have a reservation as they fill up quickly and the bar stays busy so don't count on that for seating unless you arrive close to opening time!",62,5,view review
59,,Jennifer W.,25/10/23,,,,5,"If you like seafood this is a must if you're in Charlottesville.  Make reservations if you can otherwise be prepared to wait. We got here before 5 and by 5:30 it was almost full. We shared the Pei mussels, Belgium fries and Aioli prepared with the classic marinere as an appetizer. It was so good that I wanted to drink the leftover sauce.  The crabcake and Oyster sandwiches were also delicious.  I would definitely come here again the next time we are in town and order from the raw bar.",77,6,view review
60,,Jenna K.,30/10/23,,,,4,"We came this past weekend as a birthday celebration during their happy hour! We first ordered all of their raw oysters on the half shell. The staff kindly arranged them from least to most briney. They were all so fresh and delicious! To drink, one of us got a Brexit (haha), which was strong and so refreshing. Additionally, we got two oysters shooters, which, if you love Bloody Mary's, these would be right up your alley!

As an appetizer, we ordered the corn ""ribs,"" which were amazing. Surprisingly, they were our favorite food all night! For mains, we got the sea scallops and the PFO pot roast. They were both so delicious! The scallops were five pleasantly plump and seared to perfection with a nice refreshing corn salsa. The pot roast was superb and creamy and so delicious!

The location was super nice. It was nicely decorated, and their patio was very pretty. Our server was super helpful and checked on us all night. He did a great job!

Our one con was: we were sitting outside, and the pitcher of water they were pouring into the cups was filled with small bugs since they left the pitcher outside. It happened several times to us. It was a very small issue, though!

Overall, we had a lovely time with delicious food and a nice atmosphere. We would definitely come back to try more food :)",16,,view review
61,,Andrew D.,11/11/23,,,,5,"We were headed to see The Dave Matthew's Band at JPJ and what better spot to eat than the place he was in just one or two nights before!! We were lucky to get a table because this place is semi-small and super busy. However, we were able to get a table, had an amazing waitress, got two dozen oysters a steam pot and a lobster roll. All were ABSOLUTELY AMAZING!! It was a perfect dinner to pre-game the show. Also, got to see a buddy from our side of the mountain, Brandon, who is doing a fantastic job managing this crazy busy and crazy food spot. Yes, we HIGHLY recommend and will be back!! Get reservations. Much love to this spot!! #deitzeatz",147,11,view review
62,,Brandon B.,14/11/23,,,,5,"Top five best restaurants in Charlottesville. Huge fan of the oyster selection, cocktails, and the chowder. 

It's not the easiest place to get a reservation, but it's well worth the effort. If you're looking at options on a Friday night, this is a great spot.",220,10,view review
63,,Robert E.,14/12/23,,,,5,"Fresh, savory oysters.   Add on a fresh complementary French baguette, a basket of fries and a tap ale and you're cooking with gas (or grease).  Don't skip over the dessert menu!",38,,view review
64,,Cb B.,01/01/24,,,,5,"I don't think I've ever written a review on yelp before but we had such a nice experience at Public tonight that I wanted to. I've been there before, also happily. The staff is welcoming, helpful and ready. Our two dozen oysters were gorgeously presented and yummy. My sister and I split the crab cake entree and without us asking them to do this, delivered it on two plates so we weren't poking at the same plate. The wine and G & T were delicious. I'm very grateful to have this restaurant in Charlottesville!",1,,view review
65,,James H.,08/01/24,,,,3,"Oysters were excellent, food was quite good. Dessert less so. Good white wines by the glass selections, appropriately priced. Guess I'm not yet used to the ""get up with the chickens"" schedules here in central Va. Our reservation was for 7PM on a Sunday. Staff started cleaning and mopping about 45 mins before the 9PM closing; we were still sampling the dessert. I could see our waiter lounging around in the kitchen area after he unceremoniously dropped a check before we finished. Couldn't get his attention to pay the bill so we could escape the ""get out of here"" vibe. Disappointing end to a great start (oysters).",6,,view review
66,,Eve S.,14/01/24,,,1,3,"Excellent food. Excellent service. However, most unwelcoming.  When approached  the manager to discuss, he was dismissive and threw his wait staff under the bus. A most ungracious man, who needs to find another job.",1,,view review
67,,Mark F.,26/01/24,,,,4,Very good food and service was excellent!. We were seated in the outside tent but the heaters were on so it was very comfortable.,3,,view review
68,,Thu-Nga O.,26/01/24,,,,5,This is our go-to restaurant when we are in Charlottesville. The calamari is delicious and the crap cakes are great. Seafood boil and crab is fresh. The cocktails are particularly notable. Sandinista drink is a coffee rum with whiskey. Nice ambience and great food and drink,36,3,view review
69,,Sydnee C.,28/01/24,,,,5,"We came here because I had never tried raw oysters and decided that it was the day to try them! Such a large variety and every one we had was amazing! We also had some peel and eat shrimp that were SO FRESH! The Brussels sprouts have this delicious creamy aioli and we were so glad we got them! Our server, Cody, was attentive, had a helpful insight, and helped make our experience! We ended the evening with a piece of the best key lime pie I've ever had! If you're thinking about going here, do it! You won't regret it!",1,142,view review
70,,C R.,18/02/24,,,,5,"Went for dinner and had a truly wonderful experience. Our server John was the best- friendly, knowledgeable, and attentive. Roasted oysters were delicious, crab cakes and rockfish were excellent. Nice atmosphere and good cocktails too. Will definitely be back. Thanks for a great night!",7,,view review
71,,Sophie A.,19/02/24,,,,5,"Went here for Valentines Day with my husband, where we had our first date 10 years ago! Sat at the bar and ordered a couple happy hour cocktails + oysters of course. I have to say, the bartender and shucker were busy but had the most genuine hospitality - so kind, honest, and never made us feel like they were too busy. It's hard to serve bar guests along with a packed restaurant but they were rockin it. Good hospitality is hard to come by and is so appreciated!",1,,view review
72,,Lisa B.,21/02/24,,,,5,"I love this place! Great service, amazing food! Reservations are recommended because it's ALWAYS busy. Fantastic selection of COLD water, northern oysters.",6,,view review
73,,Drew M.,23/02/24,,,,5,"The only place in Charlottesville where I eat oysters, particularly during happy hour, during which you can also get a lobster roll. I've always appreciated the service, as well as the outdoor seating, which shares a space with Oakhart Social. Indoor seating can feel a bit cramped, but no different than indoor spots in larger cities. Get an Oysterman's Breakfast complete with a Narragansett (Roger Williams will thank you)!",4,1,view review
74,,Christy F.,24/02/24,,,,5,Fantastic birthday dinner! Truly unique dishes and delicious craft cocktails. Had a seasonal veggie ravioli and really enjoyed the dish and atmosphere.,6,57,view review
75,,Bonnie L.,31/03/24,,,,2,"Bummer.  We have always loved this place in the past.  Something has changed.

Service - borderline rude.  The woman that waited on us was not in the mood to be at work that night.  A lot of sighing.  Never returned to our table.  We finally had to send the manager to find her after getting our food and, after 15 minutes, she had still not checked with the table.  At the end of the night, as we were leaving, I said, ""Thanks,"" and she just looked at me.  Not the warm, fuzzy feeling that we've gotten in the past.

Food - Not great, like in the past.  The calamari was swimming in ?soy sauce?  and the clam chowder was 85% potatoes.  The shrimp po-boy was tasty, though.  Drinks were good.  

Ambiance - okay.  The open but covered room was mostly large groups so that was super noisy.  The main room was the same as usual, just tight.  

Just a little tweaking on the menu and the hiring of pleasant waitstaff...we really did love you in the past!",18,,view review
76,,Anna G.,01/04/24,,,,5,"Delicious! I had the Little Salad and Lobster Bisque and for 2 things that be can be so simple, these dishes went above and beyond! We also have the oysters and they were all amazing! Highly recommend and we will be back!",2,,view review
77,,Mike P.,07/04/24,,,,5,"Exceptionally good meal, above average service, and terrific ambiance.

We were seated early, before the evening crush, and the server was right on it to get us started. 

The calamari was exceptionally good, a light and delicious batter. The crab cake sandwich and fries were good as well.

We had a serving of the trout with potatoes and grilled asparagus that was very good as well.

A very rare and well deserved 5th star.

Highly recommended.",150,2,view review
78,,Vince A.,12/04/24,,,,5,"Food was excellent and service was great. Ambiance was not the greatest, as we were in bar area around happy hour. The food was a bit overpriced.",9,1,view review
79,,Jeffrey R.,13/04/24,,,,3,don't go without a reservation. They will make you sad and you'll think you missed out on something great even though there are better restaurants in cville.,10,,view review
80,,Jonathan F.,16/04/24,,,,5,"I can't say enough good things about this spot.  Service was off the charts.  Drinks so good.  Wine list had a ton of value. Mostly the kitchen really cares about making food with a ton of love, flavor and flawless technique.  I would drive all the way from Boston again just to eat their food.  A place not on the ocean shouldn't have seafood this good.  Did I mention the Whiskey list with special selection barrels and hard to find pours?",4,,view review
81,,Jack E.,19/04/24,,,,5,"Fantastic service, drinks, and food.  It smells amazing when you walk in and the food is even better",2,,view review
82,,Elizabeth H.,10/05/24,,,,5,"The food, especially the calamari, was amazing!!!  It had fennel, pickled onions, a light fry-so darn good!!!  Our server, Chanel, was quite possibly the best server we have ever had!!!  We will be back soon!",1,,view review
83,,Jack L.,11/05/24,,,,2,You only get one first impression and the host greeting was poor and pretentious.  Too bad he was bothered.  Take him out of the equation and it would have been a good experience.  Low reviews seem to have this theme.,21,,view review
84,,John G.,13/05/24,,,,5,Second visit. The smash burger and mussel's are excellent. Nice little find. We will continue to return.,347,48,view review
85,,Richard B.,17/06/24,,,,5,Great food and bar scene.  Had the mussels and they were delicious.  We'll be back for the lobster rolls!,18,,view review
86,,Jerry T.,23/06/24,,,,5,"Unique offerings, just can't get these elsewhere. Great service fantastic offerings very flavorful. We would for sure visit again if in town.",5,,view review
87,,Mikheil N.,10/07/24,,,,5,"This place is a hidden gem of Charlottesville. 

Two major tips: 1. Only use a drop or two of lemon with one oyster; and 2. If it's only you or two of you, go grab a seat at the bar! Nothing beats the vibe and atmosphere, plus the barmen are friendly and nice.

On the food side, if you want to get on the oyster eating bandwagon, public fish and oyster is THE place to go to, offering a wide array of oysters by salinity, hints of taste, and size.",7,,view review
88,,Ziv H.,11/07/24,,,,5,"A hot evening for for a patio dinner at the public; hadn't been there since pre-Covid. What a lot of missed opportunities for great fish all these years.

This remains the clear lead in town for seafood. Scallops were awesome. (And dining partners equally effusive about their dishes).   A dozen oysters, graded by salt and brine, perfect and distinctive. 
The oil cake, a subtle lemon and smooth (?oil) texture/ very nice.

And a very energetic seasoned waiter who led us solidly into choices, we just said 'yes.'

It's a splurge, but you'll eat super seafood on the high end.    

Excellent.",230,12,view review
89,,Michele A.,11/07/24,,,,5,"We had dinner at Public Fish & Oyster while visiting Charlottesville. We arrived during happy hour. Our server did a wonderful job explaining the specials and favorites from the menu. 
The drinks, appetizers and main courses were all delicious! As a first time guest, I would definitely recommend Public Fish. We will also dine here again when in town!",25,,view review
90,,Sam H.,11/07/24,,,,5,"Sit at the bar. Get the burger.

My wife and I have been regulars here for 5+ years. We've tried almost everything on the menu and the seafood is fantastic...BUT, they have recreated California's In-N-Out double cheeseburger and elevated it to perfection. It's $18 and by far the best burger and fries in town. We usually get a Calamari app to start a pint of Kronenbourg Blanc with a splash of grapefruit. Also, as a bourbon collector, this is a destination for rare pours.

We've lived in Cville for 10+ years and this is far and above our favorite restaurant in the city. Worth the $!!",2,,view review
91,,Leigh D.,12/07/24,,,,5,"If you like seafood with a laid back atmosphere, check this place out!  Non-seafood peeps in your party?  They have a double-smash burger or NY strip steak.  We happened to be in the area and found PF&O on yelp.  While we didn't have a reservation (highly recommended) we were able to be seated.  SSOOO happy they were able to accommodate us.  EVERYTHING was delicious!  We had: PEI raw oysters, buttermilk fried oysters, crudo, Maine lobster roll(only available during happy hour), Alaskan crab legs, and a double-smash burger; root beer floats and chocolate pot de crème for dessert!  Fresh cut fries come with house made aioli.  So, so good!!   Extremely thankful to be able to indulge here - we WILL be back!",1,,view review
92,,Jehu M.,14/07/24,,,,3,Liked some  and not other dishes-sort of underwhelming and the several times that we went-overcrowded. But they do have a raw bar-which is rare for this area and it is decent as are the moule frites,4,,view review
93,,Christine B.,21/07/24,,,,4,They gave us a complimentary glass of champagne to celebrate our wedding which was really nice of them. We sat on the patio and it was insanely hot but that was my fault because when I booked I thought it would be nicer out. We were there during happy hour so I started with a few oysters. They had a pretty big list and they had descriptions about them which was helpful. I went with two different kinds that I ended up loving so made a note for the future. We shared a lobster roll which was good and it came with fries that were excellent. We also shared a crab cake sandwich. It was very thin and crispy. It was a very different texture than I'm used to and no lump meat but it was still good. The salad on the side was very fresh and I liked the house dressing. I'll go back.,945,125,view review
94,,Timothy H.,04/08/24,,,,4,"Went there on a Friday afternoon without a reservation.  That is first piece of advice - if you want to sit at the bar, arrive at opening, as bar seats fill up almost immediately.  This is at least owing to the bartender Kohn, who is friendly courteous and very attentive.  Lots of regulars come there to the bar for his excellent service.  On the topic of bars, the cocktail menu is extensive, and the bar is well stocked if the cocktails on the menu are not what you desire.  This is the place to o go for oysters, as well as all things seafood.  Excellent seafood selection plus some menu items for the landlubbers.  Atmosphere is laid back and comfortable.  Long story short, we loved the restaurant and will be back anytime we are near Charlottesville.  Enjoy!",21,,view review
95,,Gitansh B.,06/08/24,1,,1,5,"There was a distinct moment during my meal when I said ""I feel like I'm in the Northeast by the water"" - great vibes here.

We ordered the Oyster Rockefeller which was very light and refreshing. Never had a prepared oyster before, but I really enjoyed these. Gave more flavor than what I typically expect when I go out for oysters.

For my entree, I ordered the Mahi Mahi with Roasted Pineapple Salad that was just delicious. Cooked perfectly. The pineapple was a nice touch.

Definitely want to come back again and try out their many different types of oysters!",123,20,view review
96,,Dennis A.,11/08/24,,,,2,seating is very tight and informal- we got sat at the curtain going to the kitchen and restroom-- absolutely worst table in the place- waitress and guy that sat us seemed a bit rude....oysters and shrimp were marginal--small and not worth the money.  The scallops and salmon were good--will not go back,7,,view review
97,,Renee D.,13/08/24,,,,5,"Channel our waitress was absolutely lovely! Offered us a complimentary glass of champagne for our anniversary. Oyster's she recommended delicious! Taylor the chef that prepared our crab cakes blew us away. No breading, no shells, just completely delicious crab. Accompanied with perfectly seasoned vegetables! A must when visiting Charlottesville",3,,view review
98,,Ski39Off N.,14/08/24,,,,5,"I came here on vacation with my family and wanted to explore the local restaurants. They got us in with little wait, and the food and service were both amazing. 

Relaxed atmosphere with local beers and an impressive and unique wine list. Our server was awesome, friendly, and attentive. 

They have a good selection of fresh oysters, and the rest of the seafood was great. I usually shy away from steam buckets because the shrimp are tough and the mussels overcooked, but both were perfectly done (along with the crab). Would definitely go again if I'm in the area.",5,,view review
99,,Andrew G.,17/08/24,,,,5,Great spot for oysters with a pretty decent cocktail selection. Sat at the bar where the bartender was friendly and willing to pick a selection of Oysters for me.,44,3,view review
100,,Amer A.,21/08/24,,,,5,"Charlottesville is a surprisingly amazing destination for excellent food. Despite the competition, Public Fish and Oyster stands out. Food was excellent, from the crudo appetizer to the oysters to the entrees. Ambiance was authentic and nice--a little busy, but in a good way. Service was absolutely superb, start to finish--food was brought out at the right time, our kids were taken care of, and the server took the time to learn how to pronounce my name correctly and then remembered it (nobody does, because it's not a traditional Western name). I will absolutely be back here for the excellent food and even better service.",20,,view review
101,,Bryan U.,26/08/24,,,,4,"We had a really nice meal on the patio.  I had oysters on the half shell and then scallops.  My wife had shrimp cocktail followed by mussels.  We also had a couple of cocktails.  It was a very enjoyable evening, and the service was good too.  A neighborhood gem for sure.",79,3,view review
102,,Emily H.,01/09/24,,,,5,"Came here based on others recommendations and had a fabulous time. We had no reservation but was seated when we walked in right at 4pm in the outdoor area. Turns out that there's happy hour from 4-6pm daily! We got the raw oysters on the half shell with is $1off each during happy hour. We got 2 rounds of a dozen each. After listening to our server's recommendation we ended up getting 10 northern belles, 10 katama bay, 4 southern something (seems like the menu changes throughout the day since checking now a couple hours later it is different). The quality is amazing. I would also recommend asking the server which oysters are big/juicy that day (katama bay were the biggest today) before deciding which to order. Everything tastes extremely fresh and the meat is plump. Super delicious, a must get especially for oyster lovers. 
We also got the fresh Maine lobster rolls (Maine style) with salad. If we hadn't gotten fries earlier in the day we would've ordered it with fries which looked crispy and delicious. Finally, we also got a New England clam chowder which was pretty good. 
The march hare mocktail was also pretty good! We asked which was the sweetest and the server recommended the first two. It tasted good, like juice and we thoroughly enjoyed it. Highly recommend this place especially if you like happy hours and seafood. Our server was knowledgeable and friendly.",74,5,view review
103,,Rebecca B.,14/09/24,,,,5,"This restaurant is fantastic.  Seafood was amazing, salads were great.  Service outstanding.",4,14,view review
104,,Antonia C.,15/09/24,,,,4,"Very good food and service. It's a little small and snug inside, so if you are sitting inside, particularly in the middle row of the restaurant it can get awkward cause people are literally standing right over your table while waiting for a table or near the bar for a drink. Other than that, the food is incredible, out waitress was sweet and personable.",8,13,view review
105,,Jeff L.,17/09/24,,,,4,Great food. Of course this type of fresh fish doesn't come cheap shipped in fresh from New England but it's better to pay more than less for poor quality. Busy on the weekend so go during the week or 5:00 pm on the weekend.,7,,view review
106,,Margaret F.,18/09/24,1,,,4,I had a reservation was seated on time. The menu is great and the seafood was fresh. We will definitely be back. The place is vibrant.,101,10,view review
107,,Pilar G.,11/10/24,,,,5,"One of the best restaurants in Charlottesville and by far the best happy hour! 

Public has outstanding service and a great ambiance both inside and outside. The severs here always go above and beyond and have impressive knowledge of the menu. 

Food wise, you can't make a bad choice here. This time, we enjoyed the happy hour selection of oysters and a Maine style lobster roll. I also had a nonalcoholic version of an Aperol spritz that was surprisingly delicious! Everything here was fantastic and the seafood is very very fresh!",187,133,view review
108,,William F.,13/10/24,,,,5,"I've never had a bad meal here. John is incredible as a host/server. We went off script on our normal orders last night and John guided us through. 
Oysters were fresh as always and the halibut on special was incredible. I know this sounds weird but the broccolini on the side was perfect. 
My favorite old fashioned in town as well.
I truly believe this is the best restaurant in C'ville.",13,567,view review
109,,Paul M.,13/10/24,,,,5,"The food is excellent and the outdoor dining is wonderful.  The staff works hard to accommodate everyone in every way possible (seating, dietary restrictions, any reasonable request).  Great food in a great atmosphere.",76,,view review
110,,Chris O.,21/10/24,,,,4,Next level lobster bisque! Po boys are amazing as well! Definitely worth a visit next time you're in Charlottesville!,20,1,view review
111,,Patrick C.,21/10/24,,,,4,I loved coming here this past month. My mother and I had a fantastic time here and loved every second of it. Totally recommend,11,,view review
112,,Jamie B.,22/10/24,,,1,5,"We were visiting from CA and stumbled upon this fine establishment. John, the bartender/host was friendly, welcoming and remembered our names the next time we came in a few days later. Literally EVERYTHING we ordered was outstanding from the Oysters Rockefeller to the Scallops, Crab Cakes and Homemade Key Lime Pie. We are hooked and will return every time we go back to Charlottesville.",32,63,view review
113,,B T.,26/10/24,,,,5,Incredible. I'm from New England and the oyster bar at Public is BETTER than you'll find up north. Equal quality with a southern embrace - love this place!,3,,view review
114,,Jane V.,30/10/24,,,,4,"We were really looking forward to dining at the Public Fish and Oyster.. sadly we all were a little underwhelmed. Service was excellent, the atmosphere is great, 
but wasn't what we expected. The oysters were delicious but the main courses were mediocre. I had the salmon which was a bit dry. Didn't flake and was drowned in a sauce. My friend ordered the lobster roll which was pretty pathetic. The bun engulfed the little bit of lobster, maybe 1/4 pound. Definitely not worth the money. The linguini was alright, the trout was good...  they do make a great Manhattan. 
I doubt we'll be returning for a full dinner, maybe just drinks and appetizers..",5,,view review
115,,Ann P.,31/10/24,,,,3,"My husband and I went for our anniversary this year. We have two children, one being a newborn so going out for a date night is a rare and special occasion. We got to our reservation on time and had the worst seat in the restaurant, we were sandwiched between two tables and extremely close to the bar. I completely understand tables have to be close together especially in a busy restaurant on a Saturday night but it was hard for the waitress to get to us and I felt like it was almost used as an excuse to be neglected. When we ordered we ordered everything together because again, it was hard for our waitress to get to our table. We ordered a dozen oysters, a $90 bottle of wine and I got the moules frites and my husband got the shrimp linguini and I also got the ABC bread to dip in the broth of the mussels. I should have mentioned we wanted the oysters as an app but assumed it was an appetizer and the entrees would come after, but the waitress also never asked. We got everything all together, which was such a pain. Since the table was small I had to put the mussels bucket on the floor and we barely had any room for anything. I know I should have mentioned to get the appetizer first, but I also think the waitress should have asked. At a nice restaurant, they need to ask. I also never got the bread. 
The worst part was after we got the food, the waitress literally never came back. Never came back to ask how the food turned out, no water refills, no asking if we wanted something else to drink, literally nothing. So I couldn't even tell her the bread was missing. She was also very attentive to the table next to us, so I cant even blame it on her seeming to be busy. When she finally came back, when the restaurant was basically closing, we mentioned the bread. She brought it out and with extra and took it off our tab. She acted like she was doing a huge favor taking it off the tab, like thanks? The broth was cold by then and it was $4, I wasnt worried about paying for it, I actually wanted it with my meal.
All that being said, the food was very good, and the restaurant was beautiful. I would love to try it again and hope that it was just an off night. But I was very much looking forward to a nice night out with my husband for our anniversary, especially when you get a babysitter and spend a good bit of money on the meal, you'd hope to get better service.",4,,view review
116,,Sterling C.,24/11/24,,,,5,"Ate dinner on their patio. They had it enclosed with a heater for the winter. Ordered some oysters for an appetizer and had a crab cake sandwich for dinner. The food was delicious and our waitress was great! Give it a try, you won't be disappointed!",29,,view review
117,,Teresa L.,02/12/24,,,1,4,"Love this addition to downtown Charlottesville! It makes me feel like I'm at an oyster bar in Charleston! The food and service was wonderful, however this place is really cramped. The tables are a tad too small for their dishes/plates and there's 1-2 too many tables crammed into the space because it was really hard to maneuver around, even servers were having to take turns walking up and down between the tables. Really enjoyed the food, but wish we had more space to be comfortable!",332,446,view review
118,,Justin V.,30/12/24,,,,3,I wasn't a fan of the shrimp linguini which was very bitter. The employees often sprayed cleaning chemicals adjacent to where I was eating so my food tasted like chemicals because of the smell. I enjoyed the bread and butter. Oysters were ok.,34,170,view review
119,,Michele D.,03/01/25,,,,5,"This is hands down the best spot for a special celebration, especially if you love quality, fresh seafood. From the moment we walked in, the service was impeccable--attentive, friendly, and genuinely welcoming. The staff made us feel like valued guests rather than just customers.

Now for the food! WOW. Plated beautifully, bursting with fresh flavor and no over the top seasonings. We selected the calamari, ceviche, oysters Rockefeller and fried oysters as starters for our table. The calamari with pickled vegetables seemed odd, but man what a killer combo, it was amazing! The ceviche was also a highlight on the tastebuds. And the serving sizes were large enough for our table of 4 to share easily. The main entrees we ordered were Rockfish and lobster roll. Super good and cooked to perfection! Dessert: keylime pie (get it, you won't be disappointed) Olive Oil cake and the chocolate pot. All exceptional and served with housemaid whipped cream. 

The ambiance is cozy yet casual and fun. You can tell this place is run with love and pride, and it shows in every detail. We'll definitely be back and recommending this gem to everyone we know. If you love fresh seafood and top-tier service, do yourself a favor and  check this spot out.",143,107,view review
120,,David R.,30/01/25,,,,3,"Used to really like this place in their happy hour lobster roll and oysters, last time we went it was very rushed, expensive and disruptive by them allowing pets",34,,view review
,,,,,,,,,,,
