Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,Author ID,Location,Profile URL,Profile Photo,URL,
Geoff G.,8/6/17 3:43,0,0,0,4,1,"Horrible experience all around.  We ordered 9 tapas and only ever got 6 of them. After 35 minutes of sitting without food after eating the initial batch we told our server we were still waiting on 1/3 of our meal, and she never came back.  15 minutes later we were brought our bill by someone else and were told that the orders were never put in by the server and that they probably ""ran out at some point in the night"".  They then brought they last tapa, a set of bacon wrapped dates so charred they were nearly unrecognizable.  We were offered a paltry insincere apology with the caveat that ""this is what happens when it gets late around here"".  Our bill came and nothing was comped and there was no attempt to rectify our experience.  What appeared to be a thoughtfully crafted menu and hip vibe was unfortunately trumped by subpar execution and apathetic and inattentive service.",69,29,uszoqg1oSgiwOlIeAKsZew,"Herndon, VA",https://www.yelp.com/user_details?userid=uszoqg1oSgiwOlIeAKsZew,https://s3-media0.fl.yelpcdn.com/photo/kIkw_je7IKdakub2t0TxZg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Ana P.,8/27/17 2:24,0,0,0,0,4,"Excellent - food, finger licking shrimp goes with a wonderful outdoor seating and friendly locals.",30,0,usgpFyLgna3QZ8rY1iEK4A,"Myersville, MD",https://www.yelp.com/user_details?userid=usgpFyLgna3QZ8rY1iEK4A,https://s3-media0.fl.yelpcdn.com/photo/jkP1SdF_U_9A2BQA-Tl46g/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Lord Big Of Tasty S.,10/21/17 8:23,0,0,0,0,5,Without a doubt Mas is one of the best restaurants in Charlottesville. This place is always consistent and has been for the 15 years I've been dinning there. Mas has a great staff that are very attentive even if the place is jam packed.  I usually dine at the bar while enjoying one of their carefully selected beers on tap.   Did I mention their bread ? Holy cow ! Mas will remain a Charlottesville staple and is one of the best dining experiences in all of Charlottesville. Keep up the good work.,191,53,fhMcr8YI8NVhXk7T8fVgWw,"Mathews County, VA",https://www.yelp.com/user_details?userid=fhMcr8YI8NVhXk7T8fVgWw,https://s3-media0.fl.yelpcdn.com/photo/tLCOwDSDdddJCLZsFMdm4g/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Angel H.,12/16/17 3:16,0,0,0,0,5,"Definitely one of my favorites in Charlottesville! Food is very high quality, unique, flavorful, and overall heavenly. The menu is quite extensive- so many tapas to pick from! Drinks are great- especially the sangria. 

We started off the simple oven baked bread. It was nice and chewy in the inside and went so well with the olive oil and olives at the table. The ribeye was salted perfectly and served with freshly made basil! Every bite was rich and juicy. Probably my favorite meat dish. The empanada was crispy and the meat inside was spiced perfectly! There's only one empanada for the tapas portion but it's big enough to split it. 

My favorite tapa was the mussels. They were so fresh and juicy, and would have tasted amazing even without the sauce. The sauce, however, is to die for. It's this rich tomato puree that can be served as a nice tomato bisque, except it has all the juices from the mussels. There's a little piece of bread that comes with the dish, perfect for dipping into the sauce. I was surprised by how big this tapa was but even more surprised at how delicious the mussels were (seriously, best mussels I've ever had in my life). 

Patatas bravas are authentic (even better than the ones I've had in Seville actually). The garlic aioli sauce was such a nice combo with the hot, greasy potatoes. Be careful not to burn your tongue! They also make great leftovers and taste just as good microwaved. The carne asada was pretty good, too. Very high quality meat, they put too much sauce and it kind of drowned the entire dish. Finally, we had the truffle grilled cheese sandwich (I forgot the actual name on the menu). The bread was a tad too charred for my liking, but the rich flavor of the truffles and the warm, melted cheese made up for it. A very filling tapa! 

Mas Tapas is a great place to dine! Food is fantastic and will not disappoint. Ambiance is cozy and romantic and service is great. The tapas turned out to be larger than I thought. My boyfriend and I were absolutely stuffed after 7 tapas and had to take the patatas bravas home. There's limited parking in the little lot behind the restaurant. It's popular though, so get there a few minutes before it opens or anticipate a wait!",510,454,STRj5yYm51v2dooHmIYLpQ,"Newark, NJ",https://www.yelp.com/user_details?userid=STRj5yYm51v2dooHmIYLpQ,https://s3-media0.fl.yelpcdn.com/photo/5yE2H_9aZhhlxWAxoyDCoQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Audrey P.,1/8/18 2:18,0,0,0,3,4,"Without a doubt this is one of the best restaurants in Charlottesville! On the pricier end, for sure, but definitely worth it. 

The food: The sangria is excellent! Be sure to get a large pitcher ($30 and will be enough for about 8 glasses). Our favorite dishes were the Papas Bravas (potatoes with aioli), Queso cocido con alcachofa (artichoke and goat cheese spread), Trinxat (potatoes, cabbage, pork belly, duck fat), and Carne asada (WOW, this was great). The menu is extensive and is broken down into different price points. Our server was great about explaining the menu items and portion sizes to us so we could set expectations and determine how much to order. 

The logistics: They don't take reservations so I would suggest an early dinner or other odd times if you don't like to wait. I came with a group right when they opened at 5:30 and the restaurant was already filling up fairly quickly. This setting also isn't great for groups - they don't seat until the entire party is present and they don't split checks. The plates are fairly difficult to share with groups larger than 4 unless you're okay getting only a bite (or sometimes even half a bite) of certain dishes. However, for a date, this restaurant is perfect! 

Overall, our service was great and the food was excellent. We can't wait to come back!",141,295,aBdyCvSQ-Ymc6quWX7f11Q,"Seattle, WA",https://www.yelp.com/user_details?userid=aBdyCvSQ-Ymc6quWX7f11Q,https://s3-media0.fl.yelpcdn.com/photo/KvDcDSuXMpevrOKu3vaCKg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Xing Z.,3/6/18 23:22,0,0,0,0,4,"One of the only tapas places in Charlottesville. I didn't read the other reviews but I will say that this place was on the pricey side, probably more suited for a fancier occasion. We got about 4 tapas (pictures of the lamb below) and everything was tasty. I am not sure if it's worth the price though. The flavor wasn't that amazing that I crave it (I haven't been back). It gets pretty busy as well so try to call ahead!",48,14,65vZT9Ukr5M1uyebO7h_eQ,"Warrenton, VA",https://www.yelp.com/user_details?userid=65vZT9Ukr5M1uyebO7h_eQ,https://s3-media0.fl.yelpcdn.com/photo/sZlZUX2rJHwLcrfRj5hDJg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Michael L.,4/4/18 21:51,0,0,0,3,5,"THE BIG: Located on the corner of Monticello and Carlton. Medium sized restaurant with no prior reservations aka first come first serve. There are outdoor seating, but only when it's nice outside. Street parking is available.

THE BLACK AND WHITE: We came here on a nice March night. Outside was still cold so none of the patio section was open but I can definitely picture a cool summer night with tapas and sangria.

I'm pretty sure there's always a wait because when we got here (~5:45pm), there were already 7 tables in front of us...and people still kept showing up. It took us about 45 minutes to get seated, thankfully we got a pitcher of sangria to hold us over. $30 for a large pitcher that serves 8 glasses, not bad.

---As for the food---
-Cauliflower: Curry flavored and essentially dissolved in your mouth
-Papas Bravas: The garlic aioli was dope and the potatoes were nicely cubed out
-Scallop: Just one scallop but it was done right. Had big roe pieces on top and a potato-ey spread below it. 
-Bacon-wrapped Dates: Sweet meets savory. Only comes with 4
-Carne Asada: Evenly cooked-cut steak with a nice serving of a buttery yellow sauce on top 

THE FINAL BAMBOO: When the dust settled, $100.93 was spent including tip/tax. That's what tapas does to you, but damn was this worth it.",880,1503,H7-iXLcIFDBNxK8GpZrHPg,"Austin, TX",https://www.yelp.com/user_details?userid=H7-iXLcIFDBNxK8GpZrHPg,https://s3-media0.fl.yelpcdn.com/photo/TeW2yfjIQ5ERqaXFrFBDhw/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Sungmin S.,4/8/18 19:00,1,0,0,0,3,"We were first in line at 5:20pm, and by 5:45 there was a LONG line out the door. Tapas is one of my favorite types of food and seeing the hype, I was quite excited to try out Mas. Here are the items we shared:

- goat cheese artichoke dip: fine, not amazing; strong on chevre
- jamon: incredible quality but VERY small, sad pieces and very pricey (around $15) for what we got. 
- bacon wrapped dates: hard to mess this one up. good but I've had much bigger bacon wrapped dates elsewhere 
- lamb meatballs: good flavor but fell apart easily
- shrimp: very plump and grilled well, served with incredibly thick aioli
- carne asada: cooked well but I was disappointed by how the dish came out cold. who wants their meat served not hot? 

I did not order a drink, but my friends' sangria and cocktail were reportedly watered down and not very good. 

Overall, food was only okay and very pricey. We left feeling very confused by the line still out the door now being told for a wait of 2-2.5 hrs. definitely not worth the value or wait imo, I'd much rather dine at little john's or mellow mushroom pizza when in Charlottesville...",502,102,fDSkMyokavHwvn2LgkwGWA,"Chapel Hill, NC",https://www.yelp.com/user_details?userid=fDSkMyokavHwvn2LgkwGWA,https://s3-media0.fl.yelpcdn.com/photo/5QSNlvOc6WQ6wfdjdSu4_g/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Kelly C.,6/3/18 21:08,0,0,0,1,2,"Came to Charlottesville from Northern Virginia and was stocked to try this place all weekend! So disappointed and kind of odd with all the other great reviews. 

Service: 2 of 5 - The moment we walked in the door we were rudely greeted and our information was taken down for the waitlist. Had 3 parties ahead of us and asked for a rough ballpark of estimated wait time and was abruptly told ""they don't give estimates"" as the girl rushed off. Okay, I get it - can't give wait times but she came across really inappropriately and almost made me want to walk out the door. Our actual server wasn't too bad. 

Food: 3 of 5 - I get it, this place puts a hipster vibe on Spanish Tapas but the authenticity was a poor excuse for the rendering of the concept. My boyfriend (who is Salvadoran) even noticed that the beer on their menu and country of origin listed were incorrect (pretty much a slap in the face) to Spanish culture. 

Value: 2 of 5 - Tried this spot on a mini-vacation and spent over $200 with drinks included for the two of us. The only dish that was remotely decent was the artichoke and goat cheese dip. Too bad this was the first dish we put in order in for and the very last thing we were served.

I don't know, I'll give them benefit of the doubt and maybe we caught them on a bad night but overLl a very poor experience. Will not be returning.",106,117,8SBTqrw5UONbXwvrlXGUOA,"Springfield, VA",https://www.yelp.com/user_details?userid=8SBTqrw5UONbXwvrlXGUOA,https://s3-media0.fl.yelpcdn.com/photo/sYmAzNdiGhbDB_EdKEtVAg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Tyshera E.,6/24/18 18:32,0,1,1,4,1,"My friends and I were very excited about our trip to this restaurant. The entire time on our walk there, we discussed how happy we were to try this place. One of my friends, it was her birthday, had chosen this restaurant because she had always heard good things. I did not know much about it, but being from the Charlottesville area, I was familiar with the location. So, I knew the area wasn't going to be all that racially diverse thanks to all of the gentrification around the Belmont area. 

When we arrived, we were immediately greeted by a host who urged us to choose a seat inside, so there would be less of a wait. We complied and were squeezed at a table in the rear of the restaurant. A waitress soon approached us and offered up a few friendly suggestions on what we should order. We let her know that two of my friends were vegetarians and that I was allergic to selfish, so we would have to steer clear of those options. She then proceeded to lecture me on carrying my epipen everywhere I go. This has never happened to me at a restaurant. i have also never been spoken to in such a condescending way by someone before. I have gone to many restaurants and told wait staff about my allergy and they are usually very understanding. This waitress was not. She made it seem like I had inconvenienced the entire restaurant. She very unenthusiastically said ""I'll have to run everything by the kitchen now.""

The rest of the meal was uncomfortable. I cannot remember if I even liked the taste of the food. All I can remember is a white woman yelling at me because of my food allergies. My advice to anyone who is interested in tapas in the Charlottesville area. Try Bang! It's within walking distance of this tone-deaf place and is actually quite delicious. There aren't weird photos of white people doing yoga on the walls and I was treated with respect and courtesy while I was. Moral of the story: Skip this place. It's expensive. They're rude. And you can definitely get a better meal somewhere else. 

Service - 0/5
Food - 2/5
Value - 0/5",4,0,DhyygCAkJzJjsxqoLFEbyQ,"Richmond, VA",https://www.yelp.com/user_details?userid=DhyygCAkJzJjsxqoLFEbyQ,https://s3-media0.fl.yelpcdn.com/photo/sHyHgN6nuqv6XSDDUPxwfg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Claire T.,7/14/18 11:58,0,0,0,0,5,"Mas has been delivering consistently delicious food for the past 10 years that I have been going. Their menu changes seasonally which means they always have something new and different to try. There are a few many staples, like the complimentary olives to start the meal and the bacon wrapped dates (we order them as dessert). I enjoy ordering a number of things (T/tapas size) so I can try more things. Most recently their scallop with corned cream was my favorite dish. I also love their selection of Spanish wines- especially how many they have by the glass! Any time we come, we try to get there 10 minutes before they open and when we do, we've always gotten a table right away. If you get there at any other time, there may be a wait, but you can always grab a drink and watch what other people order.",22,0,SFr4L9cVwc9Uzz1gvrpSnw,"McLean, VA",https://www.yelp.com/user_details?userid=SFr4L9cVwc9Uzz1gvrpSnw,https://s3-media0.fl.yelpcdn.com/photo/x_4ofwRF0rCbenHQ-EUipA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Ben S.,9/29/18 13:15,0,0,0,0,4,"Went for dinner on a crowded Saturday night in Belmont. We got a table right by the door and fast service from the waitstaff. We ordered a half dozen tapas from the vegetarian options available. Food came out pretty quickly and everything was very flavorful. The seasoning profile is pretty similar across all the items we ordered - olive oil, paprika, harrisa, etc. They are going for authentic Spanish tapas, which we appreciated. The patatas bravas were not like I am used to - small crispy potatoes - but rather big soft hunks in sauce. Bill was less than $100, but we did not order alcohol or meat. The atmosphere inside is lively and decor is a little...intense; we're pretty sure the servers have their portraits hung up in the place as artwork. We'll be back to give it a second go.",1128,110,ISIsmJgQiE6WC9jYKaNv6w,"Washington, DC",https://www.yelp.com/user_details?userid=ISIsmJgQiE6WC9jYKaNv6w,https://s3-media0.fl.yelpcdn.com/photo/-guauoubMWCX5WwxWV3MoQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Leah K.,10/22/18 22:06,0,0,0,0,4,"I've been planning a trip down to Charlottesville for a while now, and everyone that I've asked regarding the food scene has always recommended MAS! Well, now I know why.

Yes, they do not take reservations, so get there early and make sure your entire party is present. My boyfriend and I arrived around 6:30 PM and we eventually found a seat at the bar to grab a few drinks. Sangria was wonderful and perfect addition to our meal. Our table was ready around 7:30 at which time I was already drooling and planning what to order as I watched the chefs send out various dishes to their respective tables. 

It seems as if their menu is overwhelming with options, but the staff are always willing to explain and give their suggestions. Based on that, I ordered the carne asada for sure! The meat was so tender and flavorful, I almost wanted to order another, but had to save room for the other dishes. (All of their dishes come in two sizes!) The papas bravas and the brussel sprouts were warm and extremely flavorful with their sauces. The shrimp was also very good.

By the end of the meal, I was desperate to have dessert but found no room for it. Definitely will be back for more food when in town again!",208,233,bfRavYv1WPsiroVwTTN7cA,"Vienna, VA",https://www.yelp.com/user_details?userid=bfRavYv1WPsiroVwTTN7cA,https://s3-media0.fl.yelpcdn.com/photo/FdPWh5CW3TBm06ExfMB7gA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Crawford S.,10/27/18 14:03,0,1,1,2,5,Crawford's law of eating: my pleasure goes up the higher the ratio of cast iron is on the table. No diminishing returns to scale. Mas capitalized on this. So much fun. Great bar scene. Daddy is happy.,73,254,w6n4aPONR5_DoHbFu-VDGg,"Baltimore, MD",https://www.yelp.com/user_details?userid=w6n4aPONR5_DoHbFu-VDGg,https://s3-media0.fl.yelpcdn.com/photo/JjQ-Gw6ZSVCrfMT9ssPgIA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Elnét V.,10/29/18 17:47,1,0,0,1,5,"My family and I visited Mas on Friday and thoroughly enjoyed the food and overall experience.  The tapas were incredible; we especially enjoyed the lamb hamburger and the mushroom tart. We were very lucky in that we were seated almost immediately upon arrival. The service was very solid and we felt like we constantly had something in front of us to eat. Our papas bravas didn't have sauce on them (which we didn't realize they needed), so that was a disappointment because the potatoes were very dry. Overall though, great restaurant, service, and food! I'll definitely be back!",14,0,0ABfrcexMGy8TDPuY4a9aA,"Roanoke, VA",https://www.yelp.com/user_details?userid=0ABfrcexMGy8TDPuY4a9aA,https://s3-media0.fl.yelpcdn.com/photo/7WMfYa5Ysiw4RYADPEdoaQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Carpe D.,11/12/18 22:23,1,1,1,1,5,"My boyfriend and I eat here at least 3 times a month and I must say, we have never had a bad experience.  The food has always been absolutely amazing...full of flavor, exotic, and fresh! The wine list is phenomenal as well. We agreed that if Mas was one of the last places on Earth to eat, then we would be content. Plus, the staff is also entertaining, full of knowledge about the food/wine, and friendly. Thanks for all that you do Mas! Love having you all in the Cville community.",20,1,5IKlb7DweyQaowZz_TptNA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=5IKlb7DweyQaowZz_TptNA,https://s3-media0.fl.yelpcdn.com/photo/DjiflndJKrpBY9XOQP6C6g/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Caroline W.,11/28/18 14:27,0,0,0,1,4,"This is a hip spot in a great neighborhood! The menu is a little overwhelming because they have so many tapas and you order from a sheet, similar to ordering sushi, only you can order either a small or large size of anything, which is great if you want to try a bunch of tapas. The food we had was all tasty. Our favorites were the duck Empanadas, roasted tomatoes and Carne Asada.

I loved the vibe at Mas. It was perfect for a date night, but would have also been fun for a group. I've seen other reviews complaining about the crowds, but we went on a Friday night (party of 2) right after Thanksgiving, and were seated right away and got great service.",29,43,V81i3Ltec8SIcpewIgVwdQ,"Loudoun, VA",https://www.yelp.com/user_details?userid=V81i3Ltec8SIcpewIgVwdQ,https://s3-media0.fl.yelpcdn.com/photo/hWJ0BPsIv7FQ-Y49OVLKsQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
David Z.,11/29/18 7:06,0,0,0,1,5,"Went on a Tuesday night after catching up with an old friend. He recommended we try this place, he had been here 7 years ago. Kind of hard to find it on gps but it was worth it. 

Highlights for me were the

Sliced steak
Bacon dates

Good was the

Roasted tomatoes
Duck

Just okay

The bread with cheese
Sangria 

We had like 3 other items but they were just meh so I won't mention them. Portions were pretty good sized for tapas. Environment was good. Service was fantastic. Everyone checked up on us and they were super friendly!",43,76,30uj_Q9Ghv6vdtZv0eCHeQ,"Yorba Linda, CA",https://www.yelp.com/user_details?userid=30uj_Q9Ghv6vdtZv0eCHeQ,https://s3-media0.fl.yelpcdn.com/photo/-ieSeg3s6zbAyqqyKo77ww/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
David T.,12/4/18 16:24,2,2,2,2,3,"My wife and I had heard rave reviews about Mas Tapas from friends and colleagues so we were really looking forward to finally experiencing it. While its definitely worth trying, it didn't quite meet our expectations with many of the plates being a little underwhelming for the cost.  I wish I could tell you what plates we got but the menu is near indecipherable with names you'll never be able to remember (even immediately after ordering).  So you will place your order on the sheet provided for the table and then be surprised as the plates you order come out randomly.

Décor wise mas tapas is kind of all over the place.  When you walk it works hard to evoke that certain posh atmosphere with semi-uniformed / dressed-up staff to greet and serve you.  There's a nice variety of seating options with a neat, second room down a flight of stairs. Tapas also has a beautiful long bar for those looking to grab a quick seat.  Myself and the two women I was with agreed that the art on the wall was a little confusing.  I'm having problems remembering what I saw but it was an odd mash up of  overly sexual close-up photos.  

Drink wise I was happy with the dirty martini I received and the girls liked the wine options available to them.  Foodwise, we ordered a bread and cheese plate which came with slices of green apple.  While everything was good quality the presentation was pretty plain and underwhelming.  We liked the baked wings and I enjoyed the thin slice of rare beef.  Everyone loved the potatoes au gratin although the ladies commented that it was presented differently than they were used to.  Flavor-wise it was exceptional.  The goat cheese cheese cake was also very unique.

I would try Mas Tapas again but with more tempered expectations.",526,111,N5EK5jSHIf91MnnYpQKQJQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=N5EK5jSHIf91MnnYpQKQJQ,https://s3-media0.fl.yelpcdn.com/photo/LSNoay4a1IffUyurhvz8nQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Shelby B.,12/18/18 0:49,0,0,0,1,5,"Mas Tapas is a great place to go for a date or a cool place to take friends. It can get really, super busy and it is first come, first serve but it is worth it. We come early pretty often and get seated right away, and the staff has also recommended coming in for late night too, if you don't want to wait. The drinks are deliciously prepared from skilled bartenders and the food is always fresh and yummy. I especially like that the menu is so seasonal; it's always changing. Our staples though, are the carne asada and the octopus and potatoes. The carne asada is served with a smoky tomato aioli and duck fat flatbread that will blow your mind, and the octopus is so tender and flavorful with the potatoes. Don't miss this place.",45,1,#NAME?,"Charlottesville, VA",https://www.yelp.com/user_details?userid=-ThvnZ7zhXlKfqhVOOnr0Q,https://s3-media0.fl.yelpcdn.com/photo/yHFgdGasrU6OnqPO2ATjww/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Audrey O.,2/15/19 3:49,0,0,0,0,5,"Truly fantastic food with great value. Arrived early to get a table for valentines day for my boyfriend just visiting town. The host and and the bartender were very accommodating with great tips on the food and wine selection. The carne asada truly stole the show as a Racion ( Had the tapa in a prior visit and the Racion was definitely the better bet for the value) Sangria was delicious and stronger than expected which was a good way to start the night. 

Definitely recommend arriving 10 minutes early before opening to immediately get a table as waits can be up to 2 hours depending on the night (so the earlier the better)

Overall, a fantastic food and service experience making me so happy we ate here because it is truly some of the best Charlottesville has to offer in regards to food quality and value.",142,125,RNsUbAtPOBkinbFezBoKXQ,"Denver, CO",https://www.yelp.com/user_details?userid=RNsUbAtPOBkinbFezBoKXQ,https://s3-media0.fl.yelpcdn.com/photo/g2qtbIK7RQfbZsXB9cA8YQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Stacie P.,2/28/19 2:15,1,0,0,1,5,"I feel like Mas doesn't get the credit it deserves.   The food is truly amazing.  I've never had a meal I didn't love.  But the bear part is going with friends and sharing food, drinks and a great time.  If you've gone previously and didn't get what all the fuss is about I encourage you to try again.  Try some different things.  Ask for recommendations.  It's amazing.",29,1,5991F2iVLCT4s-m7LDU4JQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=5991F2iVLCT4s-m7LDU4JQ,https://s3-media0.fl.yelpcdn.com/photo/F6pZo4gzkx04d0bmBuIYLg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Mandy P.,3/26/19 23:59,1,0,0,0,3,"Came here for a solo work meal. They sat me at the bar and it took a while for the waitress to come by, but you get complimentary olives. Some of them were a little mushy

Cauliflower - creamy and mushy. There was a big piece of ginger and I wished the pieces were uniform/crunchier

Carne asada - super raw and the sauce tastes like straight oil. My favorite part of the meal was probably the tortilla it came on, it was thicker like an arepa

I wanted a meat and veggie to balance it out, but both dishes were so heavy. I would have liked an acid to cut through the fat.",788,1054,#NAME?,"Woodridge, IL",https://www.yelp.com/user_details?userid=-yH0VaSEDw7uel14bPaWFw,https://s3-media0.fl.yelpcdn.com/photo/ZIUJwZnM_9BJ4i9nuWbMGg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Caroline M.,4/27/19 23:27,0,0,0,0,3,"Meh... it was just okay. Very cool idea and set up but the service and food are just okay. 

The service was slow for drinks. Food was quick to come out! We sat outside and they have plenty of space for seating. 

The waiter was very friendly and willing to help us out since this was our first time. 

We ordered the mussels, lamp, empanada, broccolini and chicken wings. The empanada and lamp wins!",164,5,TCKW272dK4D-yI0ESUwRqw,"Mary Munford, Richmond, VA",https://www.yelp.com/user_details?userid=TCKW272dK4D-yI0ESUwRqw,https://s3-media0.fl.yelpcdn.com/photo/IsSFfqtq95byCeVeSyevRQ/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Cecily S.,5/10/19 20:56,1,0,0,1,5,"Yummy place and great for a group! I came here with five other friends. We came right when it opened and was able to get a table outside. We ordered a bunch of tapas and the waitress was great about giving us great recommendations. I didn't order any cocktails, but my friends seemed to like them. I think my favorite was the bacon wrapped dates and the grilled octopus.",30,274,5QggwTKmv0q2IBuHTFGASw,"Brooklyn, NY",https://www.yelp.com/user_details?userid=5QggwTKmv0q2IBuHTFGASw,https://s3-media0.fl.yelpcdn.com/photo/rUyu2Y-oFYKmmS2FKJMJKA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Zhana E.,5/12/19 12:47,0,0,0,0,5,"Loved this place! We were there in a perfect afternoon so we could sit outside, which is the perfect way to enjoy their Sangria! There were so many choices to choose from! We had 6 people and ended up getting about 8-9 dishes! Each dish was delicious! Also the service was super fast! Everything came out about ( minutes after we ordered it so if you need a nice fast dinner definitely go here.

Notable faves: jamon y queso (got the large and it was more than enough), grilled octopus, Pat Atlas bravas",114,186,3YN4ezjawVFZhux8NRhEIQ,"Charlotte, NC",https://www.yelp.com/user_details?userid=3YN4ezjawVFZhux8NRhEIQ,https://s3-media0.fl.yelpcdn.com/photo/qOUKaJToAOqH0_KC7afvSA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Casey S.,6/11/19 1:16,0,0,0,0,5,"Having lived in Spain for a semester, I take my tapas seriously. I'm happy to report that Mas exceeding my expectations in providing a delicious, traditional tapas meal that brought back my best memories from Spain!

The service upheld the traditional tapas style in making sure to consistently bring out the dishes we ordered one after another, so we were never lacking food nor overloaded with too many plates at once. We sat outside in their spacious outdoor area but were attentively tended to throughout our visit without being forgotten about.

And now, the best part: the food. Mas offered a huge menu of tapas ranging from traditional Spanish plates (like my all-time favorite tapa to order, patatas bravas) to unique spins, like the roasted curried cauliflower with coconut milk. By far the best was the queso la tur on toasted bread with melty cheese and thick honeycomb. It was so delicious we ended up ordering it again. The extra large pitcher of sangria might have contributed to that...

I loved this place. When coming with a large group, tapas are always fun to order a bunch of small dishes and share bites around the table, and Mas did not disappoint.",183,371,qdtA5TTtueNZZRNo28Ytig,"Arlington, VA",https://www.yelp.com/user_details?userid=qdtA5TTtueNZZRNo28Ytig,https://s3-media0.fl.yelpcdn.com/photo/_M1tL0c4wYqD7gHSQ-TVyg/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Joe W.,6/20/19 0:39,0,0,0,0,4,"Lamb - a bit small compared to other tapas places
Chicken wings - very tasty
Cauliflower - the best I've tasted 
Calamari - very tasty
Potatoes - average compared to other tapas places

Service - excellent

Rioja wine - by the glass selection was good 

Overall - I would definitely eat here again or recommend it as a great place to eat in Charlottesville",15,37,zTKcLckXgNCyQzwphH_3aA,"Clinton, MD",https://www.yelp.com/user_details?userid=zTKcLckXgNCyQzwphH_3aA,https://s3-media0.fl.yelpcdn.com/photo/-5IHeBNiKOcW7t435WeOCA/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
Amanda C.,6/21/19 18:14,0,0,0,1,4,"Went here for a birthday dinner and it was really good. There is a good amount of outdoor seating and the inside is very cool. The service was excellent as well as the food. That being said, it did sometimes feel like we paid a lot for a dish that was very small (granted it is tapas).",111,3,5WmlNliwxelzbXdXH3fXoQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=5WmlNliwxelzbXdXH3fXoQ,https://s3-media0.fl.yelpcdn.com/photo/8vwQDd9FUDI2fGJwcaQE3g/180s.jpg,https://www.yelp.com/biz/mas-tapas-charlottesville?hrid=
