,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
64,,Matt F.,27/07/23,,,,4,"As others have said, Sarah is the star of Ridley, her charm and mixology prowess are most impressive. Her drinks sparkle, unlike the mediocre fare and service that somewhat dims Ridley's overall shine. A visit is warranted for her alone - a true gem in an otherwise ordinary restaurant experience.",8,,view review
65,,Anne Z.,09/08/23,,,,1,"The gumbo was very disappointing. Watery and bland. No okra which I know isn't always necessary, but an older menu had it. The rice was swimming in it like soup. Seriously doubt there was a roux involved in this. The smoked corned beef sandwich was small with burnt bread and hardly any coleslaw on it. The meat did not taste smokey and it was fatty. As for the Ridley cocktail, and I really hate to criticize this drink, but it was so sour! All I tasted was pure lemon  juice. I actually put the sweetener my mom in law had in her purse  into the drink to make it palatable. Then added some water! Maybe it was just me, but I doubt it. The place is beautiful and i might be willing to try other menu items, but probably won't. Sorry",1,,view review
66,,Lincoln T.,22/08/23,,,,4,"The Ridley is a moderately fancy establishment a little ways from the Charlottesville corner. The prices are high, but the food is pretty good. I tried the shrimp and grits, which were tastefully seasoned and very filling.",54,6,view review
67,,Angela R.,09/09/23,,,,5,"Came to the Ridley for food and drinks the night before the JMU (Go Dukes) & UVA game with my cousin and her college roommate. What an amazing atmosphere and service by Twanda was stellar!  

I didn't get a chance to take pics of the food cause we were a bit hungry.  We had the deviled eggs, brussell sprouts, corn bread, Cobb salad with chicken & Cajun pasta with blackened salmon.  Drinks were superb- and one margarita was enough for me!!!  

We ran into some folks (celebrating a wedding) who were kindred spirits and enjoyed great conversation.  

I'd definitely come back here the next time I'm in Charlottesville!",18,242,view review
68,,David A.,16/09/23,,,,2,"Great atmosphere, coupled with decent food (albeit cold), wrapped up in inexperienced service, and washed down with horrendous drinks - David A.

I really try to avoid bad or even mid star reviews.  But my family and I are in town to celebrate a wedding and wanted to try The Ridley out for dinner.  

We were able to make a reservation on open table for a Friday night at the time we wanted which was great.  We were seated right away, and greeted with water and our waitress fairly quickly.

Hurriedly, she said she would be right back to take our drink order... at least 20 minutes later, we finally make eye contact and she rushes over and verbatim says ""I'm so sorry, I completely forgot about you"" .... yikes!

At this point we've wised up to what's going on and luckily knew to put our drink and dinner orders at the same time. 

We get the food before our drinks, never a good sign... my lobster roll was okay, but the fries were cold.  Dad's burger was good, cooked how he likes but nothing special, his fries were warm.  Mom's salad was good, but needed pepper, it took another 10 minutes to get our waitress to come back for something simple.

Finally, our drinks were made and brought out over 1/2 way through dinner (this is about 30 minutes after we've ordered them).  Again, our waitress rushes over ""I'm sorry for the delay, our bartenders are terrible"" sets the drinks down and then rushes off to God knows where, because she wasn't checking on other tables either. The thing I'd been looking forward to after a long day of travel was their Old Fashioned (my favorite and go to cocktail), presentation was good but the drink was unfortunately mixed terribly, took one sip and didn't touch the drink after.  For $21 you expect it to at least taste correct.

Another 15 minutes or so after we've finished our meal we have to flag her down yet again to get our check.  Another table locally was waiting to pay their bill for at least 20-25 minutes for her to come back. 

Overall, the experience was a letdown and I feel like with a different and more experienced waitress the meal and experience could have been salvaged.",16,63,view review
69,,Sarah C.,17/09/23,,,,5,Delicious options and Ellie wonderful service! I added salmon to my beet salad - wow such a perfect pairing. The salmon was cooked perfectly with a crisp top. My prospective college student sob gobbled up his chicken and waffle and added this to the pro list for why UVA is a good choice. My cousin had the penne pasta which was cooked perfectly with a light sauce which left her satisfied without pasta guilt!,32,660,view review
70,,John Z.,21/09/23,,,,5,"First off, the atmosphere is nothing short of impressive. There is a definite upscale vibe to it but at the same time comfortable and welcoming.  The food was well prepared and quite delicious, but what brings me back most is the bartender, Sarah. The service was impeccable, but most impressionable was her sparkling personality and infectious smile, which make it seem like we are old friends. Their bourbon selection lacks depth, but Sarah's beauty and demeanor are far more intoxicating, and better comfort than any booze could ever be, and her skills as a bartender are second to none. I will definitely come back every chance I get!",9,,view review
71,,Peter M.,09/10/23,,,,1,"Made reservation on 10/8 at 7:15 PM. Ordered immediately. Drinks came to table at 7:52. Food came out shortly, appetizers last. Food was actually ok. The best part was watching someone from every table getting up and asking the manager what the hell was going on. It kept getting better and better. Multiple tables were walking out. Our check was $120. I would have enjoyed the experience of McDonalds more. I am not a big review person but they have no idea how to run a restaurant.",3,,view review
72,,Kesia J.,22/10/23,,,,3,We had a reservation for 6pm but we're very thankful they were able to accommodate us an hour early. The staff was very friendly and the food was tasty. My only complaint is that our server only came to the table to take our order and drop our food. She never checked to see if everything was okay or if we needed water. This would've been more understandable had the restaurant been busy but we were 1 of only a few tables there at 5pm. Definitely worth a visit but I hope the feedback is received and they try to be a bit more attentive.,25,,view review
73,,Denise G.,23/10/23,,,,5,"We were hesitant to try The Ridley due to some reviews, but went anyway to see for ourselves. WOW! This place is fantastic! We had no issues with service, our food was delicious and the atmosphere was perfect for a romantic dinner. We dined on a weekday night, so the place wasn't busy and our server was very attentive. The oysters Rockefeller and Brussels sprouts were amazing. We also had the shrimp and grits and braised lamb shank. Both were massive portions and cooked perfectly. The lamb was so tender it fell off the bone. We will absolutely be back when we find ourselves in C'Ville again.",27,2,view review
74,,Val T.,05/11/23,,,,4,I love the fact they donate some of their profits to good causes. The food is pretty typical for an upscale hotel restaurant.,279,128,view review
75,,Kathleen B.,10/11/23,,,,1,"Thought soup on a chilly day would be just right. Soup was very thick, essentially puréed squash, with little flavor and was barely warm. Servings were very small for cost. Asked to order bread to go with soup but no bread service available. Not worth the cost or effort as no parking nearby.",9,,view review
76,,Andi W.,23/11/23,,,,5,First off our server David was amazing! I got their martini but with gin and for the second one he made me a pomegranate martini that was so good I could have gotten 10 of them! I also had their deviled eggs that had candied bacon on top so of course they were amazing and a great little bite to have while sipping on cocktails. Def glad we stopped in before heading up to our room for the night.,77,47,view review
77,,Sadie B.,02/12/23,,,,2,"Friday night and not full so there's a sign. Way over priced drinks ($20 for a cocktail)! Mediocre food. No parking nearby. Brussels we're really spicy, shrimp cocktail had 5 shrimp that looked like they were brought at Kroger and defrosted days ago $3+ per shrimp! Biscuits had to be from frozen. The waitress was pleasant thus the 2 stars. Way better places in Cville.",9,,view review
78,,Lewis W.,05/12/23,,,,5,"Great food and service, Julie Jackson was amazing and a big help. I definitely recommend",1,,view review
79,,Savannah H.,08/12/23,,,,5,Came here in a weird afternoon lull as UVA Hospital visitors and sat at the bar for a late lunch but both both and interior are well designed. Good selection of wine and good happy hour. The golden beet salad with steak was phenomenal (some might not like the well done cook on the steak but it was perfect for me). Our bartender could have used a barback or second bartender but she held with own with a big pre wedding crowd. Would go back!,113,196,view review
80,,Carol P.,20/12/23,,,,1,Went for lunch. Oyster Po'Boy made me very sick for 2 days afterwards. Will NOT be going back,8,,view review
81,,Kevin S.,04/01/24,,,,3,"Pretty good food; very very slow service & kitchen. 

We came for the Christmas day prix fixe, and our 3:30 reservation took until almost 7. Considering the last seating was at 5, I felt awful for the staff.

We had intended to order a bottle of wine with dinner, and after-dinner cocktails, but when our pre-meal cocktails (an old fashioned and a straight whiskey - not exactly rocket science) took a half hour we decided to skip having any further drinks. 

The portions are large - a little too big for a high end coursed meal - but the food was good. Salmon was well cooked, but a little under-salted; the pasta was excellent. 

I want to love this place - an upscale black-owned restaurant - but a meal shouldn't take four hours, especially a holiday meal with a limited menu, unless I'm choosing to take my time.",10,1,view review
82,,Justin N.,07/02/24,2,,2,4,"Had dinner here and tried the restaurant week menu-- three courses for $35. I thought the deal was great! The food wasn't the best I've ever had but I thought it was good for the price. The inside of the restaurant is spacious and similar to a lot of newer hotel restaurants/ bars. For the first course, I tried the Fried Green Tomatoes. These were tasty and I would get these again. For the second course, I ordered the Bourbon Street Pasta with Blackened Salmon. The pasta was overcooked, but the blackened salmon was perfectly cooked. For the third course, the Creme Brulee was good, but I wasn't a fan of the cinnamon they added to it. I appreciate that the Ridley is Black-owned and pays homage to Dr. Walter Ridley, the first Black student to graduate from UVA. I'm interested in coming back to try the other dishes on the menu.",372,109,view review
83,,Kelly D.,08/02/24,,,,1,"Horrible service, poor management, cold food.  Very disappointing!!!  There are so many wonderful restaurants in Charlottesville!!  Avoid this one!!",2,,view review
84,,David S.,19/02/24,,,,1,"Cold food, one step down from Denny's. Not an experienced service staff. Ambiance was fine but overall extremely disappointing.",1,,view review
85,,Rich G.,20/02/24,,,,4,Dinner here with the fam. Convenient to UVA. Nice interior. Quiet. Fast and friendly service. My wife went with vegetarian options. I tried the duck confit gnocchi. Older daughter had salmon and youngest daughter had mac and cheese. Starters were corn bread and brussels sprouts. All good. Small wine list.,422,6,view review
86,,Mike R.,22/02/24,,,,4,We had a nice dinner at the Ridley.  Service was great.  We've been in the Charlottesville area for about a decade and it was nice to have another option.  Nice setting near UVa.,21,1,view review
87,,Charles S.,12/04/24,,,,2,"The Ridley provides the room service for the Draftsman hotel.  I called them directly and ordered a Caesar salad and a rib-eye, substitute asparagus for potatoes - pretty standard order. The woman who took my order was nice, which is half the reason for the second star.  I got a gruff return call about 10 minutes later from some guy.  First question: ""Did you order room service?"" Yes, I did. ""We are completely out of steaks, do you want anything else?""  Um you have like 5 entrees, how can you be out of one?  His answer: ""Well, everything is fresh.""  OK, makes no sense, they don't require advance prep just having them on hand, but whatever.  I asked for crab cakes instead.  He didn't respond, just hung up on me.  The food actually did arrive about 20 minutes later, but it was stone cold, the crab cake had so little crab it was more like a biscuit, no flavor, and there was no asparagus in sight.  The Caesar was worse than prepackaged salad, tasteless. The woman who delivered my order was nice too, which is the other half of the reason for the second star.  In sum, food is horrible, and something must be really off with management to get that phone call I did.  Avoid.",16,,view review
88,,Daniel V.,14/04/24,,,,5,"Ordered the Poy boy and Nashville hot per the waitresses recommendation and both were tasty. Both not too big, decent portions. The Nashville chicken sandwich had a little sweetness to it. They make their ranch in house so you gotta have it to dip your fries in. It's a really nice vibe, a lot of sunlight inside, great place to get friends together for brunch. They have a bar with a couple tvs that's separate from the main dining area too if you want to catch a game and have a beer or cocktail. Also several outdoor tables, perfect if the weather is nice.",116,217,view review
89,,Ron T.,16/04/24,,,,2,"I hate to waste any more time with this restaurant.  

If you were my friend and you told me you wanted to go out for an evening that it is not absolutely highjacked by horrendous service at a restaurant where no one NO ONE seemed invested in the establishment or your experience.  

I would say keep looking and avoid The Ripley.  Period",59,1,view review
90,,Jonathan W.,21/04/24,,,,4,"Really good food, nice chill atmosphere and great service. Definitely recommend if you're near ""the corner"".",28,47,view review
91,,Kim W.,21/04/24,,,,1,"The experience began by waiting for 10 + minutes for someone to acknowledge us. I watched as the servers whispered about who was going to wait on us. Charlotte was chosen and she had an attitude the entire time. 
The food was horrible and slow to arrive. 
The cornbread was blah. The deviled eggs were also blah. Our entrees were supposed to be ""blackened"", but arrived burned, instead. Wr ended up getting them removed from the bill, but the process was difficult and they made it seem like we were the problem. We should have just eaten inedible food and liked it. Our server was upset that we complained about it. 
The service should have been better. We observed them all goofing off, in a group, instead of waiting on people. 
I would warn people not to go here. The food and service are awful. Marriott should  have them removed. It is a black eye for the company. I expect so much more.",314,254,view review
92,,David R.,28/04/24,,,,1,First time here.  Ordered the ribs and they came out cold like they were just pulled from a refrigerator.  Sent them back and after quote of a bit of a wait the server brought a new order out that appeared to be overly microwaved and chewy.  Can't blame the server as he tried hard but the food was awful.  Will never come back.,14,,view review
93,,Joe S.,10/05/24,,,,2,"Not worth what they are charging. Terrible service. Food and drinks were meh. Ambiance is nice

The hostess kindly sat us down and brought us water, which communicated that our server may have been busy. She also took our drink order so we didn't have to wait that long. Drinks came to us not too long after. But a different server brought the drink, dropped it off without saying a single word. (Not the type of service at this level of restaurant)

The actual server came maybe 5min after we got our drink. We ordered a oysters, Rockefeller oysters and the fried green tomatoes. Held off on entrees to see what we were feeling after the apps. They took forever; waited about 25-30min. Had to ask where our food was, gave ourselves a 10min countdown before we were gonna leave. They could've just brought the raw oysters and told us they were backed up. We would've been fine if they communicated. 

We ordered another round of drinks which was bland. Food was meh/bland.",8,,view review
94,,Maralyn H.,19/05/24,,,,4,"The restaurant is conveniently located at the Draftsman Hotel, a 10minute walk from the Rotunda at University of Virginia.  Our table servers were lovely. Prices were similar to big-city hotel prices, probably a little higher than some in the area.  Food quality and quantity were excellent.  Servers were attentive and friendly.  Very clean, too.",68,63,view review
95,,L M.,26/05/24,,,,3,The food was just okay. Staff was very sweet though and the place is very clean. Probably wouldn't go back:/,109,,view review
96,,Mrst W.,26/05/24,,,,2,Was really disappointed the food was not what we expected. The appetizers were good and the drinks were good as well. The entrees were not as flavorful like we thought,40,22,view review
97,,Vicki S.,02/06/24,,,,5,"Had an amazing brunch at The Ridley this morning.  The food was outstanding, some of the best southern cooking I've had and I just spent a week in Charleston!!

Shelly was a great waitress, super friendly and attentive.  She encouraged us to try the grits and the homemade buttermilk biscuit with our omelets - both great choices.  Topped it off with a peach mimosa!  Definitely coming back next time I'm in Charlottesville.",1,,view review
98,,Jorge G.,02/07/24,,,,3,"We stopped in Charlottesville for a few days to do some sight seeing. This place has a cool decor which caught my eye as we were driving in to the hotel. We decided to sit at the bar and although the place did not seem to be that busy, the bartender appeared to be overwhelmed. We ordered some cocktails; my wife's Pine Apple-lime martini was excellent, I on the other hand ordered a dirty martini and ended up with a less than dirty martini, if fact, no dirt at all. It was Belvedere Vodka, which on its own is good, the bar tender, although very nice, Houdini. The Oysters looked  appealing, we like them raw and at $32 for a dozen, and that they are shucked to order, have to be good right? Oysters are best served ""cold"", not luke warm, and normally on a bed of ""ice"". Secondly for $2.67 a piece, these Oysters were anemic, with no vinaigrette, crackers, etc. which the menu says come with them. The bottle of Prosecco helped wash them down. Ok, being adventurous, we pressed forward our drinks plus the Prosecco were kicking in. My wife ordered the Caesar salad with the shrimp which she said was delicious and I ordered the buffalo seasoned  cauliflower. Seasoning, ehhh, but the cauliflowers were good size. Desert martini was the ""Wahoo Daiquiri"", delicious. Moral of story .. stop in for a Signature Martini or Daiquiri, roll the dice on food, enjoy the ambiance.",32,28,view review
99,,Cat H.,18/07/24,,,,2,"Went in for restaurant week with reservations at 7pm. The hostess was very friendly in seating us and our server brought over water while the other member of my party had left the table. She stated she would return to introduce herself when he returned. He returned to the table and she didn't return for almost 10 minutes.  She took our drink orders and we ordered our appetizers. She returned several minutes later to let me know they were out of the items to make the extra credit passion fruit cocktail, so I ordered the wahoo daiquiri instead, my date had ordered an unsweetened tea; which had yet to arrive in this time frame. We sat and talked and waited for our appetizers to arrive. My drink arrived about 15 minutes later and we began to wonder about our food. At which time, we'd been waiting awhile since placing the order and had watched several couples/parties come in after us and get their appetizers by now. 45 minutes in to being there, we finally got our appetizers. The cornbread was hot and delicious. The shrimp cocktail was warm and slimy, not so great. We both ordered the chicken and waffles and it came out not long after our appetizers; which didn't surprise us. The chicken was hot and flavored well. The waffles had so much cinnamon butter on them, it made them cold to eat. But when put together, it wasn't bad. When it came time to order desert, one of the reasons I chose this specific restaurant for dinner, they stated they didn't have the crème brûlée that was on the restaurant week menu. That it hadn't set and wasn't available, so they could offer the banana pudding or a slice of cheesecake with berries. What a disappointment this was. After the terrible service we had, this just ruined any good that had come from the food. We ordered the cheesecake to go and when it came out in the to go containers, it was more of a sliver than a slice. It looked like they took a slice and cut it on half to share with two people. We paid our bill and asked the server for a bag to carry out the to go containers in and she stated she would be back with it, to which she never did. We had to ask her 3 additional times for the bag before we finally got one to use. This was one of the worst service experiences in dining I've had. The cornbread was amazing and I would come just for that. But the rest lacked anything to be desired. I understand things happen in a kitchen and places run out of things, but when it's restaurant week and you've posted a specific menu; that menu should be followed. If you're unable to, that should be stated upfront when your sat at the table, as they had known all day. Disappointing start to my first time in Charlottesville for restaurant week.",13,,view review
100,,Katina T.,24/07/24,,,,4,"Ordered the deviled eggs, oysters, and shrimp and grits.

Deviled eggs 3/10

Oyster Rockefeller 8/10. They would've been a 10/10 if they didn't arrive to the table cold. 

Shrimp and Grits 10/10. This dish was so good. Very flavorful with the slightest hint of spice. I absolutely loved it!",3,41,view review
101,,Andrew D.,03/08/24,,,,5,"We took a drive over to Charlottesville for some quick shopping and a movie. We wanted to try a new spot (to us). We chose the Ridley and met Shelley! She was awesome with her personality, attentiveness and recommendations! We took her up on her recommendations and loved the cornbread, shrimp and grits, and fried chicken with smashed sweet potatos!! All was sooooo good! She connected with us almost immediately and helped us have a wonderful dining experience!! Check them out!!",147,11,view review
102,,Kristen D.,19/08/24,,,,1,"We will never dine here again - the only thing the Ridley has going for it is the ambiance. It is a really nice looking restaurant - but this is not a quality restaurant at all. The service was honestly despicable. I will note we had a party of 10, but even the small tables around us were complaining, and the restaurant was not even busy. The bad service was very clearly an ongoing issue and unrelated to our party size. Our server was extremely slow and never bothered to ask if we wanted refills. The kitchen was also bad. Everyone's meals came out at different times, and took forever. We were there just over two hours but not because we were leisurely enjoying our meals - over half our table got salads and two others got sandwiches and one set of ribs. While I could understand the ribs taking some time, they were actually the first out of the kitchen. One salad didn't even come until after everyone else had finished. I personally got a Caesar salad with steak cooked med rare. The steak was more well done and the salad wasn't even tossed and the dressing tasted like it had gone bad. Also of note, several people got the same salad, but they came out looking completely different. For example - two people got the beet salad but one came out in a large bowl and had goat cheese and other little bits but the other was on a small side plate without any cheese or anything. Same with the Caesar salads - all the plates were different. By the end, we could not wait to leave. For an Autograph Collection hotel, this restaurant was an absolute miss. Save your time while in Cville and avoid the Ridley - there are plenty of wonderful restaurants with solid service and great food!",61,,view review
103,,Ennis W.,22/08/24,,,,1,"My partner and I were there Wednesday evening, August 14. That was the fifth night of what was otherwise a truly wonderful road trip vacation. We stood waiting for probably 10 minutes before a sullen, shabbily dressed young woman arrived to seat us. She greeted us with attitude and one word ""Two?"" She grabbed two menus, whirled around and showed us to a tiny high top table. My partner asked if we could be seated at one of the two empty booths just 4 or 5 steps away. That's when the young woman's performance began. She charged off, returned with a wet rag and began furiously to clean both of the empty booths. Literally snarling, she seated us at one of the booths, and threw two menus on the table. Momentarily she returned and literally threw two small plates in front of us. Both of the plates actually bounced. She left and never returned, although she was racing around the nearly empty restaurant the entire time we were seated with no apparent purpose, obviously angry at the world, not just us. After we were seated, we waited another ten minutes before I got up to go find a server, as none had appeared. That server was lovely, kind and efficient.The food was okay, but the night was completely ruined for us by the hideous behavior of the hostess. I cannot remember a worse restaurant experience ever, anywhere. I would avoid this place. Period.",1,,view review
104,,Rusty R.,24/08/24,,,,1,"Shoulda went somewhere else, but it was across the street from the Courtyard Marriott and had a large crowd dining outside. Sat at the bar and looked at eh menu for 5-10 minutes with nothing looking good. Settled on a Grilled Chicken sandwich and swapped the fries for collard greens. Sandwich came with Mayo on it... Disgusting . Scraped off what I could and tried to eat it as I was hungry. Absolutely zero seasoning -no salt, no pepper, nothing. I don't even think it was grilled. Tried a bit of the collards and they were old and really shredded up. I love hot sauce, but someone had added some to this to cover how old they were. A 20oz Miller Lite (that smelled like a dirty dish towel) and a crappy chicken sandwich was $37. Run anywhere but here.",90,,view review
105,,Maria Izabel B.,25/08/24,,,,1,"*1/5 stars*

""I'm extremely disappointed and upset with my recent experience at The Ridley. As a service animal owner, I was mistreated and misled by the morning manager Brigitte . Despite informing them about my service animals, they failed to accommodate us properly . It's unacceptable for a business to be so ignorant and unaccommodating towards customers with disabilities.",5,,view review
106,,Connor B.,01/09/24,,,,5,"What a tremendous restaurant for many reasons. The braised lamb shank, exquisite taste. Our server, Shelley, learned all of our names in record time. She was awesome. The history of the establishment was impressive. We will all be back.",1,,view review
107,,Rhonda B.,15/09/24,,,,2,The restaurant was clean and the staff were very friendly.  That is the only thing good about this place!   WAY OVER PRICED FOOD!  We paid 70 for 2 chicken dinners.   The chicken was burnt and the serving sizes were small. One biscuit and a small portion of sweet potatoes and 2 stalks of asparagus.  If you like spicy burnt food. Eat here.   Could have gotten better food and cheaper food at Canes.  No wonder the dining room was empty. Should have taken that as a sign.,1,,view review
108,,Jamie P.,22/09/24,,,,1,"I made a reservation one month ago for this restaurant and was excited to experience the southern cuisine. We were seated in the bar area at a dirty table. About 10 minutes after seating we were greeted by our bartender/server who said "" sorry, usually they let us know if they seat these tables."" Certainly didn't make us feel welcome and it felt like our seating was an afterthought despite me making this reservation weeks in advance. The jalepeno cornbread was fine. I wish I could tell you how any of the other food was... but after 45 minutes of sitting and not placing our entree order we lost hope and flagged down the bartender to pay our bill. What a disappointment to a highly anticipated weekend in Charlottesville. Would not recommend.",8,,view review
109,,Brad H.,23/10/24,,,,1,"This place is over priced for what you get. $20 for a plain Ceasars Salad. We got there before dinner rush and it took a very long time to be served. Service was mediocre at best. Very loud atmosphere
 We ate there because we traveled all day and didn't want to drive anywhere.  BAD MISTAKE!!!",60,4,view review
110,,Jeff S.,26/10/24,,,,4,"The hotel and the restaurant/bar are great. I've been there three times, and unfortunately, each time, one of the bartenders (Savannah) comes across as a very unhappy and disagreeable person in general...both to customers and her coworkers. Lots of eye rolls, sighs, and general exasperation directed toward everyone.

Detwan was great and gave us friendly and excellent service. Smiling, happy, and accommodating of a special request we had.

We will certainly be back, but this comment needed to be written down.",1,,view review
111,,Shannon B.,01/11/24,,,,5,"Decided to drive to Charlottesville for a girls trip and stopped in at the Ridley for dinner had the opportunity of meeting a worker there by the name of Savannah she was so polite, helpful explained, cheerful smile, and very polite was great. Having conversation with her. She definitely will make us decide to wanna come back.",1,,view review
112,,Melanie M.,03/11/24,,,,1,"I've been to many restaurants across the country, and unfortunately, this was by far one of the worst brunch experiences I have ever had.

It took over 20 minutes from the time our group sat down to place an order. Our waiter was constantly nowhere to be found and it took forever to get his attention for anything. A table next to ours received their food before us despite the fact that they arrived after us. By the time our food eventually came, it was extremely cold and tasted like it had been sitting out for a while -- which wouldn't be a surprise since our waiter seemed to forget about our table altogether. And if that all wasn't enough, after we got our receipt (once we managed to get our waiter's attention), we realized that we were charged for TWO sandwiches despite only ordering one. Attaching the photo of our receipt here for proof since the restaurant refuses to answer their phone -- again, not a shocker. To top it all off, the delayed (lack of) service almost made us late for my friend's out-of-town departure.

Unless you are desperate for food and have no other options, do not come here. I cannot stress this enough.",6,,view review
113,,Sandy D.,09/11/24,,,,2,"Brunch is not what you want to experience at the Ridley.   Coffee is too strong and must have sat around.  After ordering we had to ask for the following, sugar, spoon, salt and pepper .  As if the waitron didn't check tables or do set up.  Meal was brought w incorrect sides and was underwhelming. Spoiled arugula on avocado toast was a bummer.  No worth $50 brunch.",56,23,view review
114,,William F.,13/11/24,,,,3,Dinner Service was very energetic and good. Ambience OK. Food OK.  Breakfast was fine.  Sliders open to outside make Al fresco dining an option.,6,,view review
115,,Cassidie S.,01/12/24,,,,5,We had an amazing birthday brunch! Our waitress Shelly took great care of us!!! She was so kind and gave us free dessert! Will be coming back!,26,,view review
116,,Shenise F.,08/12/24,1,1,1,5,"I love when the richness of the origin story of a restaurant matches the delectable dishes that come out of the kitchen. 

This black owned restaurant located in Charlottesville, VA was named after Walter Ridley who was the first to receive an academic doctoral degree from the University of Virginia. 

As part of the Thompson Restaurant Group was familiar with the aesthetic and I was excited to experience the menu at this establishment. 

My order consisted of:

- Pineapple Lime Martini 
- Crispy Brussel Sprouts 
- Gumbo
- Collard Greens

Everything was beyond delicious and I would definitely comeback to order everything I ate again.",190,44,view review
117,,Bill D.,10/12/24,,,,2,Overpriced. $34 for an unremarkable shrimp and grits. We waited 45 minutes for our food. Several tables seated after us got their meals before us. Manager said she wasn't a cook and couldn't explain how the kitchen worked.,11,,view review
118,,Emma E.,13/12/24,,,,4,"I still think the Ridley is a good restaurant choice in cville - the food has been slightly inconsistent the few times I've been (same with the service) so knocking off a star. If you're in, ask for Angela - she's the best server they have!",249,18,view review
119,,Toni C.,22/12/24,,,,2,"Ambiance was great but the food was slacking. Started off with the Espresso Martini w/chocolate coca puffs on top, however it didn't come with the topping. Ordered the fried green tomatoes appetizer, the breading was thicker than the tomato so the tomatoes weren't cooked. Lastly the Mac and cheese didn't have any cheese but had a major helping of bread crumbs on top. Very disappointing food experience.",1,367,view review
120,,Wynkyn N.,04/01/25,,,,4,"We've eaten several times at the Ridley and can recommend it as a reliable restaurant inside the Draftsman. The seasonal cocktails change, but the rest of the menu is consistent each time we visit. The deviled eggs are worth trying! And the Brussels sprouts are a little spicy, in a good way.",4,,view review
,,,,,,,,,,,
