,,Author,Date,Cool,Funny,Useful,Rating,Message,"Author Reviews","Author Friends","Author ID",Location,"Profile URL","Profile Photo",URL
33,,"Judson H.","2021-06-22 20:29:44",0,0,0,0,4,"Monsoon Siam was a cool spot right on the corner where we had a bit of a wait to be seated plus a bit of a longer wait for the food but an overall delicious experience in spite of that!

We came on a weeknight, and it was PACKED at rush, which is no surprise, but it was quite easy to put our name in and get a text when we needed to come back for our table. I ordered the panang curry and was very very satisfied. It was hot, savory, sweet, and filling--all the things you hope for in a curry. I took some to go and it was even better the next day. I also ordered the pad thai with chicken to go to have for lunch the next day, and it was very delicious, although I didn't care for whatever peanuts they used to top it with--they were a bit too fragrant and crunchy. 

I'd definitely come back here for some curry and a seat outside, where even the cars rolling by can't take away from the beautiful garden-esque patio out front.",180,764,zD8qLnvBjAewE0RYxRP4kg,"Lynchburg, VA",https://www.yelp.com/user_details?userid=zD8qLnvBjAewE0RYxRP4kg,https://s3-media0.fl.yelpcdn.com/photo/nts4yLn5N46H8q4fLjQgkA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
34,,"Katie N.","2021-08-07 16:25:51",2,0,0,2,4,"Came in here for dinner and liked how this restaurant used to be an old home. 

The customer service is very attentive. All the servers were very nice and full of smiles.

Parking is very difficult in this area. We walked from the hotel at Omni.

The food taste great and used fresh ingredients. I got thr pad see eww, the sun dried beef and my friend got the seafood noodles. 

The seafood taste fresh and they gave you a good variety from Scallops, shrimp, calamari, and mussels. 

The Pad See eew was also tasty.

The sun dried beef taste well marinated and almost like a fresh thicker cut of beef Jerry.

Overall, when it's busy, there is a wait, parking is limited, but customer service ambience and food is great.",418,245,mghpvEtRLpwzJr371685IQ,"Auburn, WA",https://www.yelp.com/user_details?userid=mghpvEtRLpwzJr371685IQ,https://s3-media0.fl.yelpcdn.com/photo/xFSu3AEhCh3m-l9K2CdbkQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
35,,"Margaret H.","2021-09-17 01:10:34",1,0,0,0,4,"Came here for lunch and will be back very soon! If you're looking for fresh tasting Thai this is your place! The ingredients they used tasted fresh and wholesome (and didn't feel like a sodium trap)

We started off with the fresh rolls, they were fantastic as was the peanut sauce that came with them. We ordered the Phanaeng curry with tofu. The curry tasted exactly as you'd hope. It was creamy but not dense, and had spice, but didn't leave your mouth on fire. And Paired with the tofu that was well seasoned and fried it really was a great dish. 

We also ordered the pad se ew with shrimp. I have had a lot of pad se ew from many different Thai restaurants, this may be my favorite to date. 

The staff was very pleasant and attentive and the patio seating in a pretty September day was the perfect spot to stop for lunch on a work day!",78,9,sSKX3tnZ20afS_XN-yAD9g,"Charlottesville, VA",https://www.yelp.com/user_details?userid=sSKX3tnZ20afS_XN-yAD9g,https://s3-media0.fl.yelpcdn.com/photo/KMXRMcfiZGtla82Lb7op9Q/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
36,,"natasha f.","2021-09-27 18:03:49",1,0,0,1,4,"Delicious food! The waitress was superb. 
The Thai tea is sweeter than we are used to and the Drunken Noodles were super spicy for us. We will be back.",86,3,xGcLm_0M6spJ5pvq9X77dA,"Fredericksburg, VA",https://www.yelp.com/user_details?userid=xGcLm_0M6spJ5pvq9X77dA,https://s3-media0.fl.yelpcdn.com/photo/_Tx-aTt8uP-SJkw_JxH-SA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
37,,"Christina W.","2021-10-17 01:42:04",0,0,0,2,5,"The manager Lin is super nice. And in general, the food is great. Drunken noodles, standard good...roasted seitan is what's up! Fairly nice environment with lively patio seating.",30,1,zEp1qbEc5z_NoYYsa5Z-nQ,"Alexandria, VA",https://www.yelp.com/user_details?userid=zEp1qbEc5z_NoYYsa5Z-nQ,https://s3-media0.fl.yelpcdn.com/photo/EaoklHZEHMssmja0qnFEUQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
38,,"Kody P.","2021-10-24 23:13:36",0,0,0,2,5,"Some say this is the best Thai restaurant in Charlottesville, and I say it's definitely up there. They have plenty of seating inside despite its outer appearance. However, I definitely recommend outdoor seating since it's quite peaceful and aesthetic. Come closer towards dusk and you'll understand what I mean. Service here was solid despite the busyness that comes with evening hours.

Pad Thai can be slimy in some places or too dry in others, but here it met right in the middle. Most, if not all, Pad Thai dishes come with a small pile of grounded peanuts next to the noodles. I usually expect to taste some sort of a subtle nutty flavor, but the pad Thai here had a much richer nutty flavor in its noodles. Unexpectedly really good, flavor wasn't too overwhelming. Portions here are also just right, it'll fill you up. Fried veggie egg rolls were fantastic. Piping hot (be careful), crispy, and quite large honestly: well worth.",81,176,5zBkWQS6hXr8dqlEAUd4iw,"Auburn Hills, MI",https://www.yelp.com/user_details?userid=5zBkWQS6hXr8dqlEAUd4iw,https://s3-media0.fl.yelpcdn.com/photo/wi7VFf2cn5-XBfDkEQcTJQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
39,,"Jen S.","2021-11-13 14:40:12",1,0,0,2,5,"I've been meaning to try this spot at night since moving here in March and so glad I finally did. What a cool ambiance as it's in a historic house right on Market St. Market lights strung outside with heaters to keep you warm. We had the cucumber Saki along with fresh Thai rolls that were so yummy with avocado in them and peanut sauce to dip. I ordered pad Thai with chicken and my friend ordered the lamb with yellow curry. Everything came out really quickly and it was such a good pad Thai!! I'll be ordering to go from there for sure if I'm not able to get another night out from the baby soon!",272,236,-9u2uFwhlj3Yq4mG5IweoA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=-9u2uFwhlj3Yq4mG5IweoA,https://s3-media0.fl.yelpcdn.com/photo/JnlbD3rqijoIoUOvten3TQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
40,,"Gina C.","2021-11-29 21:49:50",0,0,0,1,5,"This place was soooo good! Just thinking about what I ate there has my mouth watering! It was busy but we were seated outside quickly. Service was super prompt and the food and wine was flowing! I highly recommend it. I can't wait to go back!",226,37,ULORHe9WdrcZ_-X2mRvUcA,"Fort Mill, SC",https://www.yelp.com/user_details?userid=ULORHe9WdrcZ_-X2mRvUcA,https://s3-media0.fl.yelpcdn.com/photo/L-eTZrAsfY2dh8A4bUuSCQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
41,,"Lihi M.","2021-12-03 23:25:20",0,0,0,1,5,"GREAT food, decently priced, and truly authentic. We ordered the chicken satay which was great, papaya salad which was wayyyy too spicy, beef pad Thai which was amazing, and red curry which was also too spicy for me. Overall was great!!",152,21,YWAf5wPGx996u3NwKU1tIA,"FL, FL",https://www.yelp.com/user_details?userid=YWAf5wPGx996u3NwKU1tIA,https://s3-media0.fl.yelpcdn.com/photo/PaP3vcOGH_yinSchxkUpIQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
42,,"Joseph T.","2021-12-05 01:53:44",0,1,1,1,3,"Ordered takeout with friends. I had the Tom yum soup with minced chicken. They packaged the food well which made it easy to assemble.",3259,87,SqVUNVeYJblyoUz4e-Fiqw,"Brooklyn, NY",https://www.yelp.com/user_details?userid=SqVUNVeYJblyoUz4e-Fiqw,https://s3-media0.fl.yelpcdn.com/photo/DXqt9wip4DGm56AW92N-xA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
43,,"Lynn M.","2021-12-11 02:13:33",0,1,1,3,1,"HORRIBLE SERVICE! 
We were seated at 7:30 and didn't have anyone come to check on us or take our order for 15 minutes.  We placed our order at 7:45, the people that were seated beside us placed their order a few minutes after ours. 
They were served their appetizers before us we had to ask them to check on our appetizers, then they brought ours, 8:05.  At 8:30 we again had to ask about our food,  the people who came after us got served their food before us .... After an hour waiting we ask to have the food packed to go.   When we received the check the wait person apologized, but I'm not sure if he knew why he was sorry. We get home and low and behold their is a HAIR in one of the dishes.   I call the restaurant to let them know about the hair and the bad service,  the Manager, Ling, said to bring the food back and he will refund my money.  I questioned them closing at 9pm and it's 9:03.  It would take me 15 minutes to get there.  Not taking it back....not worth the time.  Bottom line....
We will never go back.",16,0,YCwGTjDrccnTvFYd_m9t9A,"Rockville, MD",https://www.yelp.com/user_details?userid=YCwGTjDrccnTvFYd_m9t9A,https://s3-media0.fl.yelpcdn.com/photo/_-7WW62C3THej9tKGVndtg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
44,,"Kassity L.","2021-12-20 02:21:22",3,1,1,1,4,"One of the few places in Charlottesville that is open on sundays and mondays. We came here for dinner on a Sunday - called earlier in the day to make a reservation and there wasn't any problem getting one. Ordered the pad see yew, lamb chop yellow curry, and crispy duck, and each was generally good but had some issues. Crispy duck was pretty bland by itself though it came with some sauces (which seemed to just be some spicy garlic sauce and mayonnaise, so nothing too special). Pad see yew was very over seasoned, though flavor was good and shrimp we got with it very well cooked. Lamb chop was made with lean cut of lamb so it came out a bit dry, but flavor was good. 

Service was pretty fast, though inside did feel a bit crowded.",231,78,AcAMNMHml-usc6757lg5Gg,"Washington, DC",https://www.yelp.com/user_details?userid=AcAMNMHml-usc6757lg5Gg,https://s3-media0.fl.yelpcdn.com/photo/0MYKIZCSYPvGw7JKiAEg-g/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
45,,"Layne R.","2021-12-29 23:13:33",1,0,0,1,4,"OK service, Great Food, Excellent Decor


Monsoon Siam is an incredible outside, nighttime eatery. The lights and ambience of the city of Charlottesville heighten the experience to a level some better Thai places will never accomplish.

When my sister and I were seated, we placed our orders quickly. I ordered an appetizer of a coconut milk soup (Tom Ka?) and pad thai. My sister ordered chicken fried rice. We ended up waiting nearly 25 minutes for my soup to come out. During that time, no one came to the table. Was the soup made to order? Anyways, the soup was thankfully delicious and the best part of the meal. There was so much soup in this bowl!

The main courses came out 10 minutes later. I love pad thai, so I always have high expectations. This pad thai was good. Just good. I would say the same about the fried rice.

Overall, go here for the ambience and the coconut soup. The food is good and so is the time you'll have amongst friends.",188,142,fiSTQm4bu4WU1UtcL4wnPg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=fiSTQm4bu4WU1UtcL4wnPg,https://s3-media0.fl.yelpcdn.com/photo/h4vPXqCbyOroMIECy55xVQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
46,,"Samantha L.","2022-01-23 21:39:32",0,0,0,3,5,"Great Thai food and cute restaurant. I had the Kao Soi and added shrimp. It looked amazing and the dish was so tasty! Shrimp was $3 extra and I felt like they added enough large shrimp to it to make it worth it. 
My husband got Drunken Noodles and added shrimp too. He's used to this dish from Richmond, Va Thai restaurants and said the one here was the best he's ever had. 
We'll be back.",19,0,TxMAPvWAo8e48l1Qs4yDNA,"Richmond, VA",https://www.yelp.com/user_details?userid=TxMAPvWAo8e48l1Qs4yDNA,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
47,,"Kayla N.","2022-02-11 04:33:18",0,0,0,4,5,"A Thai place that never disappoints! There are plenty of Thai restaurants in the Charlottesville area, but Monsoon is definitely one of my top choices. They have a nice dining area (even outdoors for warmer weather), and the staff are very friendly. I ordered the crispy flounder special with sweet and sour sauce, which came with an assortment of vegetables and pineapple topped with crispy noodles. The fish was flaky and moist, and their fried fish dishes never disappoint! The sauce was a bit too salty for my taste, but that's what the side of rice was for. The shrimp was juicy and tender, and drunken noodles were very classic. We ended with Thai mango and delicious sticky rice that was topped with coconut milk. It wasn't too sweet and a wonderful way to end the meal. I would definitely recommend Monsoon Siam to anyone craving a variety of classic yet unique Thai food!",12,9,yZix9CD9J98VUJIX9h042Q,"Annandale, VA",https://www.yelp.com/user_details?userid=yZix9CD9J98VUJIX9h042Q,https://s3-media0.fl.yelpcdn.com/photo/SFPBFMCw8W0sFmpBBOS_Zg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
48,,"Alison H.","2022-02-22 17:08:49",0,0,0,2,5,"Such a cute little establishment with excellent service and amazing food. We all got something different and it was all so good!
Be prepared for layers of flavor and the perfect amount of spice.",29,0,vdaLa158vXI_ehgvP6a75Q,"Richmond, VA",https://www.yelp.com/user_details?userid=vdaLa158vXI_ehgvP6a75Q,https://s3-media0.fl.yelpcdn.com/photo/9kZDXUiC3wOfNgGXdwfzjA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
49,,"Daanish B.","2022-02-22 20:55:21",1,0,0,0,4,"Inside was busy on a Monday night. 

Fresh Rolls as an appetizer for $8. They came with a peanut sauce that was quite nice. But, given the price, I probably could have gone without them. 

I ordered the red curry w/ chicken for $14. Medium spice has got a little kick.. The chicken went well with the broth. Extremely flavorful. 

The service was extremely nice and attentive.",46,23,VtkS1Gri3BKOMlT2q6s1xA,"Erie, PA",https://www.yelp.com/user_details?userid=VtkS1Gri3BKOMlT2q6s1xA,https://s3-media0.fl.yelpcdn.com/photo/arzZkvKTtN0Agify3DUigg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
50,,"Andrea P.","2022-04-12 17:28:32",1,1,1,3,5,"One of the best Thai food I've had!! Every dish was so flavorful and the portions were generous. Not to mention each one was also aesthetically pleasing. Highly recommend the kao soi! Such a special dish but warning: there is a kick of spice",61,19,tPJdJh6w112xq_kVgPx-Iw,"Redwood City, CA",https://www.yelp.com/user_details?userid=tPJdJh6w112xq_kVgPx-Iw,https://s3-media0.fl.yelpcdn.com/photo/HT3A9iFZjqNG_V1GCCqkdA/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
51,,"K. Anand S.","2022-04-15 17:01:39",0,0,0,0,3,"Visiting the area with family and decided to have lunch. It took 1 hr for the food to arrive. Papaya salad was nice. Pik pow with chicken was also great with the right balance between sweet, salt and spicy.",228,1,JW2hZQfJLr5FNyTU-FQS_A,"Aldie, VA",https://www.yelp.com/user_details?userid=JW2hZQfJLr5FNyTU-FQS_A,https://s3-media0.fl.yelpcdn.com/photo/AjqrI0Hcv01uVZ-b-rS03Q/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
52,,"Jasmine M.","2022-04-18 03:45:17",0,0,0,3,5,"One of the best Thai places in Cville! I love their pad see ew and the vegetarian kao soi! The outdoor seating is also wonderful for a warm evening!",127,44,Qk8Nkl5wSm7WIrkGEu27Bw,"Baltimore, MD",https://www.yelp.com/user_details?userid=Qk8Nkl5wSm7WIrkGEu27Bw,https://s3-media0.fl.yelpcdn.com/photo/JEjXOfbeeU1EwyCNFVv0TQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
53,,"Imo O.","2022-04-18 21:27:47",3,1,1,4,5,"Finding this place in the last three weeks I have left in Virginia makes me so sad because this is the best Thai food I have had in such a long time. 

It was a perfect day so we sat outside underneath the umbrellas. So colorful and cute, I love it.

We started off with drinks and we got the Ruby Mule and Thailander - highly recommend as both drinks were great! Ordered the chicken satay and pork gyoza as starters. Just with these items alone, I was already impressed as each plate was so GOOD!

Now for the food. Let me start with 10/10! The Ka Pow was such a good spice! Had a kick but still good enough to eat and enjoy. My partner got the Pad Thai and he loved it too. 

Though this is an hour away from me, it is so worth the drive!",203,531,5NW3QBHwUyxY-eeHQ4VGTA,"Thousand Oaks, CA",https://www.yelp.com/user_details?userid=5NW3QBHwUyxY-eeHQ4VGTA,https://s3-media0.fl.yelpcdn.com/photo/0llCg7n0OW1hjSEdDBe01g/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
54,,"Hannah A.","2022-05-04 16:23:14",0,0,0,1,5,"Service and food were both excellent! The Papaya Salad and Fresh rolls were both delicious and fresh, and the fried rice and noodles were also so good!!",2,0,dT5_bT19ePgNM7QNYlzOmg,"Ontonagon, MI",https://www.yelp.com/user_details?userid=dT5_bT19ePgNM7QNYlzOmg,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
55,,"Lauren S.","2022-05-09 01:56:07",1,0,0,1,5,"Spring roll appetizer was very good and my main entree that had crispy pork belly, wonton noodle, Chinese broccoli, and bean sprouts was delicious. Pork belly melted in mouth and wasn't too spicy. It was a very calm atmosphere inside as well",70,6,nQhnEuuB4m9y-sndYvobow,"Durham, NC",https://www.yelp.com/user_details?userid=nQhnEuuB4m9y-sndYvobow,https://s3-media0.fl.yelpcdn.com/photo/zSfW12KZCeB9xHdWFvEf0g/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
56,,"Jimmy S.","2022-05-20 23:27:17",1,1,1,2,5,"This is easily the best Thai in town.  Their ""fresh rolls"" (lettuce and avocado wrapped, with a peanut sauce) are freaking amazing.  We are to the point now, that we will not share them.  So we both get an order as an appetizer and then just share a main course, usually pad Thai or Thai fried rice with beef.",206,167,9sT5Cbax_JDuWm_Awj9fAw,"Barboursville, VA",https://www.yelp.com/user_details?userid=9sT5Cbax_JDuWm_Awj9fAw,https://s3-media0.fl.yelpcdn.com/photo/AJKmXWjSSU5kxr_jghxbIQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
57,,"Martha H.","2022-06-10 01:26:13",0,0,0,1,4,"Decided to get Thai with some friends last night and had a great experience. Ordered the Thailander cocktail (quite mango-y and refreshing + got me and my friend a good buzz). Ordered the gyoza  fried and the veggie... both were tasty but I recommend the fried pork ones.. drunken noodles were fire and if you want it spicy they do it... so careful... but if you like that you'll be happy! Pad Thai was okay.. kinda had a weird smell to me but that could be me. Overall though I would commend the service for how quick they were and how tasty everything was! Seriously though it was crazy how fast they brought everything to us!! Recommend this spot to anyone coming to this area looking for a quiet, relaxing and tasteful evening.",8,6,U8AUiWLRZlk_uMVhlL0jfQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=U8AUiWLRZlk_uMVhlL0jfQ,https://s3-media0.fl.yelpcdn.com/photo/8R0j71G0jDrtRUSmHa6L3Q/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
58,,"Diana C.","2022-06-13 16:07:07",0,0,0,1,3,"Decent Thai food. I got pad see ew with chicken and it was good but I wish the noodles had been cooked a little more. Hun got drunken noodles with shrimp and soft shell crab. They were super spicy. I normally like the sweet heat of drunken noodles but with these all I tasted was heat. The fresh rolls were good.",218,13,N0qn32syMh8ZqDJdHJdErA,"Martinsburg, WV",https://www.yelp.com/user_details?userid=N0qn32syMh8ZqDJdHJdErA,https://s3-media0.fl.yelpcdn.com/photo/IOXoKzhaGp9K6AJvmelr4Q/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
59,,"Erica T.","2022-07-03 00:06:41",0,0,0,1,5,"Food was amazing and the service was excellent. Best Thai food I've had in a long time. Pad Thai was awesome!",2,0,4S_Bd92lLsE5qSbm20LrsA,"SoMa, San Francisco, CA",https://www.yelp.com/user_details?userid=4S_Bd92lLsE5qSbm20LrsA,https://s3-media0.fl.yelpcdn.com/photo/4Wmm6J1pNDx2-Y9WlTqknQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
60,,"Aric F.","2022-07-08 20:17:15",0,1,1,0,2,"Don't come here with a large party like we did or else you're bound to wait an hour for your food to arrive after you order. We sat and watched many tables that arrived after us be served food before we were finally served.

They were very up front with the fact that they were understaffed in both the kitchen and with waiters/waitresses. Which is fine, but I feel like they should not have the restaurant at full capacity if they can't keep up with the demand. It honestly wasn't worth the 1+ hour wait for service that doesn't check in on you, and just okay food. I've been to better thai places, and I've been to better dinner places in downtown charlottesville.",18,3,skNfKG0hAKQxt3jpaMUMog,"Harrisonburg, VA",https://www.yelp.com/user_details?userid=skNfKG0hAKQxt3jpaMUMog,https://s3-media0.fl.yelpcdn.com/photo/81hbria4kPQbHN_F-MLJlQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
61,,"Emily L.","2022-07-14 14:35:10",0,0,0,1,5,"One of my favorite Thai places near grounds. My first memory eating here was when I came with a group of friends (at this time I just received my early decision acceptance) and my best friend got the drunken noodles but it was too spicy for her and the waiter gave her iced chai tea on the house in order for her to down it. Since then I've come back with my parents and on weekend dates with my college friends - afterwards Im always receiving raving reviews. 

I also try to sit outside due to the nice ambience and sunset into candlelit vibes. Its always busy here no matter what day I come, but the servers are always welcoming and attentive. The portion size is huge and always satiating. I love seafood so I always get the seafood pineapple fried rice or the garee seafood. They always give the perfect mix of seafood. Highly recommend this resturant (conveniently located next to dtown mall) and can't wait to come back to eat more! :)",41,34,vwiyu7zDqOwQ8qtUqK6J7g,"Ashburn, VA",https://www.yelp.com/user_details?userid=vwiyu7zDqOwQ8qtUqK6J7g,https://s3-media0.fl.yelpcdn.com/photo/P4XBeOHZf6pJ_KPGEOZsKQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
62,,"Natalie A.","2022-07-29 01:37:54",0,0,0,1,5,"This is my favorite restaurant in cville. I have tried Thai in many big cities, but somehow this quaint restaurant in the middle of Virginia tops them all! The Kao Soi with tofu always hits the spot, but I have yet to have a bad item on the menu! The drink options are extensive and creative as well, and the ambiance is unparalleled. Looking for authentic Thai food with charm? Look no further!",81,67,Ran9eJrQDDpif7BuU2Kx2w,"Gainesville, FL",https://www.yelp.com/user_details?userid=Ran9eJrQDDpif7BuU2Kx2w,https://s3-media0.fl.yelpcdn.com/photo/Fi9QckRlkjpQ9vjzYih-Vw/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
63,,"Molly R.","2022-07-29 17:17:49",1,3,3,3,1,"This is the perfect Thai place for anyone who truly doesn't like Thai but likes to pretend that they do. 

The best thing we received throughout the entire meal was the vegetable rolls (which I admit were delicious). However, having the wait be 1 hour long on a Wednesday night for 6 different flavor-lacking entrees is definitely one of my definitions of a one disappointing experience. 

All in all, this thai place had an extremely long wait, below average flavors, expired soy sauce bottles and poor service. I hope my charlottesville locals are smart enough to choose any of the other fantastic thai places that we have in town and avoid this one at all cost!",19,2,-VV4umDOoa5M1eBpzYo1Mg,"VA, VA",https://www.yelp.com/user_details?userid=-VV4umDOoa5M1eBpzYo1Mg,https://s3-media0.fl.yelpcdn.com/photo/lSlhggqXvdH2XdW8e3MlRw/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
64,,"Mark Z.","2022-08-28 23:42:29",1,1,1,2,1,"I wanted to order one dish but they had a policy where I had to order multiple or leave. I will not come here again. An embarrassing experience.",3,0,DTGqsWv4JFvfyZMaQt7JxA,"VA, VA",https://www.yelp.com/user_details?userid=DTGqsWv4JFvfyZMaQt7JxA,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
65,,"Brandon B.","2022-09-20 00:57:43",1,0,0,1,1,"Monsoon is awful. The Duck Noodle was almost inedible. Duck was gummy. Weird, sawdust-y flavor for the egg noodles. Bad enough to toss the whole container. 

The Kao Pad had no flavor. Zero in the chicken. Zero in the rice, onions, and carrots. Tossed it too.

Dumplings were infuriatingly terrible. No flavor at all meets sweet soy sauce. I might as well have just had the sauce by itself. 

Cherry on top was that Monsoon forgot our dessert, so this was a total bust. This might be the worst Thai I've ever had.",220,10,us1yqiqi4QMz7zr53sBaIQ,"Washington, DC",https://www.yelp.com/user_details?userid=us1yqiqi4QMz7zr53sBaIQ,https://s3-media0.fl.yelpcdn.com/photo/46tdhym31lcA2xn7Die3BQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
66,,"Allen T.","2022-10-22 21:50:01",0,0,0,0,4,"Another great semi well priced place in Cville to satisfy your fix for Thai  food.

The (((((((Fried Rice))))) at the hottest spice level is a must try. The Curry dishes are not bad as well.",393,312,r2P2tCwggQtDts309fs4dA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=r2P2tCwggQtDts309fs4dA,https://s3-media0.fl.yelpcdn.com/photo/q2dz3iMS2M594-eebfuI_A/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
67,,"Yvonne Z.","2022-11-17 20:02:53",0,0,0,1,3,"I was really excited to check out this place since I've heard great things about it but was disappointed with our food. I went with a small group on a weekday night and ordered a variety of entrees - Hat Yai seafood noodle, pineapple fried rice chicken and shrimp, panang curry and pad see ew. Sadly, all the food tasted bland, even the curry! My favorite was probably the pad see ew. Overall, would recommend for the cool outdoor ambience but can probably get better Thai food somewhere else around town.",112,279,VhV3RKiQyqM01vuy0SGFoA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=VhV3RKiQyqM01vuy0SGFoA,https://s3-media0.fl.yelpcdn.com/photo/tgp1gTxlfNJm3Eb0Y4ksBw/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
68,,"Annaliese M.","2022-11-17 21:41:09",0,0,0,0,4,"BEST THAI FOOD IVE EVER HAD

It took about 3 tries to try this restaurant before I finally gave up and got a reservation, but, I am so glad I finally did. The food is incredible. The wait time is horrendous though, so expect a long wait. I ordered the Kai Moo Tod Kai Dao which is fried rice and pork. It was simple but very tasty. My friend ordered the Panaang curry and she loved it.",71,5,Hq-dHFd-p16cRqq_rZQzpw,"Reston, VA",https://www.yelp.com/user_details?userid=Hq-dHFd-p16cRqq_rZQzpw,https://s3-media0.fl.yelpcdn.com/photo/75xBz5LrKIMuJZwNd8bkIg/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
69,,"Amy L.","2022-11-28 20:52:17",1,1,1,2,5,"Monsoon Siam is my favorite Thai restaurant of all Thai-m! Their food is flavorful, without being too salty or sweet. It tastes very authentic to the food that I had in Thailand. I've tried a lot of their dishes and it's all great. I love the khao soi, drunken noodles, pad krapow, curries, and pineapple fried rice. You can't go wrong with anything on the menu!",386,61,CqVlpbGaaOPjRjxnh0bnPg,"San Francisco, CA",https://www.yelp.com/user_details?userid=CqVlpbGaaOPjRjxnh0bnPg,https://s3-media0.fl.yelpcdn.com/photo/OUOQnSlewpOD36L4X9CbyQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
70,,"Tweezer T.","2022-12-10 03:03:52",0,0,0,0,3,"The food was good the first time I went, but on my second time I received a plate that was filled almost halfway with just bean sprouts :(. This happened for a take out order so I'd recommend eating in if you can.",3,0,YNbdOHpXPOoPtYMBDklR-g,"Lone Tree, CO",https://www.yelp.com/user_details?userid=YNbdOHpXPOoPtYMBDklR-g,https://s3-media0.fl.yelpcdn.com/photo/1ohJjRfoDxCaFcCqAYDrEQ/180s.jpg,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
71,,"Saul B.","2022-12-10 16:37:22",0,0,0,0,2,"Ok food and service. 
Not exceptional. 
Sorry to say. 
Too much oil used. 
Was very Busy. 
So looks like I'm an exception.",55,6,d8wEDtDSEe4GJpsUyQ_0bg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=d8wEDtDSEe4GJpsUyQ_0bg,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
72,,"Lucas A.","2022-12-13 00:18:27",0,0,0,1,2,"Not a great experience. Food was definitely good but having to ask for water over and over and the phone ringing non stop with no one answering made it hard to enjoy it. Was sat at the bar and watched other patrons get seated at tables immediately after us. Take out next time for sure.",1,0,hLHCEx3x51IMAD0DqZVBQw,"Danville, VA",https://www.yelp.com/user_details?userid=hLHCEx3x51IMAD0DqZVBQw,,https://www.yelp.com/biz/monsoon-siam-charlottesville?hrid=
