,,Author,Date,Cool,Funny,Useful,Rating,Message,"Author Reviews","Author Friends","Author ID",Location,"Profile URL","Profile Photo",URL
31,,"Gerald N.","2020-11-21 13:33:18",1,0,0,2,3,"Solid, fun restaurant slightly above average. They have a few tables outside as well as indoor seating. Service was timely and food came out on the quicker side. Large portions, probably good to split among 2-3 people.

1. Pork BBQ Nachos - Loaded with beef and other ingredients. 3.75 stars. 

2. Mac and Cheese with Potato Cake on top - 3 stars. Nothing special to write home about. Was craving mac and cheese and this hit the spot.

Overall, a fun place to go to and I bet it was more fun pre-covid. Good food menu with plenty of options. Good music too. Recommend trying it at least once!",817,495,PK6txq7fd945nX86_dSw9Q,"Piscataway, NJ",https://www.yelp.com/user_details?userid=PK6txq7fd945nX86_dSw9Q,https://s3-media0.fl.yelpcdn.com/photo/nRWWKlq_fyImnUZdwk8HaA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
32,,"Jesse C.","2020-12-05 20:14:39",0,0,0,0,3,"Kind of underwhelming burger and fries.  I got their cheeseburger cooked medium and it was just OK.  Nothing special about it, not as juicy as I like my burgers to be.  

It seems this place has been a staple serving the UVA students and others.  I was just visiting and so didn't get a chance to check out the other foods on their menu.",487,105,pqxdokyIDvqpREC1i-7x4w,"Fairfax, VA",https://www.yelp.com/user_details?userid=pqxdokyIDvqpREC1i-7x4w,https://s3-media0.fl.yelpcdn.com/photo/p6v-THwdFNaMs2jJcpupZg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
33,,"Andrea I.","2020-12-09 16:08:06",2,0,0,2,5,"Great service and great food! That Mac and cheese is the bomb for sure! Can't wait to visit again so we can get some more. 
Cheese steak and burger was also on point!",49,3,qzicWe0fb2XAOHN2s-c6Vg,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=qzicWe0fb2XAOHN2s-c6Vg,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
34,,"Carolina C.","2021-02-14 22:17:07",0,0,0,1,5,"Such a cozy spot on the Corner. Love the quesadilla, burger, and sweet potato fries here. My go to spot to watch a sports game or have a beer with my burger for lunch!",34,76,gMVf4NPzZsByqYlhHaq9Nw,"Miami, FL",https://www.yelp.com/user_details?userid=gMVf4NPzZsByqYlhHaq9Nw,https://s3-media0.fl.yelpcdn.com/photo/A5q6OW5ELHPH_Oq6VzXmaQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
35,,"Stacey T.","2021-02-14 23:49:33",0,0,0,2,5,"Had a great meal and drinks here for a great price. Fun bar and also has booth seating for meals. Staff was efficient and friendly. Mac and Cheese entree was delicious and we loved their chips and spinach dip. Will definitely return on my next trip to C-Ville.",8,5,NtEguRdIHUxB85Yj0IFLwQ,"Fairfax, VA",https://www.yelp.com/user_details?userid=NtEguRdIHUxB85Yj0IFLwQ,https://s3-media0.fl.yelpcdn.com/photo/GG0eToBe20t1oSctsMr4wg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
36,,"Chrissy A.","2021-04-05 03:40:54",1,0,0,2,5,"It's comes as no surprise that The Virginian Restaurant is both the oldest restaurant in Charlottesville and an institution. The food was absolutely delicious, the staff was friendly, and we will definitely stop here again when in the area.",127,29,xN6FbwqzmRPQIieAM52iOg,"Greensboro, NC",https://www.yelp.com/user_details?userid=xN6FbwqzmRPQIieAM52iOg,https://s3-media0.fl.yelpcdn.com/photo/hWhpm1_Cu888616CG6QKYw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
37,,"Krista R.","2021-04-07 01:14:34",1,0,0,0,5,"I came here today for happy hour with some friends after work and this place was poppin. Half off apps and $$4 beers. It was a nice day out for the patio. Service was on point and the waitress came around at just the perfect time. I ordered the pork bbq nachos and they were everything I wanted. The sauce was perfectly glazed on the pork and wasn't overly done. Will def keep this on the list of places to go for happy hour since I work across the street and it was a short little walk.",247,352,V2gSvNsj6bEiIq6IQ7cXUQ,"San Carlos, CA",https://www.yelp.com/user_details?userid=V2gSvNsj6bEiIq6IQ7cXUQ,https://s3-media0.fl.yelpcdn.com/photo/kvaRxuvpi5qaE05NHpz5sA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
38,,"Katherine R.","2021-05-29 00:14:36",1,0,0,0,5,"just wanted to say Jake was a really great server Friday night during the dinner rush!!",2,185,SUzQe491As4GDQJIwKv9jw,"Portland, OR",https://www.yelp.com/user_details?userid=SUzQe491As4GDQJIwKv9jw,https://s3-media0.fl.yelpcdn.com/photo/mUYjymPnhmyZbyRgll7epg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
39,,"Jerry F.","2021-06-07 15:02:25",0,0,0,0,3,"The chef should watch a few episodes of Top Chef and learn how to season food. Everything was bland. Once salt and peppered it was much better, but not at the level of the previous reviews. 

Now the waitress was 5 stars. Polite, attentive without being annoying. She was excellent.",112,16,XpKoanOlciy0u9LBxMocGg,"Bamberg, SC",https://www.yelp.com/user_details?userid=XpKoanOlciy0u9LBxMocGg,https://s3-media0.fl.yelpcdn.com/photo/syglCvMgJSCfXqqoQGXyYA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
40,,"David M.","2021-06-24 03:28:12",0,0,0,1,5,"Excellent food and service. Nice outdoor seating. We'd be regulars if we just weren't in town for two days. Loved the local flair of the food on the menu. Highly recommended this restaurant.",16,0,QDHUnrxBBMmJ9D51D15vUw,"Gales Ferry, CT",https://www.yelp.com/user_details?userid=QDHUnrxBBMmJ9D51D15vUw,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
41,,"Justin N.","2021-06-29 04:17:24",0,1,1,0,3,"My roommate lost a bet to me and owed me dinner. He decided to take me out to try The Virginian. I had always passed by it on The Corner but never went inside. The inside has a charming and historic ambiance. I think it's cool that the restaurant is a Charlottesville tradition, but I wasn't impressed with the cooking.

I ordered the Southern Fried Chicken with Fries and Mac n' Cheese. The chicken was neither super crispy outside or juicy inside and there's definitely much better fried chicken in Charlottesville for less. The Mac n' Cheese was overcooked and didn't have a nice bite to it, but the cheese sauce, fries, and potato cake were decent. The fries tasted like Red Robin fries.

We also ordered The Chicken Tenders and Chicken Philly. Both dishes were mediocre. Definitely wouldn't go out of my way to come here and order them because they tasted like average chicken tenders and chicken philly sandwiches that you could get from any run-of-the-mill fast-food place. However, at a fast food place at least you could get them for less.",372,109,_-Ty7RHBtpHR7_m5H-0gfw,"Washington, DC",https://www.yelp.com/user_details?userid=_-Ty7RHBtpHR7_m5H-0gfw,https://s3-media0.fl.yelpcdn.com/photo/itIoJCObMYRCzoTC5kDEfQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
42,,"Maria Eugenia C.","2021-07-23 17:38:31",0,0,0,0,4,"Delicious place that we hit during our visit to UVA and my husband's happy memories. It was fantastic and the foid was yummy. French fries are to die for and so ws the cole slaw. Colette our waitress was the sweetest.",215,86,zYH8xFXGHuiDw9rkZpYz2Q,"São Paulo, Brazil",https://www.yelp.com/user_details?userid=zYH8xFXGHuiDw9rkZpYz2Q,https://s3-media0.fl.yelpcdn.com/photo/d2OdGuEt-YLD6s_s-z1BKA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
43,,"Kelly O.","2021-10-06 21:23:07",0,0,0,0,5,"The Virginian is one of my favorite restaurants and bars on the Corner and has earned its legacy. I'm unsure what I love more, the Mac and Cheese or the cheesy hash brown that goes on top of it. I love to see Aslin Brewing Co. on their drafts list, Virginia has a rich brewery bench to draw from but I'm glad Alexandria made the cut",8,2,UeAqrAmcjBzwq-BWPK7ULQ,"Charlottesville, VA",https://www.yelp.com/user_details?userid=UeAqrAmcjBzwq-BWPK7ULQ,https://s3-media0.fl.yelpcdn.com/photo/lVQU3fys1tMOocSLSp6WoA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
44,,"Ashlyn M.","2021-10-28 19:58:08",1,0,0,0,5,"I love the Virginian. I come here every day after my classes end on Thursday to start the weekend and decompress from stressful weeks. Haley is always our waitress and she is the absolute best. Her service is phenomenal and we have amazing conversation with her. I look forward to my Thursday afternoons at Virg with Haley.",1,0,KIJsZonUe7vADupm-4i7xg,"San Francisco, CA",https://www.yelp.com/user_details?userid=KIJsZonUe7vADupm-4i7xg,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
45,,"Morgan M.","2021-11-07 18:14:35",0,0,0,0,5,"came to visit a friend here & he took us here. i walked in & the food on the table looked great so i already was excited to eat here. i got the breakfast burrito which was excellent (there are onions in the pico btw if you don't like onions) and potato's & fruit as my side. i didn't eat all & feel very very full. service was exceptional! everyone there didn't seemed bothered to help if we needed any & everyone there was very friendly would def come back if i'm here again! also ps: my table made it a joke but the door does slam shut so if ur sitting next to it, it's v loud if that would upset you",17,0,tL5rZJUnnpJwX8fmpa0a6g,"Marietta, GA",https://www.yelp.com/user_details?userid=tL5rZJUnnpJwX8fmpa0a6g,https://s3-media0.fl.yelpcdn.com/photo/e-AgxIkkEaKKnrQDw0eAJQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
46,,"Aubrey W.","2021-12-10 00:51:43",0,0,0,0,5,"I'm pretty sure the Virginian has been here as long as Charlottesville has, and it's a Corner eat that's hard to beat. I got the cheesesteak with fries, and it was just delicious. The sandwich was perfectly portioned and the steak was super tender. Topped with melty cheese, peppers, and onions, I couldn't have asked for a better bite. The fries were very well seasoned, fresh, and crispy. The prices were also pretty reasonable. The atmosphere is always lively, and the iconic booths and wood paneling make it feel very homey and welcoming. I also recommend coming here in the later hours for some 21+ fun: you'll soon be dancing on tables and having an absolute blast!",168,27,cuOrWUOObwkNpMWz3ev0FA,"Washington, DC",https://www.yelp.com/user_details?userid=cuOrWUOObwkNpMWz3ev0FA,https://s3-media0.fl.yelpcdn.com/photo/DU-s7RtFu6syy3nZ49gZVQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
47,,"Michael D.","2021-12-14 00:41:37",1,0,0,0,1,"Sandwiches not bad, but not informed that it was alacarte' flat beer I sent back. Substituted mushroom for onion on my philly($2.00 extra) sweet potato fries for my son's choice add another 1.00  my side was mash potato's add $3.00 so 2 sandwiches 2 drinks ( 1 being a beer) came to $43.00  we liked the sandwiches but all the alacarte' items were cold,  n mash potato's cold confirmed I won't be going back!",14,0,_ROmSHfFIhjNEwVjcqqBlA,"Earlysville, VA",https://www.yelp.com/user_details?userid=_ROmSHfFIhjNEwVjcqqBlA,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
48,,"Rusty R.","2022-01-28 23:46:31",0,0,0,1,2,"Overall quite disappointed, as I was visiting Charlottesville from Baltimore and this restaurant was on my ""to-do"" list.

In hindsight, I should have known better than to order crab cakes... I wonder if people outside of the Chesapeake know what a crab cake is supposed to be?  Crab cakes are shaped like mounds, with discernable - preferably large - chunks of crab inside, off-white in color.  What I received was as if someone thought a crab cake was a hamburger patty made of crab - ground up crab meat (I'll assume it was crab, though I saw nothing that would resemble a lump of crab), flat like a burger of ground meat, gray in color (I have no idea how this even comes to be), slightly charred, and bland.  This is not a crab cake.   This is reconstituted pureed crab.

Moving on, the french onion soup was passable, would have been better with an ample amount of cheese, as it had a deli slice of swiss thrown on top.

Mac & Cheese was fine, not sure why it is famous, and I didn't read the menu carefully enough to know that it was topped with a ""house-made cheddar potato cake.""  At first glance I saw it and thought it was a fried green tomato, but sadly it was not.  I'm not mad at the potato cake, but it did nothing to enhance the mac & cheese, and was like a carb overload.  

On the plus side, service was polite, the atmosphere was buzzing, and ...well... that's it.

Last but not least, when you calculate tip, it should be on pre-tax dollars.  Including the tax in the tip in your suggested tip is dishonest and anyone who doesn't check your math is being ripped off.  

Wouldn't return, but if I did I would not even consider the ""crab cakes.""",501,385,svKvXGcy2Gbm8tUOocuNWQ,"New York, NY",https://www.yelp.com/user_details?userid=svKvXGcy2Gbm8tUOocuNWQ,https://s3-media0.fl.yelpcdn.com/photo/K47aGfsIbdl7KJDKlN3FMw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
49,,"Hillary L.","2022-02-25 17:16:20",0,0,0,0,5,"A UVA classic. Our server, Eliza Sanusi was a ray of sunshine. She was so helpful and sweet, she definitely makes me want to eat here weekly! Additionally the food was fantastic and came out in a timely manner. 10/10 recommend!",1,13,km8lYfwt04cwhY9hhvt99A,"Charlottesville, VA",https://www.yelp.com/user_details?userid=km8lYfwt04cwhY9hhvt99A,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
50,,"Charlie S.","2022-03-31 14:47:52",0,0,0,1,5,"The Buffalo chicken sandwich is delicious. Great atomsphere and nice outdoor seating area in the thick of the college scene",14,0,oyHbtTpk9Wxv1ehK5W0zUA,"VA, VA",https://www.yelp.com/user_details?userid=oyHbtTpk9Wxv1ehK5W0zUA,https://s3-media0.fl.yelpcdn.com/photo/zbtwzeru4FKq5mJ9BBmDRw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
51,,"Shrinath D.","2022-04-01 13:50:43",1,0,0,0,4,"The Virginian is a Charlottesville and UVA classic! As a wahoo, my roommate and I frequented the Virg all the time. 

My all time favorite dishes were their Famous Spinach & Artichoke Dip and Stumble Down Mac N' Cheese. Both dishes were fresh and packed with amazing flavors. The meal also went well with a side of their crispy fries. The Famous Spinach & Artichoke Dip is rich and creamy and is perfectly coupled with their house made tortilla chips. My favorite part of the Stumble Down Mac N' Cheese is the jalapeños pepper Jack cheese sauce and the potato pie laid on top of the mac. All together it's a filling and delicious meal! 

Pro tip: if you're looking for a quick for filling snack, get the appetizer sized Stumble Down Mac N' Cheese! 

I highly recommend the Virg in general to anyone visiting UVA or doing a Charlottesville food tour.",181,115,n7ZLOrR1T-gPWsFJKkF_dg,"San Diego, CA",https://www.yelp.com/user_details?userid=n7ZLOrR1T-gPWsFJKkF_dg,https://s3-media0.fl.yelpcdn.com/photo/iChyNXAuXCSVfn147WHFLQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
52,,"Tim J.","2022-04-14 00:32:28",0,0,0,0,1,"We ordered the Mac n cheese, ahi tuna salad, the cobb salad, and bbq nachos. The only good part was the nachos. This meal cost us $70; totally disappointed. The people were nice, ambiance was good (pub style mixed with local diner feel) the max n cheese had no flavor my 12 year old took two bites and didn't even finish. I had Cobb salad with ""grilled"" chicken, the chicken probably came out of a bag as it was a little cold not ""fresh off the grill."" My wife had the tuna ahi salad, my wife NEVER leaves any tuna behind lol, but in this case she gave the tuna an honest try and only ate half; she also said the food had zero flavor. This place was recommended to me from my lawyer friend who attended school at UVA. So I was excited, but unfortunately our experience and food was an epic failure.",19,16,3RVjFzsGGW-_2nFfjmHx2Q,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=3RVjFzsGGW-_2nFfjmHx2Q,https://s3-media0.fl.yelpcdn.com/photo/U6xUSGolOT87V-NrXbVlaw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
53,,"Jake G.","2022-04-30 01:01:05",1,0,0,0,5,"I've been here I don't know how many times, and it always impresses. Friendly service (this waiter was Jack, but I'm also a fan of Madeline and Hannah) and good food brought out quick. Can't go wrong with the chipotle chicken wrap, the coal miner burger, or the club sandwich. It's a Charlottesville staple for a reason, and I'll come back every time I'm in town.",2,0,V-dcGbOKahXQNdEIrzWSRQ,"Maryville, TN",https://www.yelp.com/user_details?userid=V-dcGbOKahXQNdEIrzWSRQ,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
54,,"Lauralee W.","2022-04-30 20:55:26",0,0,0,0,2,"This place has decent food, but much like everywhere else on the corner, the service is HORRIBLE. I have had countless servers, and no matter which one, they are all universally terrible. I would fire the entire staff and hire new people. It is embarrassingly bad how awful  the service is. I brought people from out of town, and they were mad and embarrassed about the quality of service. Love it here, but do better.",2,0,Dh8SSz5yAXxkdsMInz7Hag,"Caspiana, LA",https://www.yelp.com/user_details?userid=Dh8SSz5yAXxkdsMInz7Hag,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
55,,"Gaby K.","2022-05-01 14:31:38",1,0,0,0,5,"My host last night Alexa was a sweetheart!! Great establishment with awesome food. Anyone in the area should go there.",1,0,cWqKrdLX71I7G6inbdi-fA,"VA, VA",https://www.yelp.com/user_details?userid=cWqKrdLX71I7G6inbdi-fA,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
56,,"Autumn H.","2022-05-19 01:54:56",0,0,0,0,1,"Absolutely disgusting. This restaurant needs a serious deep cleaning, we moved the table when sitting down and there was grime and bugs under. My daughter and I got sticky from sitting just on the bench. The server first came over and said she would be back after getting ice which she could of at least asked for our drinks. Took forever getting our drinks and order, then when it did come we asked for mustard and she took care of others before bringing us that for the burger once the burger was half done she brought it. I asked for a coke and my mom a diet and she switched them, no big deal. Then I asked for a regular coke and still brought me another diet. I asked for a regular coke to go and I kid you not she brought me another diet.Had to ask for the bill multiple times and waited as she just ignored us and helped other people. Seemed she was more concerned with other tables then us for whatever reason I guess bc we weren't drinking alcohol. Very ditzy and didn't know anything about the menu. It was so disgusting we left and had to use a lot of Lysol wipes and hand sanitizer and my leg were sticky with brown sludge and my daughter. I would absolutely never go back and the bathroom smelled like straight up pee. So absolutely disgusting.",3,56,jmhrRah1P0UGfgz2YkpScQ,"Detroit, MI",https://www.yelp.com/user_details?userid=jmhrRah1P0UGfgz2YkpScQ,https://s3-media0.fl.yelpcdn.com/photo/OFvUe_6yF4-l64j7aPzRDg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
57,,"Lois H.","2022-05-23 22:42:48",0,0,0,0,3,"Looked good on Yelp! Beer served in the bottle was cold. I ordered southern fried chicken, we are in the south ya'know... I didn't know southern meant over cooked to the point of burned. My friend had the Apple bourbon chicken and said it was good. Was supposed to be two beasts looked more like bits and pieces. The French onion soups were served with the meal rather than before, it was alright. The mashed potatoes were runnier than the scant bit of gravy. Root beer float was yummy.",31,0,kcAhKU0z5mbDEaKqx5l8Vw,"Sun City, AZ",https://www.yelp.com/user_details?userid=kcAhKU0z5mbDEaKqx5l8Vw,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
58,,"Jon S.","2022-05-26 01:25:29",1,0,0,0,5,"Caelen! Go here, just go. Food is great and Caelen is the best server on the planet! Happy hour Wednesday's and great portion sizes.",39,0,WVQreRvf7HG03-Zp1gThdw,"Chicago, IL",https://www.yelp.com/user_details?userid=WVQreRvf7HG03-Zp1gThdw,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
59,,"Brianna P.","2022-05-31 22:19:41",0,0,0,1,5,"Service was great. Friendly staff. Food was filling and delicious!  
Highly recommend",7,0,RNZYlrHTQ-SY9yPvNuVGAg,"Alexandria, SD",https://www.yelp.com/user_details?userid=RNZYlrHTQ-SY9yPvNuVGAg,https://s3-media0.fl.yelpcdn.com/photo/tArWUHePVfrtAQ6doMCBRQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
60,,"S A.","2022-06-11 19:29:40",0,0,0,0,3,"Run of the mill pub food. Not bad not great. Convenient location .. walk to UVA campus.",111,0,Q6Ivdk1tydh1F2dIWrceOw,"Chandler, AZ",https://www.yelp.com/user_details?userid=Q6Ivdk1tydh1F2dIWrceOw,https://s3-media0.fl.yelpcdn.com/photo/ljfq4avlrqn5WfsAXoVGvQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
61,,"Ash L.","2022-06-18 15:58:45",0,0,0,0,3,"Although the service was pretty great, the food was not the best. I really enjoyed the fries but the chicken tenders were a bit over cooked.",58,4,i_ICApLQHkDWCakGhm3u6g,"Middleburg, FL",https://www.yelp.com/user_details?userid=i_ICApLQHkDWCakGhm3u6g,https://s3-media0.fl.yelpcdn.com/photo/nsOCGTnUETzdEfxdvYA_OQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
62,,"Jeff B.","2022-07-14 03:54:56",0,0,0,0,5,"This place is a great local stop in Charlottesville! The food is really good, the drinks are cold and cheap AND the staff is very friendly. I am a huge fan of this place and would definitely recommend stopping here if you are in Charlottesville!",8,0,kpuKvrvYo_gYKCH6lUsh2w,"Dayton, OH",https://www.yelp.com/user_details?userid=kpuKvrvYo_gYKCH6lUsh2w,https://s3-media0.fl.yelpcdn.com/photo/qkhqPYfUsvxWZi-uD7a5vw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
63,,"Elisa B.","2022-07-16 22:18:21",0,0,0,0,4,"I had Sarah G as my waitress she was really sweet and I really enjoyed my experiences ends I wish the restaurant didn't have a wait but otherwise great place and great food!",1,0,M0BIgMlMqT6LBesqoy9dJw,"State College, PA",https://www.yelp.com/user_details?userid=M0BIgMlMqT6LBesqoy9dJw,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
64,,"Jake R.","2022-07-23 00:33:14",0,0,0,0,3,"The Virginia Restaurant is a great place to eat with your family. I ate the buffalo chicken sandwich, the ribs, Mac and cheese, and the crab cakes. Here is a rating of each one:
Buffalo Chicken Sandwhich- 6.3/10
Ribs- 8.8/10
Mac and Cheese- 8.6
Crab Cakes- 5.5",5,1,CTn67WEMoX6LH8e417HGNw,"VA, VA",https://www.yelp.com/user_details?userid=CTn67WEMoX6LH8e417HGNw,https://s3-media0.fl.yelpcdn.com/photo/ub9SLI91nIChxYxFoh40RA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
65,,"HsiaoCheng W.","2022-07-24 01:15:29",0,0,0,0,2,"I came really hoping to love this place because of the history.  Food is ok. recommend the crab cakes and Mac and cheese.  Service was terribly slow though and it was not very clean inside.",891,28,qLQmoKp76Pge7Y0AyxNmrg,"Houston, TX",https://www.yelp.com/user_details?userid=qLQmoKp76Pge7Y0AyxNmrg,https://s3-media0.fl.yelpcdn.com/photo/sz2hUf1LXvTQFb_corEUkA/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
66,,"Mac N Mj M.","2022-08-01 19:16:21",0,0,0,0,5,"The wait staff was great, the drinks were fun and tasted great. The food was good, it's a small place but fun and friendly. Great for a date night or a night out with friends. We highly recommend this place!",28,88,ifCMl9zOaEDTGnTJ6YMDxQ,"Las Vegas, NV",https://www.yelp.com/user_details?userid=ifCMl9zOaEDTGnTJ6YMDxQ,https://s3-media0.fl.yelpcdn.com/photo/cLupHEoG5wnHQ3xIPj1q5g/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
67,,"T G.","2022-08-26 18:26:39",0,0,0,0,2,"Cool location near the UVA Campus. Food was not good. Don't recommend the crab cakes or quesadillas. The Cobb salad was fine but recommended not getting it with the rubbery chicken. The burger was decent . Wouldn't go back.",73,15,vPW5Uor55kA0NdRp3_TiDA,"Bowie, MD",https://www.yelp.com/user_details?userid=vPW5Uor55kA0NdRp3_TiDA,https://s3-media0.fl.yelpcdn.com/photo/C1La0tH3H3M94ueITDjvqg/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
68,,"Ruben A.","2022-09-16 22:59:49",0,0,0,0,1,"Small, tight, busy and food ""famous Mac & Cheese"" was bland and service from the bartender wasn't good enough",6,3,QOs_PqG6q1hBip1dom9ioA,"Bakersfield, CA",https://www.yelp.com/user_details?userid=QOs_PqG6q1hBip1dom9ioA,https://s3-media0.fl.yelpcdn.com/photo/T3hL094xqWMgpO0emqWeCw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
69,,"Kevin C.","2022-09-21 22:11:10",0,0,0,0,1,"I happened to go to The Virginian when in Charlottesville not long ago. I asked the server about gluten free options and was told that the person who knows about gluten free was off that day. This is a management issue. Everyone who works in the restaurant should know which dishes are gluten free and which ones can be made gluten free with the proper modifications. The 'safe' food that I did get was noting to wrote home about and certainly not good enough to visit The Virginian again.",3,0,t7XhuqWlNbEFHVNSGGXagQ,"San Francisco, CA",https://www.yelp.com/user_details?userid=t7XhuqWlNbEFHVNSGGXagQ,https://s3-media0.fl.yelpcdn.com/photo/yxI1VCI9hdAOhilUKKIgfw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
70,,"Sonny G.","2022-09-27 17:27:47",0,0,0,0,2,"Server was awesome and friendly- the food presentation was sad. I had the BBQ pulled pork sandwich- looked dreadful but tasted ok. The lettuce for the side salad was limp and stale. Cole slaw mediocre and the spinach artichoke dip would be perfect if you're binging booze but otherwise also lacking. I am baffled how this place has an average of 4 stars. ‍",42,7,_NL9f-7GCZq7rhPj7T8l_A,"Portland, OR",https://www.yelp.com/user_details?userid=_NL9f-7GCZq7rhPj7T8l_A,https://s3-media0.fl.yelpcdn.com/photo/Ya6LNthV0P1jhBFVja71PQ/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
71,,"Tom G.","2022-10-02 16:55:31",3,0,0,0,4,"The Virginian is a Charlottesville and University of Virginia landmark.  I've been in a dozen or more times over the years, either for beverages or meals.  It's a fun, happy place with great service and nice pricing.  It always seems crowded, as it's not a huge place.  Five of us were huddled in a small booth, but we were well taken care of and enjoyed everything.",883,151,lWrL8mCvXtonUHTbqM2VEg,"Bradenton, FL",https://www.yelp.com/user_details?userid=lWrL8mCvXtonUHTbqM2VEg,https://s3-media0.fl.yelpcdn.com/photo/3uYUgmI_g2QzM0QCntTHkw/180s.jpg,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
72,,"Chris M.","2022-10-06 20:14:40",0,0,0,1,5,"Charming spot for a beer and lunch, right next to campus.

The Virginian is about what you'd expect for a university-proximate eatery--good beer, fries, and all sorts of other food that probably serves if you eat meat (I don't, but the fries are good). 

The staff set it apart. Every time I've come, Brooke has been friendly, attentive, and found me a seat and a cold drink with alacrity. Alona is charming and stopped by regularly enough to make sure I didn't stay thirsty. They've both recommended good draft beers, cracked a couple of jokes, and made me feel welcome.

It takes a lot to get me to keep coming back to a restaurant without a hefty vegan menu, but the staff here are all of that and more. I hope they add some more for us vegans, but Brooke and Alona will keep me coming back regardless.",4,0,c0kuJa19St9xDd2FeE-Y3Q,"Seattle, WA",https://www.yelp.com/user_details?userid=c0kuJa19St9xDd2FeE-Y3Q,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
73,,"J K.","2022-10-17 12:33:59",0,0,0,0,2,"Not sure how they have a four star. Saturday night- while busy - the host needs to get some control.  And stop spending time capping with friends on the front seating area.  Blocking it with the clipboard doesn't hide it.  We eventually left.  The staff is overwhelmed. Service is slow. Could be the packed bar and staff can't get through. Staff needs to be thoroughly trained and know what they have.  Breakfast was ok, but again the staff needs to learn what service is all about",96,38,bVPD0vQDE7LbRSwFSKp5zQ,"Philadelphia, PA",https://www.yelp.com/user_details?userid=bVPD0vQDE7LbRSwFSKp5zQ,,https://www.yelp.com/biz/the-virginian-restaurant-charlottesville?hrid=
