,,Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,(view source)
48,,Jodie C.,15/05/19,,,,4,This is an excellent spot for dinner. The food is impressive every time. I have never been disappointed. My only complaint is two of the six times we've gone the service wasn't great. At one point during one visit my husband had to get up to get me a drink. I was completely out of water and the wine I was drinking.,11,,view review
49,,Keith B.,09/07/19,1,,,5,"Great local restaurant with an interesting menu, outstanding food, and friendly staff. Highly recommend!",4,10,view review
50,,Jason C.,05/08/19,,,,5,"I have been going to Duner's for 10+ years when I discovered it as a student at UVA. I absolutely love the restaurant and will always try to find an excuse to get here. 

One thing I love is the ambience. The food is delicious which may be unexpected. It's not really near anything. The inside has wooden booths and while you may see someone in a suit you may see someone in a T-shirt and jeans. It's casual and unpretentious. Moreover, the service is fantastic and will make you feel at home. 

I usually get something different each time I come. One thing I have been getting more consistently is the calamari appetizer. It is lightly fried with a delicious sauce. For my entree, I got the gnocchi. I have never gotten the vegetarian dish here and was not disappointed. Add that in with house bread and it made for another great meal.",125,98,view review
51,,Christopher T.,09/08/19,,1,,2,"Was expecting much more. Food was competently cooked but was not well seasoned and everyone's meal was kind of just so so. The ambiance is a study of contradictions. Some attention could be placed to the facade of this restaurant first off. It doesn't leave you with an impression that there is anything but pancakes and bacon inside. Once inside, it's French country meets local dive. Crisp, white tablecloths and very uncomfortable wooden booths and chairs.. The whole place needs room dampening. It's crazy loud. Service was also a contradiction Our waitperson would leave for long periods of time. Thankfully there was a young man filling water glasses who took supreme care for us. Even ran our credit card. We left a grand lighter in our wallet and didn't feel that it was well spent.",13,138,view review
52,,Brian M.,27/08/19,,,,5,What an amazing restaurant! Recommend reservations. Took our son to UVA and his roommate's parents made reservations for us all. She was spot on and the service and food is excellent.,145,8,view review
53,,Justina B.,16/09/19,1,,1,5,This is the best seafood I have had in a long time - best in charlottesville for sure. I really enjoyed the laid back ambiance and upscale food. Great environment for a date night or place to take visiting family or friends.,3,327,view review
54,,Jennifer C.,23/09/19,,,,5,"I've been 3 or 4 times and have never left disappointed. The food has always ranged between good to great. The prices are very reasonable for the quality received - this is one of those wonderful restaurants you can never have too many of in a town. Not so expensive you can't go on a weeknight just for the heck of it, but still great food. I did have one very, very slow dining experience which was annoying, but most of the time the service is fine.",39,,view review
55,,Kishore N.,24/11/19,1,,,5,"Probably in my top 5 favorite restaurants that I have ever dined at.  My wife and I ate here together alone before our wedding the next morning.  From the moment we stepped in everyone shared our excitement and served us with so much happiness.  

The food was incredible--the menu was so diverse and had so many tasty options.  We had the mussels which were mind blowing.  We always order mussels on any menu and we agreed that these were probably the best we have ever had overall.  You could drink the delicious broth they are cooked in or just soak the wonderful House made bread in it and eat it like we did.  

They gave us complimentary champagne and pumpkin cheesecake which was totally unnecessary but speaks to the thoughtfulness of this restaurants staff and ownership.  We had another dinner the next day at another respected restaurant and it was such a let down after Duner's.  The wine list here is delicious and fairly priced.  Our entrees were both fresh, great portions, and genuinely delicious.  We both can't wait to come back here again and again.  Thank you to the chef, servers, and staff who made our night so yummy and special it was the highlight of our trip besides saying ""I do"".",71,3,view review
56,,J B.,22/12/19,1,1,,2,"The food was very good, but the service was a 0. The young lady bringing around water and clearing tables was very nice but our waitress was not. There was no prior interaction that would have caused it, but it was clear the moment that we sat down that we were not welcomed. She was very friendly and pleasant with the other tables but with the two of us (same sex couple) it was the minimum  service and with zero pleasantry. 
I wouldn't return and certainly did not feel welcomed.",163,,view review
57,,Harry T.,06/04/20,,,1,5,"We had carry out from Duners Sunday night.  They did a wonderful job handling things through these difficult times.  As always great food great service!!

Support your local businesses.",31,17,view review
58,,Tracy W.,07/11/20,1,,1,4,"We ordered takeout from here, so I have no idea what it's like to eat outside. But the food we got was delicious! Apparently they are super popular because when I called at 5pm for takeout, they only had an 8pm window available! Call a day ahead (if you can) -- or by 4:30pm at the latest. We ordered the flank steak and salmon. Both were flavorful (although maybe in the undercooked side).

But, I'd totally order from here again!",189,212,view review
59,,Christine V.,22/11/20,,,1,5,"I still love Duners even though I have been getting take out these days. I have to say, the chocolate torte--mmmm. Its SO good! I have ordered take out for the past 3 weekends from Duners, and I keep getting the torte. The first week I shared it, the second week, I hid it, and this week I have told my family that I cannot share. Had the filet dinner and the torte tonight. Yum! So happy not to cook and to have it be delicious too!",21,,view review
60,,Charlie S.,20/12/20,,,,1,"Home made fettuccine was quite terrible. DO NOT order it. The flank steak was really good when cook medium well, when it was ordered medium rare, the steak was super chewy but might make a decent treat for the dogs. In conclusion, you could not pay me to go back.",2,83,view review
61,,Alex M.,02/05/21,1,,,5,"Food was delicious--fried oysters appetizer, seared duck breast with risotto entree and coconut cake for dessert. So so good!",6,35,view review
62,,Smoked C.,12/05/21,1,,,5,"Still good after all these years.  They've adapted to outdoor seating, which takes something from the ambiance, but food and service is as exceptional as always.  I had the duck, which was my first duck in over a year.",77,1,view review
63,,Grisseth R.,11/08/21,2,1,2,5,"I loveeee this place!!! Visited Duners while in Charlottesville , make sure to make reservations. The place is small, but they do have an outside tent. We asked to be seated in the main room, since it was busier and better ambiance. I like loud places  . Our hostess wasn't very nice , as we walked in apparently we where supposed to automatically know where to go , but that didn't ruin the night. Christina  was our waitress and she was AMAZING!!! Even tho she was busy she was always making sure we where okay. The food omg! Delicious!! All fresh ingredients, their house wine was also good . I will def go back! And def recommend it!",230,204,view review
64,,Patrick L.,15/08/21,1,,,5,"We are out of towner's and a local buddy suggested we go while visiting our UVA Med student.  Place was great and the food was even better. Nice and cozy but not too small.  Our party of six shared appetizers of duck wontons and baby back ribs which were both outstanding.  For the mains we had bacon wrapped chicken (absolutely killer), flank steak, veal, salmon, and fettuccine and all were great.  Couldn't be happier with the recommendation and even the price was reasonable.  The only downfall, the power went out because of storm that rolled thru - can't mess with mother nature!",19,,view review
65,,Kathi F.,17/08/21,,,,3,"I have no complaints about my meal -- the grilled filet was delicious and well cooked, and others at my table seemed to like their entrees as well. Food is good. I do take issue, however, with the service. Terrible. I am definitely not a high maintenance customer, but our group had a reservation, we were there on time and clearly there to enjoy a meal and spend some money, and we were practically ignored by our server. 
We waited a looong time to order drinks, we had to request water and bread for the table, we waited well over an hour before we got our meals (maybe a busy kitchen -- ok, but the server could have checked in with us/updated us in the interim?) She spent plenty of time chatting with guests at other tables, but did not extend any friendly courtesy to us. (And we are a friendly group!) Generally did not feel welcomed. 
It is a LOUD place, and it was busy on Saturday night, but an upscale place like this needs to have at least minimally good service.",3,1,view review
66,,Joe L.,05/09/21,,,1,3,"Ambiance was very quaint, appeared to be a nice date night spot when we walked in. Menu had some great sounding items on it so we had high expectations. We ultimately felt the food missed the mark. 

The appetizers (fried oysters and stuffed quail) were just okay. 

It was the entrees (duck and veal) however, that were quite disappointing. The duck was sliced too thin and the skin/fat wasn't crisp at all. The breading on the veal was soggy and fell off as soon as you attempted to cut it. Then a arugula salad was plated on top of the hot pasta that came with the veal, leaving it wilted and soggy. 

The desserts (ice cream sandwich and peach cobbler) were also underwhelming. The ice cream was frozen and crystallized. The peach cobbler wasn't warm and was 90 percent biscuit.",7,263,view review
67,,Jeannine C.,06/09/21,,,1,2,"I had heard so many great things so I decided to choose this spot for a celebratory dinner.  It was not overly crowded but we waited an hour for our dinner.  Seemed like we were forgotten. The table next to us received their meals much faster despite arriving after us.  My meal was poorly prepared.  The brussel sprouts were barely boiled so very bitter and inedible.  Not sautéed as described on the menu.  The ""baked"" halibut was equally disappointing.  I think it was steamed, plain, just a wedge of lemon and some overwhelming fig ""gremolata"" (which was essentially just ground figs with some nuts) on top. I wished I found a different place for a special occasion",7,,view review
68,,Jennifer M.,31/10/21,,,,5,"My party of three turned into a party of four which Duners was able to accommodate. I have lived here a little time and this is only my second time visiting.  I hope to come back more frequently. My party had two orders of the salmon, halibut, and fettuccine with shrimp and sausage. We started with scallops and ended with coconut cake and ice cream sandwich desserts for the table. Highly recommend saving room for dessert. This place is great for an intimate date or a family dinner or a birthday party for nana. It's really special and part of the fabric of Ivy and Charlottesville. Make a reservation and head over.",111,4,view review
69,,Luke P.,13/12/21,1,,,5,"Duner's does a near perfect job every time we come here with service.  Its a noisy restaurant but the food is so good and the bread is fresh and hot.  The servers have been with the restaurant for years and that suggests that the restaurant takes good care of their own workers.  I had the Fried Flounder in Sweet Chile Glaze and the plate presentation is out of this world, see pics. Highly recommended eatery but fills up quickly after 5 so reserve on line if possible or be prepared for a long wait on busy nights.",31,15,view review
70,,Cameron S.,26/12/21,1,,,4,Great food. Great portion sizes. Service was not good however. Couldn't get water or wine. Would go back but I'd really like to see the service improve,50,,view review
71,,Jessi S.,28/02/22,2,1,2,4,"I was treated here for my birthday and absolutely loved all the dishes. It was a cold February day and we were seated in the outdoor, but heated, tent. It.was.still.chilly. We ordered extra wine to keep warm. Our waitress wasn't the most knowledgeable about the menu, so she wasn't very helpful with recommendations. We also got the vibe she was as cold to us as the temperature. Besides that, the fried oysters were delicious, and easily shareable amongst the 4 of us. I got the lamb rack and was pleased. However, the best dish was the fried flounder- also beautifully presented on the dish. We didn't want our night to end there, so we got dessert: the flourless chocolate cake. A great way to end our meal.",435,387,view review
72,,Janet J.,06/03/22,,,,5,Just a really special evening and dinner celebrating our friends' birthdays. Sasha was a phenomenal waitress. Food was delicious and atmosphere was great. Thank you so much! Would definitely return.,8,4,view review
73,,Zachary S.,08/05/22,1,,,5,"Great food, really great service, everything was really well done!  I could nitpick a few things but honestly, this place is worth going to at least once if you want a nice casual fine dining experience out in wine country virgina!",19,22,view review
74,,Allison M.,01/06/22,4,,4,5,"I am so happy I finally got around to try Duner's and it didn't disappoint! We started with two of their old fashioned's. Drinks were solid - nothing to write home about. We got the steamed mussels as our appetizer and they were delicious - especially with their house bread to soak up all the garlic-creamy sauce. For entrees, we got the seared duck breast and the grilled tuna. Both were amazing! The duck breast and risotto were perfectly cooked and serve with a delicious savory but tart and sweet raspberry and balsamic glaze. The grilled tuna was seared just right with lovely grill flavors and a nice rare center. It was served on a bed of sushi rice and topped with a citrus slaw. Portions were huge and our server was quick and so friendly.  Hope to come back soon!",400,498,view review
75,,Chris L.,05/06/22,,,,1,"Am sad to say that after 30+ years as a very delighted customer of Duner's I will not be returning. The new ownership has not kept to the high standards of not only excellent food but excellent service. I was ""met"" (not greeted) by a inappropriately, (somewhat) dressed hostess who denied us an empty booth stating that if we wished to sit there we would need to leave within an hour. Things became progressively worse after being seated elsewhere to be jabbed by a nail protruding from the chair. Drinks arrived tasting more like water than cocktails. Our appetizer of fried oysters was undercooked; the marinated lamb chops were almost raw and overly seasoned with pepper. My partner's pan-seared tuna entrée was as he called it a B-C grade quality of food. His side of broccoli was over-salted to disguise it's lack of freshness. Gordon Ramsey would lose his mind here. The only saving grace was our waitress Becky who has been a loyal employee of over 20 years. Her professionalism and attention to her customers is outstanding. Oh, and to add my partner and I noticed the familiar faces of long-time customers leaving without the usual smiles. New owners...you bought a reputation not just a restaurant!",1,,view review
76,,Douglas G.,16/07/22,,,,5,Spectacular food. Excellent service. Great experience. Worth your time and money.,11,,view review
77,,Jennifer W.,17/07/22,,,,5,"Hands down, one of the best dinners of our life! We noted our anniversary in on our reservation and several people said Happy Anniversary. We had our young children (a stop on family vacation) and everyone was friendly with them. We felt valued! And my husband is still talking about chicken picatta",22,,view review
78,,Ex L.,04/08/22,,1,2,1,"This is a lovely restaurant for the more mature crowd from Farmington, Crozet and Ivy. You are expensive. We were there for a special event but we had to listen to a child scream for an hour and a half in the main dining room. You did nothing even though everyone was watching this particularly long table which could have easily been relocated into the tent room.You inflicted this screaming child on over 100 diners each paying $200 or more a cover. When my child acted like that we immediately exited the restaurant because we knew that just the change in temperature calmed them down. And then they could return. We also realized that at about age 2 we could no longer take them to a nice restaurant for a year or so until they were able to behave. We will not be back until you take control of your guests' experiences-which was horrible this evening",82,9,view review
79,,Pierre E.,05/09/22,,,1,3,"Duner's enjoys an excellent reputation and is usually a memorable choice for a dinner out.  However, a recent Sunday experience was less than noteworthy.  I was surprised at how many menu choices were no longer available that day and when you look forward to trying something, its absence dampens your enthusiasm for the meal.  I found the soup a little bland and not particularly creamy; and the mussels were not as fresh as one would hope. The bread was its usual example of excellence. I wondered if some of the remaining menu items were more ""ready to serve"" offerings that can be stored, such as the short rib.  It had some interesting and enjoyable tastes but seemed a little dry for short rib as if it had been cooked hours prior, maybe even frozen and reheated for my meal - a suggestion that was strengthened by the fact a piece of tin foil was attached to the food.  The wine list has improved vastly over the 20 years we have been going to Duner's but don't expect to be served by anyone who knows much about the wine - even the pricier offerings.  Nonetheless, the wine was enjoyed by all as was the meal.  We'll try again another day, but not a Sunday.",100,,view review
80,,Allan H.,02/10/22,,1,,1,"Duner's is great in almost every respect, except tonight I was served a strip steak so gross I had to send my food back for the first time in my 37 years.  The rest of the food was absolutely phenomenal yet somehow they proved capable of simultaneously serving the most disgusting steak I've ever seen.  They made it right as best they could but there's no coming back from that.  We've been loyal to Duner's for many years and live just down the road but won't be back anytime soon in such a competitive market.",2,,view review
81,,Margaret H.,02/11/22,,1,1,2,"I have heard so many great things about Duner's and have had multiple wonderful experiences myself-- and had not; this would be a one star review. 

My recent experience was the most disappointing 'Fine dining' experience I've ever had. To start, they have completely gutted the bold and broad menu. So many unique dishes have been removed that were a Duner's staple. We started with the fried oysters and they were fine, nothing spectacular but they were good. For my entree we had the halibut and the duck. The Halibut was so dry it was crumbling, the polenta did not taste fresh nor had much flavoring. The duck ($40) and compliments were a complete disappointment. The duck tasted boiled and to top it off it was smothered in a strawberry topping that tasted like jarred smuckers jam. The potatoes were boiled and un-seasoned. To end on a good note our server was fantastic, and has served me before. 

I don't enjoy writing poor reviews and frankly I only write them in hopes that it will provide insight for areas of improvement. However, with the money that was spent and the quality (or lack there of) that was delivered I won't be back.",78,9,view review
82,,Paul D.,11/11/22,,,1,5,Excellent kitchen and professional service. We always enjoy eating at Duner's.  This is a higher end restaurant. Prices are competitive with other nicer restaurants in the area.,15,,view review
83,,James D.,04/12/22,,,,5,"Grilled Tuna, Crab Cakes and Service are the best. Deserts are always incredible. Looks bland from the outside, but you can't find better food and service in Charlottesville.",1,2,view review
84,,Andrew D.,17/12/22,,,1,5,"I have heard about Duner's for years now, but had not made the visit. We'll, for my wife's birthday, I got reservations and we went. Wow, what an incredible experience. First, ambience and pleasantry of staff was spot on. We were guided to our seats, provided water and menus. Extensive wine menu. Excellent food menu with lots of choices. I was having a hard time deciding between 5 or 6 dishes! The waiter brought yummy bread and butter and was so professional and nice, but gave a comfortable feel. They have plenty of beers, but only Stella on tap...classy and delicious. We chose shrimp egg rolls as an app, then meatloaf and pan seared ahi tuna as our mains. All was prepared perfectly and so good!! Then, we chose the triple chocolate cheesecake and candy cane ice cream sandwich for dessert - a perfect way to top off a splendid meal! We highly recommend and will be back!!  #deitzeatz",147,11,view review
85,,Henry C.,18/12/22,1,,,2,"We've heard about Duner's for years and finally made a reservation for my husband's birthday. What a disappointment! The menu is limited in that all the dishes are very similar (also the menu wasn't posted online until about 1/2 hour before the restaurant opened, even though it was pretty much the same menu for past week or more). There weren't any chicken dishes, and only one pasta dish. We opted not to order an appetizer as nothing appealed to us. It took 20 minutes before we were served our first drinks. Also, the seating was so uncomfortable!! Small ladder back chairs with no comfort at all. The atmosphere is a '50's building with homemade touches (which wouldn't be an issue if the food was great, but it was just meh). The staff were lovely and very attentive which is why we are giving two stars. Our meal took an hour apparently due to my pork chop needing time to cook. If we had had an appetizer we wouldn't have minded, but again, the selection wasn't appealing. My husband had a steak. Both my pork chop and his steak were exceedingly tough and his steak was full of gristle. My broccoli and his asparagus were cooked to death. The mashed potatoes were just so-so. Dessert was ok, but again, nothing lived up the legend that this establishment has. Also, the noise level was so loud that my husband and I could not hear one another speak and we were seated at a small table for two. It was such a disappointment after all that we have heard that there is no reason for a return visit.",1,,view review
86,,Leah G.,08/01/23,,,1,5,"Wonderful atmosphere, delicious food, and excellent service. We loved every coarse of our meal, great wine and beer selection!",16,,view review
87,,Andrew S.,26/01/23,11,2,11,4,"Came here for dinner and had a great meal. The complimentary bread was super soft and warm. I couldn't pass up on having some of it with the delicious butter. Our party of 2 started with the bruschetta, which comes as one big piece. It was full of flavor in every bite. I had the crab cakes and substituted the mashed potatoes for French fries. I especially loved dipping the crab cakes and fries in the tartar sauce. Fried crab cakes were good, but I think they would have been better baked or steamed.

Service was fast and friendly. It was a full house on a Wednesday night, so I highly recommend making reservations. Décor here is pretty basic, but great service and food quality. One thing they could improve on is getting some lighting out in the parking lot. It's pitch black on there at night.",1266,4808,view review
88,,James C.,04/02/23,,,1,4,So much better since it changed ownership in 2022. Great food - very loud. The tent dining is poorly lit and not well executed.,45,206,view review
89,,Parker H.,20/02/23,2,1,2,3,"Y'all need to listen closely. Diners looks kind of cool and probably has great reviews but it's not like that at all. If you haven't been going here as a regular for more than 3 years it's not worth it. The place is run with regulars that are all retired and love to play gold on the weekends. The food is above average but not good enough to make your day or make you go to bed smiling. The lighting in the restaurant is poor; way too dark. I have no complaints about the wait staff. All in all, I would not recommend this restaurant.",9,2,view review
90,,Amy K.,04/03/23,,,,5,"We had the pleasure of eating here last weekend. It's been on my list of places to try for quite a while but since we live in Delaware we unfortunately had to wait until we were in town again. The restaurant is small, homey and very comfortable. We arrived an hour early for our reservation and planned to sit at the bar. Instead, we were greeted by the NICEST HOSTESS EVER and she sat us at a table right away. I mean it with utmost sincerity that she clearly loves her job and was a joy to watch. We were seated in the bar area so we heard all of her interactions with customers and I was so impressed that I mentioned it to her as we were leaving. Our server, Fletcher, was on point and provided excellent service. The food was spectacular! My fiancé had the New York strip and I had the pan roasted beef tenderloin. Both were prepared perfectly and were mouth watering and delicious. Unfortunately we are only in town a few times a year but I know for a fact we will go back to Duners every trip! Thank you for a lovely evening, Duners!",66,1,view review
91,,Christina P.,18/03/23,,,1,5,Great place for a fancy dinner out. By that I mean tablecloths and great food. Make reservations ahead of time. They book up fast. A must try restaurant!,14,46,view review
92,,John H.,24/03/23,,,,5,Still the very best of Charlottesville. Enjoyed the Shad Roe ... yes they have it in. FANTASTIC preparation. Drinks fabulous and a chocolate dessert tart that rocked. Can't wait until soft shell season in a few weeks.,180,19,view review
93,,Mike R.,16/04/23,,,,5,Always to notch food. Interesting mix of top tier food in a relatively casual setting. Food and service are terrific.,21,1,view review
94,,Kevin C.,13/05/23,,,,5,"A tight menu, some would call it limited, but the offerings were excellent. There were four in our party and we each got something different and all of us were pleased. The sommelier was delightful and knew his wines helping me pair a good wine with my pork chop with a jalapeño jam. Bartender mixed excellent drinks and our waitress was a delight. The atmosphere was simple but welcoming and pleasant. This was a great evening in a wonderful place with great food and excellent staff. I'm",35,158,view review
95,,Jonathan C.,18/05/23,,,,2,"Not good.  Not good at all.  Actually, it is kinda bad.  I think I may have PTSD.  Charlottesville doesn't have the best restaurants but this place is really not good.  Even for here.  Not good",41,6,view review
96,,Joy F.,05/06/23,,,,3,"Overrated... great a decade ago 
Service is slow & food off a steam table is overcooked",7,6,view review
97,,Amanda C.,12/06/23,,,1,1,"this place was rated good for kids however when this drunk lady got mad and got in my face bc my son was making a noise and complained to the manager, me and my children were asked to leave bc we were disturbing the people who ""spend a lot of money drinking there."" I do not recommend.",1,,view review
98,,Kramer R.,01/07/23,,,,4,"After so many years (decades, really) finally ate here. 
Hit it on a Sunday night.
Was hoping for a bit more but excellent fare, service and atmosphere.
Oysters to start, very good
Fish excellent. 
Duck very tasty.
Wine selection nicely offered. 
Dessert was also great.. 
I wish I could give 4.5...but was just missing that extra touch to make it perfect. So 4 it is.
I will be back.",27,,view review
99,,Ryan K.,17/07/23,,,,5,"Tasty American food. Duner's styles itself as a fine dining experience with white tablecloths and candles at every table and soft, slow music playing over the speakers. I ordered the crispy Brussels sprouts and stuffed zucchini. Before our appetizer arrived, we were served piping hot bread with cold butter on the side. The bread tasted like it had been frozen, but we were offered additional bread two times (we accepted once). The Brussels sprouts had an excellent combination of flavors. The zucchini was delicious with perfectly cooked tofu and was served on a bed of lemony greens. Overall, I had a nice time at Duner's and would recommend them for dinner.",674,21,view review
100,,Jack D.,07/10/23,,,,5,"Dylan made our night. Incredibly happy, enthusiastic, bombastic energy. Fantastic food all around. We shared our plates and there was no entree envy. The service was not only timely, but pointed - they make you feel welcome. He found out it was my birthday at the end of the night & immediately offered a dessert drink (delicious). He made my birthday with old friends and it was a night I will remember. Shoutout to Dylan!",1,,view review
101,,Brandon B.,03/01/24,,,,4,"Duner's is pretty good. 4/5 for the Charlottesville fine dining scene. Everything you have will be good to great food-wise. Great beef tenderloin. 

Cocktails will be uninspired but classically alright. Alley Light makes Duner's effort look like cocktails made by children, but it's a good attempt. The wine list is stellar, however. That's what you drink here. 

All in all, it's worth recommending. The patio is the way to go. Plus for the drive, the bread is great.",221,10,view review
102,,Nick P.,16/02/24,,,,5,"Visited for Valentine's day and the food was amazing! I didn't know what to expect going in, but it was beyond expectations. I would definitely come again!!",3,,view review
103,,Dale G.,19/02/24,,,,5,Love this place. Food is delicious and service is great. Sometimes it's a little loud but always worth it.,29,37,view review
104,,neal w.,06/04/24,,,,5,Great food. Service was excellent. Nice homey atmosphere. Went here with my boss and fellow coworkers. The appetizer of fried mushrooms were awesome could easily have eaten three orders my self.,11,,view review
105,,Taylor R.,13/06/24,,,,5,"We came to Duner's for the first time tonight and would definitely come back here again because everything was amazing. I will say that the decor kind of threw me off because I was expecting something more of a fancy dinner vibe based on pictures but honestly it wasn't a big deal that it was more of a cozy vibe. I would describe it additionally as a casual but nice restaurant if that makes sense. Aside from that, everyone was really nice,  service was great, food and drink choices were not overwhelming and everything sounds amazing, and they have a great bar. For dinner we had the beef tenderloin, jumbo crab cakes, and a side of carrots. All of it was cooked to absolute perfection and the flavors all meshed well together. I'm a big crab cake person and loved them when I tried a bite from my husband. I opted for the tenderloin tonight though. We finished off with a flourless chocolate cake for dessert and off we went. I definitely recommend coming here and trying all of their amazing food.",131,31,view review
106,,Barbara B.,13/06/24,,,,5,The food is well prepared and tasty.   everything is very good.  The Margaritas are delicious and hit the spot!,23,,view review
107,,Tiffany L.,06/07/24,,,,4,"I've heard about this place for years and finally made a reservation to celebrate our wedding anniversary. The space itself isn't very impressive as an older, somewhat cramped building. All of the food we ordered was delicious (though on the heavy side). However, the cocktails were not very good- especially for their price point. Service was excellent and bumps this review up to 4 stars!",1365,139,view review
108,,Trish B.,10/07/24,,,,3,"Unfortunately my dinner and my friend's dinner were at best mediocre and we were very disappointed as it is an expensive restaurant.. We do plan to go back to assure ourselves it was just a bad night and not the new normal. My curry was bland and I had to send it back to be reheated and my friend's fish dinner was just ok.

The staff was great, friendly and helpful and professional.",18,11,view review
109,,Christine B.,21/07/24,,,,4,My now husband went here for his graduation dinner many moons ago so we decided to go back on our mini-moon. No acknowledgment about our wedding which was a little sad. The bread here is awesome. He rated it in the top ten he's ever had and even brought some home. They change the menu frequently which is cool. They had a mushroom soup the day we went which was delicious. We tried the Brussel sprout side which was ok. It had like a soupy texture. For entrees I went with the mussels. The broth was good but a lot of the mussels didn't open like 7 or more. I mentioned it and they were nice enough to take it off the bill which I appreciated. My husband had a shrimp pasta that was really really good. He thought it was the best meal of the trip. I think it's worth going back.,944,124,view review
110,,Stephen B.,03/08/24,,,,4,"Overall a very nice meal.  The restaurant was completely full, but we had a reservation. and were seated without any wait.  Service was very warm, prompt and quite attentive service and the food was good.   We started with the fried oysters which were very good . . . lightly breaded, hot from the fryer, and nice remoulade sauce.  My wife had the crab cakes which were also very good with a very good slaw and I had the grilled salmon with a giant ricotta and ravioli and a relish of sun dried tomatoes and artichoke.  I asked for the salmon to be medium rare and unfortunately it was medium to medium well done, so a little disappointing but the ravioli and relish was very good.   Quite honestly the star of the meal was desert - chocolate peanut butter torte with a cashew and pecan crust and some creme anglaise - it was truly outstanding. 

Only other wish is that it weren't so loud.  We were in the ""side room"" and so it was a bit quieter than the main dining room, but we still had to talk very loud to hear one another however this has always been the case at Duner's",13,,view review
111,,Kathleen B.,03/08/24,,,,4,Greatly improved since the last time we were there. Much friendlier/attentive service and really good food. Dessert was fantastic.,9,,view review
112,,Annie B.,23/08/24,,,,4,"Stopped into this cozy restaurant for an appetizer to go. I ordered a lovely fig appetizer that had lavender tones.... The goat cheese had a sweetness to it... The figs were absolutely amazing and fresh and the staff, while I waited, were very friendly and cordial",34,,view review
113,,Brenda K.,05/09/24,1,,1,4,"We had an early dinner. Our server, Sasha, was fantastic - attentive, but not hovering, and very knowledgeable about the food on the menu.

We ordered the Rainbow Trout Stuffed with Oysters & Spinach, Basmati Rice, Shallot & Caper Brown Butter and also the Duck Breast with Malibu Carrots, Risotto, and Red Wine Gastrique. The risotto was not to my liking (too much cheese) so it was replaced with mashed potatoes, which were very flavorful and delicious. For dessert we shared the Flourless Chocolate Cake which was served with whipped cream, and crème anglaise with a raspberry sauce - loved this dessert.",52,20,view review
114,,Ronald K.,20/09/24,,,,3,"Food was good, but clearly had been sitting under a food warmer, so the risotto was crusty and warm but not hot.  This restaurant is always busy so the service is slow. It feels like a country diner and very cold.  We needed to put on jackets to stay warm.  Glad I tried it, but probably won't return.",43,35,view review
115,,Monica J.,29/09/24,,,,5,"Fantastic haven't been to Duners for years and wished we had! It was fantastic! Went for our 20th anniversary. Amazing Halibut dish, partner got incredible salmon dish also had the halibut tostada appetizer equally fabulous. Great service lovely ambience and easy parking!",60,58,view review
116,,Tom T.,21/10/24,,,,5,Helpful advice on food choices. Excellent quality. Friendly people. Took pictures for our celebration,5,,view review
117,,Elizabeth L.,28/10/24,,,,1,"Good food, but bad service from rude server. Seemed annoyed that we were there. Way too much time between water, drinks, ordering, food, etc. - beyond leisurely. Noticed others getting faster service. Had a reservation. Came highly recommended so we were really disappointed.",1,,view review
118,,Sean C.,02/11/24,,,,5,Always good food and great service. Look forward every time we go for a special occasion.,6,,view review
119,,Kevin K.,30/11/24,,,,5,W whine knows this is a gem. Locals love it as one of the few fine dining options out of town. Great menu and service. Cozy atmosphere.,110,1,view review
120,,John W.,10/01/25,,,,3,"Ever since new owners took over, a couple of years ago, the food has become mediocre.  never changing the menu makes more money than an ever changing menu of excellence.   the wait staff are wonderful and the mixed drinks are tasty, however.
I ordered fettuccine with sausage and shrimp but there was NO SAUSAGE to be found!   This is clearly unacceptable and is indicative of the new Duners, or whatever new moniker they will use.",5,,view review
,,,,,,,,,,,
