Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends
Ariel G.,10/07/21,,,,4,"I had come here once before and came back with my boyfriend because of my raving review the first time. Unfortunately, the food didn't measure up this time around, although the goat cheese dumplings were truly a delight (and likely the most popular item). 

Before ordering, we were told that the tapas (as the name suggests) are fairly small, except for the drunken noodles and the tuna poke bowl, so we should order 2-3 per person. We opted to order 6 in total (ended up being 5 because one of the items ordered was forgotten by the restaurant, and we chose to cancel it). Wow was that a mistake. The portions for many of the ones we ordered were huge! All except maybe the goat cheese dumplings, which we absolutely liked the most.

We ordered:
1. Sweet potato gnocchi
2. Goat cheese dumplings
3. Fried brussel sprouts
4. Kale caesar
5. Tuna poke bowl
(We cancelled the thai carrot and mango salad.) 

The best: goat cheese dumplings, followed by the sweet potato gnocchi. So rich and yummy.

If you're a drinker, the whiskey sour is a MUST to order. It may be the best whiskey sour I ever had. My boyfriend got it, and I immediately regretted my rosé wine choice. They can definitely be dangerous if you get more than 1!

The rest: nothing to write home about. The brussel sprouts were drenched in the cream. I tried to pour some of it out onto another plate, and it was just leaking sauce. My boyfriend liked the kale caesar, but it was nothing special to me. The tuna poke bowl? Seared tuna--not what you'd expect for poke IMO. 

We weren't in any rush, but be prepared to wait a little bit for your food, as they appeared to be understaffed but very busy. We thought we would have to wait for a table outside at first, given a sign indicating a 30-min wait when we arrived. However, there was plenty of outdoor seating in the back. We sat at a huge picnic table--just the two of us. The downside? The picnic table was crawling with little ants, so we had to use a spare paper menu to get rid of them throughout the meal. Nothing says romantic like insects.",142,23
Emily C.,20/07/21,,,1,3,Came here on high recs but food and service fell short. Service was attentive at first and then like a ghost. Took me at least 15 min to order a second drink. Food is underwhelming and mostly fried.,31,2
Aubrey W.,21/07/21,1,,,5,"I've been to Bang! a few times, and each time I enjoy the food even more (if that's possible). We ordered 6 dishes: goat cheese dumplings, sweet potato gnocchi, red pepper and feta rangoon, duck and chicken steamed buns, chicken empanadas, and miso donuts with sorbet. The duck steamed buns and sweet potato gnocchi were my personal favorites. The sauce on the gnocchi has the perfect balance of savory and sweet, and the gnocchi itself was super tender and flavorful. The duck paired amazingly with the pickled red onions, resulting in a perfect bite! My dates favorite dish was the goat cheese dumplings, which were also heavenly. However all of the dishes we ordered were delicious. There were two of us, and although I was stuffed we managed to finish all 6! The only downside was that the service was very slow: we had to wait over 15 minutes for our bill. However, all the food arrived relatively quickly and the meal was phenomenal!",168,27
Elisa F.,24/07/21,,,,4,"Great apps and very fast and wonderful service. Prices were a little extra and the drinks weren't the best tasting but honestly food is worth it. Especially the desserts, do not skip!",9,1
Margaret G.,26/07/21,1,1,1,3,I was really looking forward to this place.  A little disappointed.  The food was average at best.  The best tapas was the empanada and the donuts...,86,56
Carla M.,10/08/21,,,,5,"Love it here! This is a new get together with friends and can share small plates. Their drinks are spot on and so is their desserts! Usually very busy on weekends so not sure if they take reservations, and if so make one! I hope to be back soon",41,3
Lindsey S.,29/08/21,,,,2,"Dude, seriously. I want to love this place but it was terrible. Everything is cobbled together of canned chicken, pre-made items, and lots and lots of oil. The noodles were stiff and undercooked in the drunken noodles, the empanada dough was also raw. The bao buns appeared to be made of canned biscuit dough. I'm not saying they were, but the quality was very low. It took a span of over an hour to receive our plates and everything was underwhelming except for the cocktail. Disappointed because I usually love Charlottesville eateries.",116,6
Michael C.,31/10/21,,,1,2,"We went here on a Saturday hoping for a good meal. It had been years since our last visit that was amazing. This was not the sam. We were seat promptly with out reservations, but for here were many seat open. Our server was just ""there"". no personality. Never smiled. Barely said a word To us between drinks and food. Drinks were extremely strong and well worth the cost, despite the small size. $10-12

We ordered rice balls. Very very soggy/greasy/oily. Fell apart when we touched them so had difficulty despite being efficient with chop sticks. The rice had very little seasoning and the sauce had less taste than lite mayo.. $9-11?

Drunken noodles...come on.
It was oily and very spicy. We only tasted heat and oil. No idea what plus were used. $12-14 not sure.
You want good drunken noodle.... Try Lime Leaf!

The deep fried shrimp. So damn small and greasy again. We tasted the same flavors/oil in each meal. It was mainly breading and teeny tiny shrimp. The bed of vegetables with it were great!   $16.00 or
So.",30,2
Emily K.,13/11/21,1,,1,4,"An incredible place for good food and good cocktails. No reservations so when we came in through the entrance at South street west and 2nd streets SW we stood and waited there in the cramped front entryway and no one assisted us for at least 5 minutes. It wasn't until we asked one of the servers if we could be seated that they sat us at one of the empty tables. The drinks were delicious, 100% recommend General Tso's Cauliflower it is crispy and sweet and the cauliflower is soft on the inside. Both drinks were phenomenal (and stronggg might I add)! Overall a great experience, I'd go back again, hopefully there'll be a new system for walk ins though!",214,212
Elisabeth S.,18/11/21,1,,,5,"Very nice people and great date night place. You must get the slightly sweet, definitely crunchy General Tso cauliflower. Loved the pork and baos as well. Go try it.",124,6
Phil D.,25/11/21,,,,2,"To the chef, go hide. The team supporting you is simply horrible.

Hostess-think her name was Jennifer, was rude and wasted our time. We arrived and placed our name on the list. 10 minutes later she said it would be 15 min. The we were waiting and she came and said it would be  be 30 minutes and to go across the street and have a drink, since the bar was full. She said go to the southern across the street for a drink, we did and after our drinks were served 5 minutes later - she texted and said our table was ready. Really? This is not brain surgery.

The service gets worse. The older mature man who attended to us ""the waiter"" never even gave us his name and treated us like we were in a car in line at McDonald's. His lack of support and attention to detail really made the 1st time experience at Bang - average.  He was not interested, didn't listen and had no enthusiasm for the waitlisted culinary experience. When we asked him what suggestions, he rattled off the three most expensive items. Really?

To the chef: of the 12 items we ordered the kale tortellini, pork taco, chicken bun were the best. Your food rocks. Maybe consider opening a food truck and be done with the noise of an average restaurant. You're better that this.

If the service was better we would have ordered drinks, wine, and more food.",345,1
Krista R.,01/12/21,1,,,5,This place is by far my favorite place in Cville. I love that it's tapas and you can get a little of everything. I love that the menu some what changes a few items here or there. The drinks here are amazing. The food is good portions to share. They hosted my bday get together with 10 of my friends and I. Everyone had a great time. The service was on point as always. The pack patio during summer is perfect with friends. Drinks are strong. This is my go to place when friends come into town. Hands down recommend 10/10,247,352
Lauren N.,02/01/22,,,,2,Lots of mayo and deep fried. Pork belly baos were not done right. I honestly didn't like anything except the drinks.,73,399
Shelly C.,11/01/22,2,,,5,Great service and yummy Asian fusion food. We'll be back. My drink order was too strong. I forget the name but it was a ginger vodka combo. I sent it back and they modified - still too strong for my taste. Kids enjoyed the food and there was something for everyone.,34,1
Joe D.,16/01/22,4,1,3,5,"Bang! Leaves me practically speechless every time I go. The food is consistently amazing even when toying with the different menu options. 

The way Bang! operates is not a usual dining experience you may be used to. When your dish or your neighbors dish is ready, it comes to the table. There is no waiting to eat until everyone has their plate. This also encourages folks to get beyond just one dish since they are indeed small plates. It is a fun style. 

To start the meal, I had the curried hummus with sourdough naan. Unfortunately, I did not capture a picture of this. That speaks to the quality of the dish. Every bite was scrumptious from the warm naan to the hummus with a kick. It is a great starter and shareable between two folks I would estimate. 

For my ""main course"" I ordered the Korean Beef Empanada and Chicken Bun. Both of these were excellent. My personal favorite is the empanada which I will order every time regardless of what else I get. The beef quite literally melts in your mouth. The chicken bun is also very good and should not be overlooked! For $4 it is perfectly fine to get a handful of these as your whole meal. 

My friend also let me sample his tempura sweet potato. From my small portion, I was a fan. It was fried well but not to the point where you lose out on the sweet potato. 

For dessert I got the coconut chocolate mousse. Oh boy I'm glad I did. While it was slightly difficult to break apart with the Graham cracker crust/base, each bite was divine. It was essentially coconut chocolate mousse on top of a baked Graham cracker crust. So good! 

My friends also let me try the miso doughtnuts. These were good but my clear front runner is the coconut mouse . 

Finally, in terms of drinks, I had the Sin City and Esoresso Martini. Both of these were good but I really enjoyed the espresso. It tasted like a sweet coffee drink from a coffee shop and really does well to mask the alcohol in it. 

Bang! Is a great spot for all - dates to family night out I recommend you stop by.",156,125
Lily H.,10/02/22,,,,5,"Best meal I've had in Charlottesville! I had 5 of the Wednesday night specials (perfect for 3 people) and each was incredible. 
Tempura Artichokes
Sweet potato gnocchi
Black pepper tofu and broccoli
Edamame dumplings
General Tso's Cauliflower

All so good!",11,
Stephanie G.,11/02/22,2,,,5,This will forever be one of my favorite places in Charlottesville. They were very packed tonight but the staff was incredible and constantly checked in to communicate the wait time. The new food on the menu was great and the bartender special drink is one to come back for.,1,
Cat R.,20/02/22,2,1,1,5,"Full disclosure - Bang! is my favorite restaurant in Charlottesville. Often tapas are an excuse for a restaurant to charge you more for less food but that's not the case at Bang! Their plates are medium sized and 2-3 dishes are plenty for one person. Cocktails are also delicious and, even though they're unstaffed, the servers are extremely attentive and friendly. We had Lauren as a server and she was WONDERFUL! Really enjoyed our experience. Come to Bang! and tip the wonderful staff well.",5,
Casey B.,24/02/22,1,,,5,"Love this place, but it is definitely pricey. Awesome for girls night, so you can share and try more things. Also good for a double date. I've tried so many things from here that I wouldn't normally eat and loved.",12,76
Danny J.,01/04/22,,2,3,1,Showed up on a Friday at 6pm. Restaurant was full with some large tables but got seated right away. We ordered 2 drinks and 4 plates. It took 45 minutes for both our drinks to show up. It's been an 1.5 hours and not even one plate showed up. We asked for our check for the drinks and left. The big table next to us ordered more food and got that right away. Do not recommend unless you are not hungry or have a lot of time on your hands.,98,50
Lindsey V.,16/04/22,1,,,4,"This is the place I take EVERYone who visits cville to. It's basically a bunch of small portions except for the ones that are $16, which come with a decent amount of food. The bang bang shrimp and the korean bbq both had a lot more food than I was expecting, which was nice for the price. Everything I've ordered here has been good, so I would just order whatever you think you'll like, because you probably will. The service can be a bit slow at times but the staff is very nice and welcoming. I will never stop coming here!",105,10
Melissa Z.,23/04/22,2,,6,4,"3.5 stars. Rounding up bc so few decent places in Charlottesville with vegetarian and vegan options.

The ambiance is so blah. Are there no interior design students to come in on the cheap and through some decor around? Because of the barren space, It isnt nice enough for a date spot.

Here are the plant based items I ordered, from best to worst:

Black Pepper Tofu. I was afraid to order this worrying f that there would be too push black pepper but it wasn't. The sauce was medium spice and the black pepper flavor was mild. You get a great amount of tofu and broccoli. This really could be an entree if you added a side of rice. This dish is why I boosted to 4 stars.

Drunken Noodles. delicious sauce and tender noodles made this one of the best drunken Noodles dish I've ordered. Other places sometimes use a boring brown sauce but Bang uses a slightly more complex sauce. 

Mushroom Bao Bun. I thought all bao buns were the same until i tried this one. This was much more dense than the airy buns I've eaten at other places. The mushrooms were shitake and had an excellent flavor that was let down by the uninspired slaw on top.

Flash Fried Brussels. Don't get the mayo bc this isnt lightly fried - its deep fried so very greasy and the mayo adds no flavor. If you ask for it vegan you'll get a different sauce.

I would come back bc of so few vegan friendly dining options in C'ville.",682,296
Nancy H.,30/04/22,1,,1,4,"Came here for a girls' night downtown for a round of Asian Fusion tapas! For four people, we ordered 8 plates (forgot to take pic of drunken noodles) and felt decently full after. 

My ranking of the plates from enjoyed the most to least:

-Korean boneless short ribs: meat was so tender and the sauce was delicious. I wished I could have ordered this whole plate for myself. The crispy noodles didn't add much to the dish in my opinion though 

-drunken oyster mushroom noodles: don't test like traditional Thai drunken noodles but still pretty yummy! I would get this again the next time I come 

-general tso's cauliflower: nice crunch and fried beautifully. I appreciated how hot the cauliflower were, it seemed like they were taken out right after they got fried and the sauce was very tasty 

- curried potato and cauliflower dumplings: reminds me of samosas; good seasoning in the filling and crunch

- black pepper tofu and broccoli: I really enjoyed the sauce that the plate came with; however, felt like the tofu could has been more crispy as it felt a bit soggy 

-mushroom steamed bun: honestly i was looking forward to these buns but they didn't give me as much flavor as i would have liked. The presentation of the buns is appealing though. 

-sweet potato gnocchi: this plate is definitely heavier than the other plates we ordered. I didn't enjoy it as much as the other plates we ordered 

-goat cheese dumplings: my friends enjoyed this dish but i felt like the cheese was too heavy for my personally especially with the fried dumpling wrapper",201,33
Christina X.,22/05/22,,,2,4,"Wow this was surprisingly a very delicious meal! Only minor complaint is that food can come out at odd intervals and since this place is popular the staff can be a bit rushed and scattered with all the work they need to do.

My husband and I went hiking with another married couple and came here for dinner afterwards (on Saturday night). We luckily were able to get seated right away despite the place being packed. 

This place is so great for sharing! The four of us ordered:

- fried chicken & pork belly buns: 7/10 (pork was so tender!)
- sweet potato gnocchi: 8/10 very pillowy texture that grows on you as you eat it
- Korean short rib: 9/10 super tender and flavorful
- firecracker shrimp: 7/10 yummy but not that memorable 
- chicken spring roll: 10/10 everyone's favorite dish! The chicken was so juicy. We reordered because it was so good
- pear & avocado salad: 8/10 very refreshing and great to balance out a lot of the heavier dishes we got

I think we may have gotten a few more dishes but those were the most memorable ones. My overall impression was that although some of the fusion concepts can seem kind of odd at first, everything ended up tasting really good! Perfect place to go if you enjoy sharing a bunch of little dishes. Will be back if I'm ever in Charlottesville again.",223,557
Diane G.,12/06/22,,,,5,"We enjoyed dinner here and will definitely come back. Loved the vegan options, so many to choose from. We got curried cauliflower and potato dumplings vegan, tempura artichokes vegan, curried carrots vegan and black pepper tofu and broccoli vegan. They have a bunch more vegan options on menu we had trouble deciding what to get. Also got tofu bun and naan. The carrots were incredible! So much flavor. Also recommend the tempura artichokes. My daughter loved the butter that comes with the naan. Everything we got was delicious and waitress was very nice.",18,5
Beth K.,13/06/22,,,,5,Excellent food and excellent service!! Morgan was our waiter and she was very efficient and friendly. She let us know how many dishes they recommend ordering since it's tapas style. Decent prices as well. I was surprised that they don't have iced tea or even hot green tea as an Asian fusion restaurant... only downside. The outdoor patio is lovely - it's covered and they have fans for temperature control.,153,4
Lauren S.,18/06/22,,,,5,"Second time back at bang and while it wasn't as good as my first it still didn't disappoint. (Giving it 4.5 stars but rounding up to 5 because it's still a solid place). However I was quite disappointed that the red pepper feta ragoons were not on the menu anymore. 
The BBQ empanada was surprisingly very good and crispy and perfect to share with two people. 
The brussel sprouts were some of the best ones I've had and the goat cheese dumplings are always a must with the cilantro sauce. 
We both did not enjoy our buns, the tofu bun was flavorless and the Korean beef one was so wet with sauce and kind of spicy.",70,6
Jiyeon K.,18/06/22,,,,4,"I'd recommend the curry sweet potato gnocchi and the pork belly lettuce wrap! 
My boyfriend really liked the short ribs but I thought it was a bit too salty and saucy.",52,234
Stephanie H.,01/07/22,,,2,5,"We went to Bang for dinner last night based on a recommendation from our local friend. She and her husband love it and said Bang had great specials on Wednesday's, which they did!

I got the Not Your Mothers Mule, a mango mule with habanero syrup. The mango goes great with the kick. I'd say it's about a 6/10 on the heat scale. Not crazy spicy, but has a good kick. I'm not a very spicy person so if I could drink this so can you!

My boyfriend got the Calm Before (The Storm) - old fashioned with earl grey and walnut bitters. I loved the earl grey flavor! But it is a bit on the sweeter side for an old fashioned.

The food is tapas style, so we got a lot of food and we're completely stuffed by the end of the night. And I have no regrets other than I didn't have any room to get any cold Sake. Sad.

My favorites were the Shrimp Dumplings and Kale Tortellini. The tortellini were delicious! It was like a drunken noodle tortellini and the sambal brown butter sauce was the perfect pairing and gives it a tiny kick. The shrimp dumplings were a fried crispy dumpling, and I felt like it closer resembled to a taco/empanada than dumpling but they were AMAZING! I wanted to eat like 20 more. The spicy garlic mayo with the dark brown sweet drizzle was so good, even the cabbage slaw on the side was bomb! Definitely try these dumplings, they're to die for!

We also got the Thai Meatballs (my boyfriends favorite), Feta & Red Pepper Rangoons, & Pistachio Roasted Beets. Everything was delicious! 

We also obviously had to try the House Pickles. They had a slightly Asian flavor, probably from a bit of sesame oil and maybe rice wine vinegar.",118,673
Anshul J.,07/07/22,,1,,5,"James catches, puts up a 3, won't go. Rebound Bosh, back out to Allen, his three-pointer...BANG!",1,
Annaliese M.,09/07/22,,,,4,"First off, the food was excellent. Each plate had a very distinct flavor that I've never had any where else before. It was an interesting blend of Asian with Southeast Asian food. The BBQ beef empanadas and goat cheese dumplings were among the best things I tasted.
The ambiance of our seating were mediocre. The table was quite low and we were sat on bench seating without back support. However, none of this took away from the delicious food. I also thought our server was super attentive and kind.",71,5
Liam S.,23/07/22,,,,5,"So imma just put it out here, I've never been to ""bang!"" but don't underestimate the power of an AC-130 air fortress. A 25mm Gatling gun, a 40mm Bofors cannon, and a 105mm howitzer. You will be wiped out before you can say ""Jim Ryan's bushes are looking well cut today, I wonder what contracting company he uses"", so yeah, pretty fast. Anyways, bang, more like wang!",2,
Chat C.,27/07/22,1,,3,5,"Let me just start out by saying this is one of the best fusion tapas places I've ever been to! 

The waitress was nice to let the kitchen know that I worked night shift at 7pm (wearing my scrubs didn't give it away, did it?) and was able to queue me up as fast as able so I can enjoy this restaurant week to the end!  

Started off with a banger: Korean beef empanada with a miso Mayo on the side. Delicious! Enough said 

I forgot what this was but it was chill noodles, maybe the chilled Kung Pao veggie noodles. Refreshing and I was scarfing the down. Nice umami kick to a light tasting dish

Red pepper and feta rangoons were good! The cilantro sauce was a little too thin, otherwise very good 

Ginger pork dumplings in chili oil was great but slippery with chop sticks lol. Too spicy for my fiancée but perfectly spiced for me. 

The most anticipated dish for us was the flash fried Brussels with miso Mayo and sweet soy. It def tasted good, but maybe it was speedily made because it wasn't crisp, but instead it was soggy on the outside. Had it better the first time. 

Ginger crême brûlée IS THE BOMB FINISHER. Top 3 crême brûlée for me. 

Bottom line: None of these dishes came out in any particular order, so it was a nice surprise whenever each one came out. What makes this place special is that you can share your plates with those you sit with, so our table of 2 had 6 dishes to try out and it was the perfect number. We have had a table of 4, maybe close to 20 dishes and we were filled to the brim, but was completely worth it. Be prepared to have flavorful moutfeelz",166,333
Maya K.,20/08/22,,,1,5,The steamed buns and all their deserts had us in complete shock. Food is great and fast. Only thing I would say is they should vacuum they're floors more often.,1,
Chelsea U.,06/10/22,,,1,5,The duck dumplings were amazing!! Will definitely be coming back to try more items on the menu.,8,
Cortney Q.,16/10/22,,,1,4,"Took a chance and arrived at 9pm on a sat night. To our luck there were not only seats at the bar but a table! 
Thank you for marking all the VEGAN options!! Food was great, all the dishes were so different in taste. Cocktails were decent and packed a punch. Check this place out you and dont judge the lack luster dinning space that seems to be very warn.",16,1
Julie R.,29/10/22,,,,5,"I am a sucker for a few things- small plates, outdoor dining and, for whatever reason, vegetarian eating when I'm traveling and dining alone. Enter, Bang! Thinking it opened at 5p, I felt like I was stalking this place until it's actual 530p opening. The outdoor dining in the back was fitting of the menu with bamboo all around. I settled on two dishes- cauliflower and beets. My husband, over a thousand miles away, virtually rolled his eyes when I told him what I'd ordered. Well, he missed out. The cauliflower was incredible! Full of flavor, crisp, and a delicious dip that I could have sipped on its own, this is a must...even if you aren't a huge cauliflower fan, you will love this! I ordered the ginger creme brûlée to go and it was divine. So, stalk this place until it opens and go, whether you're alone or with other, you won't be disappointed.",171,7
Sophia N.,15/11/22,1,,2,4,"A good spot for Asian fusion food! All of our small plates were good, especially the spring rolls and the shrimp tacos. They don't take reservations and fill up pretty quickly so make sure to get there early if you want to avoid the line.",337,60
Stephanie C.,29/12/22,,,,2,"Disgustingly Greasy!

The food made me and my girlfriend nauseous after eating it. I still have a stomache ache and residual headache the next day. Basically made me feel as bad as a hangover without a drop of alcohol. I should have listened to the other yelp review that complained about Bang! putting greasy mayo on already greasy food. Perhaps we would have enjoyed it more if we ordered the salad, but hardly seems like our fault when over 2/3 of the menu was deep fried. The curried chickpea spring rolls were the only redeeming dish. I got the beef bbq enpanadas but didn't think it was as good as the yelp reviews made it out to be. The tempura sweet potatoes and firecracker cauliflower really pushed us over the edge. I couldn't eat another bite of grease. 

Go get tapas from Mas Tapas instead. Way better, less greasy, and similar prices.

If you want asian food, there's lots of other options like Doma, Silk Thai, Cafe 88...",213,108
Decent E.,04/01/23,,,,1,"Terribly oily, vegetables completely overcoooked, carpet sticky with spilled alcohol. To be avoided at all costs!",2,
Sharvani M.,06/01/23,3,,2,4,"If I could give Bang a little more than 4 stars, I would. I've been here twice - the first time was many years ago and I remember being blown away by the food. This visit, the food was still delicious and unique, but a few dishes fell a little short of expectations.

First of all I love Bang for the unique concept - Asian small plates. I loveee Asian food and trying lots of items so this was perfect for me. The ambiance is also quite nice, although at first we were seated at a table right next to the door where we basically shivered every time the door opened; we then asked to move to a table upstairs and got a much more intimate spot even though there was a short wait. 

I also LOVE that almost all dishes are vegetarian / vegan or gluten-free. I was able to try so much of the menu which I'm never able to do! I'll list some of the hits and some of the misses:

Hits: Goat Cheese Dumplings (eat these hot - I hate cilantro and still was fine with the cilantro sauce they come with), Fried Rice Balls (chewy, hearty, satisfying), Kale Tortellini, Brussels Sprouts 

Misses: Eggplant Noodles (hard to eat, not chewy as expected), Avocado Wontons (avocado fell out during frying apparently because ours were basically empty), Roasted Beets (pretty good but nothing mind-blowing)

Overall we would come back if new items were added to the menu (which they constantly are shifting and changing items)! Lovely & special date night spot.",194,14
lalalal l.,11/01/23,,,,1,"I went there last week with my boyfriend and had a meal that was so greasy, mushy, and gray that I barely ate any and still felt nauseous after.",1,
Murry C.,07/02/23,,,1,5,"We took a party of eight to Bang! to celebrate our 35th wrdding anniversary. We have been before but the others had not. We had excellent food and excellent service. Our waitress, Maya, could not have been any better. Every dish we had was better than the last. My husband's fave is the pork belly. I think mine  is the goat cheese dumplings. I had two of the sin city martinis and would like to have had a pitcher of it. I tell everyone that Bang! is my favorite C'ville restaurant!",16,17
Ashley R.,30/03/23,,,,5,"We chose Bang! for my birthday celebration this week and we're so happy we did. Great for special occasions or slightly fancier date nights (for us, we aren't fancy). 

I especially love the huge vegan selection and choice of several mocktails. You won't be missing out by skipping alcohol and animal products! 

We got:
* crispy sesame rice balls 
* chili roasted carrots and broccoli w/ sesame cashew sauce 
* avocado citrus salad with radish passion fruit dressing 
* curried kale and potato dumplings 
* matcha raspberry panna cotta 
* ""not a wrecking ball"" mocktail

The star of the show was the rice balls!! But everything we got was amazing. Service was great too and the food came out fast. 

Perfect for a vegan experience that would leave even omnivores satisfied.",200,256
Serena X.,05/05/23,,,,4,"first time coming to bang 4.5 overall 
after hearing so many good things from friends. I came here with 3 other friends, and we ordered a total of around 4 main dishes and each ordered 2 buns. 

I was hesitant about the buns at first, but they were extremely soft, flavorful and creamy, my favorite being the short rib bao buns. My friends loved the chicken buns as well. We also ordered the shrimp, Brussels sprouts, cheesy rangoons, and fried chicken dumplings. 

Atmosphere was cute with outdoor seating options. I do have to say maybe the company here swayed my view, but overall, I highly recommend it for some nice Asian inspired tapas!",227,132
Loredana K.,23/05/23,,,,4,"I'd give this a 4.5 out of 5

First time coming here & it was great! Didn't know what to expect since it was my first time ordering  at a place where you pick and choose multiple dishes. I got the goat cheese dumplings (10000/10!) and the Pork lettuce wrap.  

We sat outside and it was so pretty. Staff was friendly. Pretty expensive, but I knew it would be. I will definitely come back again!!

Pros- easy for your group to order multiple different plates and share. Great drinks. Vegan, vegetarian, and Gluten free options. Everyone can find something they like. 

Cons- because of the different dishes, my friends got their food way before me. My friend was done with her food before mine came. Didn't know how to properly order b/c we weren't explained the process (now I know to circle which items I want-- not a big problem at all). Wasn't much signage outside, so it was hard to find at first. 

Like I stated earlier, I will 100% return. Would recommend for a unique dinner experience.",9,51
Juliette S.,23/05/23,,,,5,This is always great and my friends and I love to eat there and we laugh loud and hope they don't mind! The food and service from the waitresses are awesome. I love to try all the dishes and flavors. We love and respect them although we laugh so much havin a chill time. Peace!,90,
Julie L.,19/07/23,,,,5,I love this restaurant!  Great menu with good size portions.  Unique cocktail options and cool vibe.  Indoor and outdoor dinning options too.  Don't miss this fabulous dinning experience!,5,
Joyce G.,26/07/23,,,,5,"Been there every time we go to Charlottesville. So great!!  Unusual dishes, served hot and fresh and quickly. It's a 10!",10,7
K R.,05/08/23,,,,1,"Wildly unimpressed!  Tables were sticky, bowl was chipped, don't understand the ambiance, and server thinks Tapas means bring the order in random increments (vice small plates).  Oh- and they spray a ridiculous amount of Fabuloso while you're trying to eat.  We won't waste our money here again!",2,
Lena M.,29/08/23,2,,2,4,"Checked Bang! out for a friend's birthday party.

***LOCATION***
This restaurant is only a couple blocks away from the Charlottesville's Historic Downtown Mall. There is a parking lot in front of it that you have to pay for. However, if you come on a Sunday or after 6pm, it's free to park there.

***EXPERIENCE***
We were a group of four. The friends I went with love this place and were excited to order for us. It's an Asian fusion tapas place. The service is a bit strange here because they grab your menu (you mark what you want and how many dishes of it) and then they disappear. It felt like they were throwing the dishes on our table and running away. At one point, they threw a dish we didn't order and before we could say something, they were already gone. I had to flag down a waiter to let them know the dish must've been for someone else. Ignoring that, we had a great time. We ordered:

Tempura sweet potatoes with hot honey feta:
This was probably my favorite dish we ordered. It wasn't covered in any sauce and the hot honey feta really complimented the fried sweet potatoes.

Goat cheese dumplings with cilantro sauce:
A lot of reviews raved about this and I understand why. We ordered two of these (they come with four dumplings), but we were stuffed by the time they came out at the end. These were one of the best things we ordered. I loved the curry flavors of the cilantro sauce. It really complimented the goat cheese. The dumplings themselves were crunchy which was really nice.

Flash fried brussels with miso mayo and sweet soy:
The brussels sprouts still had a bit of a crunch which was nice, however this dish felt like it was drowning in the miso mayo.

Ahi tuna poke tacos, pineapple, edamame:
Felt a bit drowned in the mayo sauce. The crunch of the taco shell was nice. Loved all the colors in this dish and what they were going for.

Firecracker shrimp, spicy garlic sauce:
This dish is not spicy, but the fried shrimp is delicious. Another dish covered in sauce.

Red pepper & feta rangoons:
They had a nice crunch and felt like a yummy crunchy and cheesy snack. I appreciated the sauce on the side.

BBQ pork belly, miso mayo pickled daikon:
It's a bit hard to share one of their steamed buns, so we each got our own. I ordered this one and enjoyed it. The bun is very thick and filling. The pork belly was quite delicious.

I had mixed feelings about the food. Some things were pretty yummy and others were just fine. A lot of things had a bit too much sauce for my liking. I felt like there was A LOT of dairy in these dishes, but that's probably due to what my friends ordered.

***PRICE***
We split the bill four ways and paid about $36.

***BATHROOM***
I only noticed one single stall here. It was gender neutral. It had a bit of a smell, but was clean otherwise. 

***CONCLUSION***
I really love the concept and what they're going for here. Some dishes are great while others don't hit the mark for me. I'd still recommend checking out this restaurant and getting things like the goat cheese dumplings and the tempura sweet potatoes.",667,1190
Alison L.,12/11/23,,,,3,"Food was delicious, served tapas style. We loved everything we ordered. Service, on the other hand, was pretty terrible. It was busy, but seemed well-staffed enough. It took 15 minutes - and a request from me - to get water. The food came out pretty smoothly and it was great, with 10-15 minutes or so between each plate. But then we waited 20 minutes with just empty plates in front of us for our waitress to ask if we wanted another drink or if we were ready for the bill while we were actually still waiting for a final plate we had ordered. There was never any acknowledgement of the slow service. In summary: great food, bad service.",2,
Jessi S.,14/11/23,1,1,2,5,"It is SO fun to come here with a group so you can just try as many things as possible! Of course we ordered more than we could handle - but so happy we did! There were several interesting dishes and other staples that we've previously had. Again, the steamed buns could've used more meat filling. The roasted duck noodles, red pepper and goat cheese dumplings, and short rib empanada were absolutely top 3. The pickles are also to die for! Some not so favorites were the naan with cinnamon butter...that's really it!",437,386
Arynn A.,27/11/23,1,,,3,Staff was very nice and professional. Good vibes. But I ate too much greasy food here and threw up at Holiday Inn,1,
Amber N.,28/12/23,,,,5,Love the tapas and cocktails set up! It's so fun to try all of their offerings and the cocktails always give you the feel goodies!,29,134
Erin H.,29/01/24,,,,5,Went for restaurant week.  Second year in a row and it did not disappoint.  I'd highly recommend checking this spot out for restaurant week it's only $35 per person and the portions are huge.  We took home enough food for two more meals.  The top hits were the bulgogi beef lettuce wraps - super tender and the kimchi was on point.  The tiki masala was packed with flavor and the Nan was obviously homemade - airy and pillowy goodness.  The goat cheese dumplings didn't disappoint - I've had them before so I knew what to expect.  The pork spring rolls were a delight unto itself.  The mushroom noodles were not a highlight - needed more heat (I'd go with the firecracker shrimp instead in hindsight).  The Brussels sprouts came out first and were tasty - your typical fried Brussel sprouts so I can't say I thought they were anything special.  There was some confusion on what was included so we ended up with 2 deserts but the comped one - we took those along with a ton of leftovers to go.  All in all a wonderful meal.  I had the season mule which was tart with a little heat - very refreshing.  My date had the blackberry bourbon drink (don't remember the name) they thoroughly enjoyed it.  All in all a wonderful meal.,60,109
