Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends
Taylor S.,07/06/23,,,,5,"Bagel & salmon with scallion cream cheese, capers, and red onion was out of this world! Also enjoyed a sourdough strawberry glazed donut which was also amazing. Will definitely be back next time passing through Charlottesville!",10,153
Caryn K.,14/08/23,,,,5,"We stumbled upon this gem of a brunch spot while in Charlottesville for a bachelorette trip and it was fabulous! They were quite busy when we arrived, but they were constantly restocking their case of pastries. There was a little bit of a wait on the coffee but the food was relatively quick considering how busy it was. They have indoor and outdoor seating and a nice variety on the menu. I had potentially, the best breakfast sammie of my life, while at Belle. The picture I took, does it absolutely no justice, but I did include it in the review. I ordered the #1 with cheddar and my sister ordered the #6 (at least I think that is what she ordered). My breakfast sammie was filled with generous helpings of sausage and egg. The cheese wasn't overdone and the bread made it feel like I was almost eating a burger. It was a 10/10 experience. If I find myself back in Charlottesville, I will have to come back here bc the food was that great!",173,127
Jon H.,28/08/23,,,,5,Charlottesville's simple and elegant healthy breakfast. Try the American breakfast or the Cubano for lunch. Beautiful atmosphere and friendly staff.,2,
Susan K.,05/09/23,1,,1,4,"Heavenly smell of cinnamon walking through the door. Service was walk up, ample seating, friendly staff.  Food was just good, a bit under seasoned and no salt or pepper shakers.  Coffee is why I deducted a star.  Bitter and tastes like chicory.  I put in loads of 1/2 & 1/2 and still threw out half a cup.  Hubby felt the same.",240,100
Jia Yang C.,08/09/23,1,1,1,3,"Came here for brunch and the staff were really friendly and nice and atmosphere was great. The restaurant itself is a really cool old-school vibe to it. I got the #1 sando and it came out to be just over $13 and I think it was good but nothing special, especially for $13.",3,3
Ryan K.,11/09/23,1,,1,5,"Good breakfast food! We visited Belle on an early Sunday afternoon, and it was busy, but we managed to find a table. Belle only takes reservations for dinner and not for breakfast. Another note to keep in mind is that they do not serve their sandwiches on Sundays. Patrons seat themselves and order near the front of the restaurant. There was no music playing (that I could tell), but it was difficult to hear my partner because of the noise generated by the surrounding patrons. I ordered the Belle mushroom and Gruyere omelette. The food was served in under 10 minutes after our order. This omelette was one of the best I have ever tried. The egg was perfectly cooked, and the balance of flavors was excellent. Overall, I would recommend Belle for a fast Sunday breakfast.",674,21
Sam C.,23/09/23,,,1,5,"Best breakfast sandwiches in town, healthy delicious unique sourdough donuts, amazing barista and coffee selections. Awesome crew too. New tables outside are upgrades.",47,65
A B.,05/11/23,,,,5,This place has a great vibe and food to match. We go probably every weekend but most recently came here to celebrate our engagement over champagne and donuts :),20,
Samuel K.,22/11/23,,,,5,Place is amazing! We went there for huge family dinner and wow! Amazing owners and service. Highly recommend! Ambiance was amazing.,5,
Elizabeth M.,24/12/23,,,,5,So cute and has amazing breakfast & sandwiches. Great place to bring friends and family visiting town.,8,
Ulgonda K.,28/12/23,1,1,1,3,"Far too expensive for what you get. $15 for a turkey sandwich, seriously! That's just for a sandwich, no side. Seems arrogant. Speaking of the sandwich, it was slopped up with multiple sauces and dripped all over the place. I didn't finish the second half because it was so sloppy and squishy. My partner's sandwich was burnt, but he powered through. My daughter said the avocado toast was fine, but she was hungry within a couple hours. 
Bottom line- too much money for too little food that is very OK. Would not go back.",146,40
Margaret Alora N.,01/01/24,,,1,5,"You can't go wrong with Belle. It's a beautiful little unassuming space with comfortable seating indoors and out. Charlottesville's finest. 

Love the fresh sourdough, English muffins, avocado toast, cinnamon rolls. Doughnuts! Dinner service--equally amazing.",16,89
Jorge I.,04/02/24,2,,2,4,A super cute and simple spot! Bakery and coffee shop by day and resto-bar by night. The sourdough cinnamon roll was absolutely delicious and our chai tea latte was even better.,114,27
Jennifer M.,18/02/24,,,,3,"A frustrating night and not sure we'd go back. We had a reservation for 6:45pm.  We arrive and are told our table isn't ready because the party ahead of us are lingering. . No problem. The hostess/waitress comes around to take our drink order and we hang out.  30 minutes later we are seated but still haven't received our drinks.  And we're seated at a table for 8 even though our reservation is for 10 people.  Two people in our group are late so we've ordered appetizers and they order drinks and appetizers.  All our appetizers come and our drinks finally arrive 45 min after we got there  minus our friends who are late drinks.  

We put in our dinner orders and another round of drinks.  Our friends still haven't received their first drinks.  

Our dinners come and our friends still don't have their drinks.  The bartender has no clue. An hour after our friends ordered their drinks they finally get their drinks AFTER THEY ASKED where they were.   It was clear their drink order hadn't been put in or the bartender didn't see it.  

I really enjoyed our Brussel sprouts appetizer and sourdough bread appetizer.  We got the steak frites and it was fine. Nothing to write home about.  Half our party got the butternut squash risotto and there was zero butternut squash in it and the truffle was overwhelming.  Our entire table smelled like truffle oil.  

It took forever to get drink orders. Even though it's a small restaurant it was clear that the bartender could not keep up with the service. They probably need a second bartender. 

All in all it was meh.  Honestly I don't think we'd go back.

Belle is open for dinner Wed-Sat.",165,26
Chloe N.,12/03/24,1,,,5,"Okay, I want to start by saying we drove an hour off route on an 11 hour trip just to eat this sandwich again.

I'm from PA, where pizza shops are abundant and subs with fresh baked bread are top notch. Italian subs are one of my absolute favorite delights.

Now, when I say the Italian sandwich at Belle is stellar, I cannot under emphasize the authenticity of this classic. It's an iconic replication of the standard with class, tact and intention. The sourdough roll/mini baguette is out of this world soft with a nice toasty crust. 

It seems like the meat is sourced ethically, but maybe I'm making that up for the sake of my own pretentious nature. Then, the hunk of real mozzarella is a delicious touch of mouth watering fat. Top it with the thin sliced reds and a balanced mix of Mayo / oil / vin and pepper relish?! AYFKM?! 

Pair it with a Mexican Coke and you have an ""elevated staple"". There I go with the pretentiousness again 

I want to also acknowledge the incredible staff who made accommodations for us driving a long distance and running really close to closing time. 

Make sure you get the English muffins, doughnuts, cinnamon rolls... whatever is in the sourdough bakery case, for your mornings after.

This place is a true gem and I commend the hearts behind this HEARTH!!!",71,
Desiree J.,03/04/24,,,,4,"Fast and friendly service. I ordered the cinnamon doughnut with an iced chai latte and my husband ordered a hot mocha with a cinnamon roll. My iced chai was very good, it actually tasted like chai and not just milk. I thought my doughnut would be hotter than room temp due to cut coming right when it opened but it was just room temp. Overall it was good experience",29,116
Courtney T.,06/04/24,,1,,3,"Not sure how I felt about this spot. Went on a Saturday around 12:15pm. They only do their brunch menu on Sunday fyi, but not an issue. I ordered the #6: prosciutto cotto, Gruyère, and I added an egg. For $15, I was rather disappointed: the sandwich was fine but the cheese wasn't melted and prosciutto cotto was almost over powering. 

$15 for one sandwich with nothing on the side is a bit crazy in my opinion, unless it's an amazing sandwich. Plentiful indoor and outdoor seating, friendly staff. Be prepared to wait a little bit for food, I think I ended up waiting about 20 minutes for my sandwich. And parking lot/street parking is park mobile- not sure how often it's enforced.",227,8
Melissa P.,17/04/24,,,,5,"My husband and I happened upon this amazing place over the weekend. We were enjoying a few days of much deserved ""R&R"" in Charlottesville VA. While searching for somewhere to have breakfast we found Belmont Belle. From the moment I walked inside I knew Belle would not disappoint. My husband ordered a Croquet Monsieur Tartine sandwich and  I an omelette made with Gruyère cheese and mushrooms. Belmont Belle bakes their  own breads and pastries which I can personally attest are beyond delicious. The service was quite good considering how many people were waiting to get a table either inside or out. The ambience is so cozy and inviting.  
Belmont Belle is a one of a kind little gem that should not be missed by all who visit Charlottesville!",35,
Yelp Y.,20/04/24,,,,3,"Coffee was great. Food not so much. Fun friendly environment with some organizational issues. 
Cinnamon donut tasted like apple? English muffin was awful. Dipped in grease like a donut. 
Requested toasted with butter and jelly as offered. Paying for the environment, not what is provided.",54,
John P.,07/06/24,,,,5,Immediately greeted by a lovely person and got delicious drinks. So fun. Interesting menu.,3,
Cole M.,08/06/24,,,,4,"This was a very good but unspectacular sandwich. I would definitely recommend giving this place a shot as the prices were fairly reasonable. And the food is incredible fresh. I will definitely go back to try other sandwiches and update this review accordingly.

Unfortunately I messed up and did not try their coffee (which by the looks of the ones I saw may have moved the needle a little bit more).",140,24
John L.,11/06/24,,,,5,"Delicious food and drinks, great setting, friendly service. Will definitely return soon.",16,
Eric P.,24/06/24,,,,5,"Went for dinner for the first time (lunch is always fantastic). Loved the ambiance. Service was great and the food was outstanding! The bread is handmade and fresh. The appetizers are unique and really delicious. I got the orzo main plate, and loved it. I like the limited menu, as it allows for chef John and his partners to really bring out the best in what they are offering. Will 100% go back again. Well done!",1,
Lindsey A.,24/06/24,,,,5,"Phenomenal food and service. The trout salad sandwich on a croissant was out of this world delicious. The American Breakfast was wonderful, as well and the breads were the best I've ever had. Highly recommend!",24,1
Pam W.,06/10/24,,,,5,"Such an amazing meal for dinner tonight at this cute brasserie in Belmont! Landry was a fantastic server.  From the Anjou 75cocktail to the Comte and Epoisses with accompaniment's.  followed by delicious, perfectly cooked delicate flounder, inventive homemade pasta and lighter modern take on beef bourguignon we were so happy with our choice.  The clafoutis dessert was the perfect finishing touch! Everything we had Over the top delicious and all  with  unique touches ! Easily the best restaurant meal I have had in months!",11,
Walter K.,19/10/24,,,,5,Food was great. The service was perfect. The ambience was great. They made me feel like a local.,10,
Mark E.,19/10/24,,,,5,"Great place for breakfast. Sourdough donuts, cinnamon roll, toast, and english muffins. Great brunch selections on Sunday .",21,2
Vina C.,02/11/24,,,,5,"Best bagel in Charlottesville. Also very cute decor - perfect for date night, brunch, studying, or catching up with friends. Delicious sourdough cinnamon rolls - truly unique!",16,
Jess L.,06/11/24,3,,3,4,"My friends and I got a weekday lunch here. We ate outside and quickly got a table (though the tables continued to be full and turnover).

The menu has some great brunch options. I got the special (see pic) and #5. The eggs are incredibly fluffy. 

You have to get a cinnamon roll! We also got a cardamom donut, which was subtle and unique.

Unfortunately, service was very spotty. There were weird gaps in getting our food. Also, the French toast was obviously burnt.

I'm keeping at 4 stars for the chill vibe and great menu options. My flat white was also on point.",5405,3515
Laura D.,15/11/24,,,,5,"Delicious food, friendly servers, great cocktails. Sweet space. I'll definitely be back.",38,56
W G.,17/11/24,,,,5,Went to Belle for breakfast and coffee twice over the long weekend. Absolutely amazing lemon lavender donut. Great lattes. Had an omelette as well that hit the spot. Lovely service and quaint space. Highly recommend.,24,2
Christina R.,25/11/24,2,1,1,4,"Stopped in for an iced latte and a donut on a busy Saturday. The line ran almost out the door, but went quickly. Both things I ordered were decent, though I didn't find them to be the best in the area. I'd like to try a hot latte instead next time. 

There are a bunch of tables both inside and out depending on temperature. It's a good place to grab a bite and chat.

Breakfast options look good; plan to try in the future!",362,173
Madalynn R.,13/12/24,,,,4,"It's a very nice aesthetically pleasing cafe, the bathrooms are decorated beautifully. My family and I came in for a nice brunch catchup. Everyone was happy with the food they got, the only issue was that my father had an immediate upset stomach after eating (honestly was probably just drinking coffee on an empty stomach). The lady at the front was nice and knowledgeable about everything they had to offer in the menu!",8,
Yasmin H.,13/12/24,,,,5,"Cute little spot with wonderful food, service and  drinks. 
We swung in for a quick brekky and coffee fix. You order at the bar, we got the Croque Madam and one of the breakfast sandwiches along with a nutella empanada of sorts that was delicious! 
Very popular (for gppd reason) and we happened to get lucky when coming in there was an available spot to sit (late morning, week day) - id say be prepared to wait on a weekend 
Parking was limited in the lot but street parking was easy to find :)",3,
Tom S.,15/12/24,,,,5,"Incredible rehearsal dinner and welcome party for Colleen and Michael at @bellecville last week.  
Combine the delicious food - from the poached lobster and quail/pork belly first courses to the trout almondine or ribeye filet mains - with the french bistro ambience and a  room full of family and friends, and you get one amazing party.  
John Shanesy's creative cuisine was on full display from a simple compound butter that we were still dipping our fingers into long after the bread was inhaled to the carrot cake that none of us had room for, but all of us ate.  Then, when none of us could even eat a thin mint, the welcome party started and Brooke's signature charcuterie board came out (setting a new standard for what a charcuterie board is supposed to be!) 
Incredible service and too many Whiskey Cider Smashes made for a memorable evening that kicked off the wedding weekend right.",3,
Tanya Z.,20/12/24,,,1,4,"A deliciously sublime meal at Belle. Starting with appetizers, including a cheese board with Comte, Bleu d'Auvergne, and Epoussis with assorted breads, carrot salad in vinaigrette, tartare filet with focaccia, and escargot (this one not sampled by yours truly). This was followed by tender beef bourguignon and glazed carrots. Finally, although we were full, we managed to squeeze in sharing two cherry clafoutis with ice cream. It reminded me of a Dutch pancake with custard--not heavy, and the tartness of the cherries provided a nice complement to the vanilla flavors.

The space was cozy and warm, and our server was excellent.",23,
,,,,,,,,
