Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends
Justin N.,19/07/21,1,,1,4,"Came here with friends on a Thursday night for their extended happy hour and 1/2 off boneless wings. So much fun! The food is decent. But their daily specials are what make Asado great. The atmosphere inside is awesome for grabbing casual drinks and snacks with friends. Being right on The Corner, the crowd is predominately college students. 

I ordered 12 of their Boneless Pineapple Teriyaki Wings and a Frozen Key Lime Margarita for around 10 dollars total. The wings were great and hit the spot. I also tried their Frozen Pomegranate Sangria which was delicious, and I would definitely order it again the next time I visit on a hot day.",372,109
Aubrey W.,27/07/21,,,1,5,"Time and time again, Asado delivers delicious food and drinks in a lively atmosphere. One of my favorite restaurants on the Corner, there is truly something for everyone here. There are special deals nearly every day of the week (my friends and I like to go on Thursdays for 1/2 off boneless wings and frozen margaritas). The wings are delicious, and come in a variety of different flavors and heat levels. The pineapple teriyaki is a personal favorite. The frozen pomegranate sangria is absolutely delicious, and incredibly refreshing on a hot summer day. If interested in a frozen drink, make sure to ask what they have currently available (usually a lime margarita plus 1-2 other options). They have many other cocktails and margarita flavors, but most are served on the rocks. The tacos are also excellent: the smoked brisket is a must, but the new pineapple teriyaki shrimp taco is also yummy. Overall you can't go wrong with Asado, especially with a big group looking for a fun evening in Charlottesville.",168,27
Carolina C.,12/09/21,,1,1,1,"Had the absolute worst experience here. The waiter (who also happens to be the manager) was so rude. He made a massive scene trying to kick us out for walking in with a white claw that we agreed to throw out. There were no garbage cans in sight so we assumed he would just take it and throw it away for us. Instead he decided to scream at us across the outdoor patio to get the hell out and that he wouldn't serve us at all. Every table was staring and it was humiliating. The man was ignoring us when we tried to speak with him and making fun of my friends for their Spanish accent. So disrespectful and no way to treat guests. Luckily we got traded out for a super sweet waitress who was helpful with diffusing the situation. Big tip for her for putting up with that rude manager. Oh and the food isn't good either.

Just to add to the situation, they messed up our order and gave us the check and credit card of the table next to us so we ended up paying for their dinner.",34,76
A D.,13/09/21,,,,4,Came he for a quick snack. Monday late afternoon so pretty empty. Waitresses were very attentive. Got a siracha shrimp taco which I thought was very big and great flavor.  The steak egg rolls were just ok.,76,
Casey H.,19/11/21,,,,3,"I've have waited at this joint for 45mins for a singular margarita on a Wednesday night. To be fair, they weren't busy at all. But I'm addition, the drink was good but was it worth a the wait? I'll let others decide...",9,
Kasha T.,11/12/21,,,,5,"This was a solid meal-- flavorful, tender chicken, and delicious guac! If you're at UVA, totally stop by. There's even a cute little outdoor section in the back that's a little secluded from the hustle and bustle of the main street.",176,12
Sally J.,29/12/21,,,1,1,"Overall extremely dissatisfied from this meal- I would have rather gone to Sheetz to be completely honest. For starters, after spending all day hiking we were looking for something good, filling, satisfying, etc. And may I add- not a hard crowd to please at all. For starters we got the Sampler (chips with pico, queso, and guac) and the Brisket nachos. The chips were not ordinary, which is something that unpleasantly surprised us. They're more like fried tortillas. Very thick. The nachos I will say we're quite satisfying to me, not the rest of our crowd though. For main, one of us got the Cajun wings and another got buffalo and bbq honey. Bro if I can tell u one thing- DONT GET THE BONELESS WINGS. I was mega looking forward to them and they tasted like they were fried once a day everyday starting two weeks ago and then frozen and refried and set under a heat lamp and then doused in the sauce. The others got quesadillas and no more impressive. Ambiance was OK, probs a fun place to go with friends for drinks before going out but personally as I said like I woulda rather gone to a gas station.",31,
Alice J.,29/12/21,,,,1,"Don't waste your time or money here. I'm not even sure if they knew we were customers; after they sat us they didn't acknowledge us for a good 20 minutes. The food sucks. My friend ordered the dry rub Cajun wings and I said he would've rather eaten dirt. So disappointed in both the service and quality of food. I will eat at Taco Bell for Mexican food before I ever come back to this disgusting ""establishment"". I wish I read over the reviews before dropping $90 on food. 

PS--a health inspector should check this place out based on the quality of food...bit into blue chicken.",15,
Sonya M.,01/01/22,,,1,5,"The food and drinks here were delicious! The chicken wings were delicious, the nachoes were tasty, and the guac and queso? *chef's kiss*. My cousins couldn't stop raving about this place since they would always go to the one in Richmond, but this was my first time going to an Asado's and it didn't disappoint. Definitely may frequent this place again if I'm back in the area.",270,286
Nancy H.,04/03/22,1,,1,4,"Came here on Thursday for their half off boneless wings. Got the honey bbq and it was delish, Asado has never disappointed me with the wings. I've tried other flavors here and they've also been quite delicious. My friend got sweet potatoes fries and mentioned that she wished the fries had salt. I was disappointed by the fact that they were unable to seat us inside though. Usually they ask if we wanted to sit inside or outside but today they told me that they are unable to do separate waiting lists for inside or outside. It was pretty cold and the heaters outside did not work despite employees trying to fix them. All in all, the food here is fantastic, the prices are unbeatable, and it's a great place to grab dinner with friends.",201,33
Shrinath D.,02/04/22,1,,,4,"Asado Taco & Wing Factory is one of my favorite eats in Charlottesville, VA! All of their food is to die for, and their menu is constantly innovating. 

As a vegetarian, I am in love with their Cauliflower Wings (reminds of gobi manchurian with a zesty and spicy twist). All of their sauces complement the dishes well!

Their tacos are also equally as flavorful. My two favorites are the Papas Bravas and Spicy Portobello. Both are filling and satisfying and make my meal each time. 

The nachos are HUGE and amazing. The queso is light but packed with flavor and complements all the ingredients perfectly. 

Asado's combos make it easy to try multiple dishes without breaking the bank!",181,115
Yun C.,03/04/22,1,,,5,Their shrimp tacos? Chef's kiss. So good they were fresh and flavorful and the tacos are probably bigger than you would expect so the price was definitely worth it for me.,13,
Hunter S.,08/04/22,,,,5,"My favorite restaurant on the corner for sure, Asado has the vibe of an upscale place without the upscale price. The service is fast and consistent and the food is excellent, with many options like wings and tacos. I'm a big fan of the wing flavors, and the portion sizes are great. It's a popular stop so the wait times can get a bit long - but the specials are worth it!",31,7
Lindsey V.,16/04/22,,,,3,"As one of the most popular places on the corner, there is often a wait or the service is kind of slow. The food is pretty good it just depends on what you get. The lemon pepper wings are usually good, but I ordered them as takeout and they seemed like different wings than I had ever ordered. They were tough and almost inedible, I have no idea why. I also got the loaded fries which were just terrible. 

The atmosphere is very loud so just expect that if you go. It's just not somewhere I'd recommend taking a visitor of charlottesville, compared to other options.",105,10
Maggie T.,20/04/22,,2,,4,"There are two types of people in this world: people who think of Asado as a taco place and people who think of it as a wing place. They do both so well that I'd say the camps are pretty evenly split. Definitely one of my favorite restaurants on the corner, their taco Tuesday and wing Wednesday half-off specials can't be beat and it's usually worth the ever-present wait times for a table. Service in my experience has ranged from slow to average, although understandly as they are always busy. Knocked off a star due to lack of consistency - sometimes their wings are way too smoky for my taste that it even overpowers the sauce/dry rub seasoning. 

Quick tip: for their specials, if you end up needing a to-go box they'll charge you full price so make sure you only order what you can eat! Not sure when they started this policy as it seems to be a recent thing",17,7
Autumn H.,12/05/22,,,,1,"Every day of every week they run out of the deal and then have a nasty attitude with customers. I've never entered a restaurant feeling so disrespected by management. The servers are nice and accommodating but the managers are quite probably the worst I've ever encountered in the food industry. As someone that works in food you never let the customer leave unhappy and they lose people each and every time they decided to close the restaurant in the middle of the day, cut service hours before close, and never honor a substitution of the deals.",1,
Doug W.,25/05/22,1,,,5,Everyone in the family went home happy!  Wings and tacos were all good.  Drinks were great.,9,
Jana W.,19/06/22,,,,1,"The food was decent. The service was probably the worst I have ever had in my life. We ordered chips and queso and one margarita to start. Twenty minutes later, noting had arrived. I asked and was told that the bar was slammed. They were not. We were sitting in view of the bar. There was only one other table seated. The bartender was HIGH. He could barely function and we saw him outside after we left smoking more.... The waitress was nice but clueless. The chips and queso arrived at the same time as our meal. I finally got the margarita 10 minutes after my food and it did not include the special ""rim"" they so heavily promote. She seemed confused as to why we would want drinks and appetizers as we ordered them and before our food arrived. Would never go back. Too many other amazing places to go in town.",1,
Claire J.,30/06/22,,,,4,"Wednesday 1/2 off wings is an awesome deal. Got honey BBQ, spicy BBQ, and pineapple teriyaki. Honey barbecue was #1 with Spicy BBQ closely behind (but it's definitely spicy!!).  Decent service. Known for their margaritas!",16,45
Emily L.,14/07/22,,,,2,"Food was 5/5 but service was 0/5. Before I get into the food just wanted to talk about our server. When we ordered all the food the server looked at us confused and asked ""is this all for here or take out?"" and we were also confused and responded that it was for here. The server then reiterated that because it was Tuesday all tacos were half off so that meant we couldn't order any more - implying that what we ordered was too much for the three of us? We kind of brushed it off and ignored the server from then. The service was really slow but understandable since it was the last day of classes. When the server came with our food they only brought two of our orders while my friend was left without a order. We asked what happened to our friend's order and the server rolled their eyes and said that they ""didn't write it down"". So we obviously were annoyed and sat there and waited for my friend's order. The server came with the food and just dropped it in front of my friend spilling the contents inside the tacos and walked away without saying anything. After eating, we were all splitting the check and we simply just wanted the total to be split into three but when the server came back all the prices were extremely different even though we all ordered the same thing. This back Ajax forth happened multiple times and I was fed up and offered to just pay the whole thing and have my friends Venmo me back but my friend asked the server for the manager and the server looked upset and annoyed at this request. What annoyed me the most is that every time the server set down our ""split checks"" they were smirk at us as if they knew what they were doing and got a laugh at our annoyed reactions - really uncalled for. Thankfully, the manager was able to help us out with the checks. I have a hard time emphasizing with the server because I would understand if they were new, having a bad day, etc. but just the overall judgmental and childish attitude of the server ruined our moods. 

The food was delicious which definitely lighten up the mood. We shared pineapple teriyaki wings and honey bbq boneless wings. I usually don't like boneless but in this case I actually preferred the boneless because the chicken was extremely tender and juicy and honey bbq is always a fav. I got the pineapple teriyaki shrimp (fried) tacos and they were the perfect mixture of sweet, savory, and tanginess. My friends absolutely enjoyed their tacos as well. 

We will happily come back to asados in hopes that we don't get served by the same server.",41,34
Nachadel L.,25/09/22,,,,5,"Spicy Garlic wings on the right. Cajun Dry Rub on left. Blue cheese dressing. I enjoy Asado's a lot. Good food, quick service, great vibe.",21,
Derek L.,20/11/22,,,,5,"Jackpot. Amazing flavorful tacos. Wonderful service. And a full belly(great portion sizes for price).What more could you want?

On to the specifics:
Honey siracha taco was pretty good. I'm ngl, it was a bit overhyped from what my friends told me but that doesn't invalidate it as still a good taco. It's a simple tangy sweet and spicy flavor loaded with toppings. Shrimp was grilled extremely well.

Pineapple teriyaki taco was my favorite. It hits you with that one two jab of sweet and savory and knocks you out with a mild Smokey after taste.",30,
Haley U.,02/12/22,,,,1,Food & drinks were good. Went to dinner with a friend that I haven't seen awhile to catch up.  we were done eating and paid the check. the servers kept giving us side eyes. We then we're asked to leave because there were other people on the waiting list. We felt like we were rushed the whole experience. It was rude and and very unprofessional.,1,
Rosalind B.,18/01/23,2,1,4,4,"I've yet to have a weak drink from here. They hide it well - the drinks taste like something you might find in a lunchables. Even the double margaritas go down like caprisuns.

Typically, I'm at the bar. (Also, can't believe I'm already at ""typically,"" here. *lol*) I've always had fast, pleasant service. There's one person there that gives off such chill and pleasant vibes whenever my daughter and I visit. I'll leave her name in the tips, if I remember to get it next time.

The fish and the shrimp tacos are dope.",143,466
Emily B.,20/02/23,1,1,1,5,"Asados tacos are the best in town by far. Not quite a traditional taco but so much better in my opinion. Sriracha Shrimp is great and pineapple teriyaki too. They have deals for math monday and boneless wings and wine wednesday etc. The prices are honestly still too high for what the food is though and I hate the decrease in wing amount and the fact that you can't take boxes out anymore. The rule is stupid and i've heard that the managers aren't great. I liked the old way that this place was run. Anyways, the food is still really good and ambience is fun with good music played by staff who are mostly students. Margs are great with fun flavors and option for sugar or salt rimmed glasses.",246,109
Shannon A.,06/03/23,,,,5,"We stopped in for half off margaritas and half off wings and we're not disappointed! The margaritas were delicious - not too sweet. The boneless wings were juicy and filling, a lot more meat than breading which was great.",18,
Cameron L.,16/03/23,,,,3,"Food was awesome. Service was so so, no one seemed like they wanted to be there. Went with a party of 7 and told when we got the check it could only be split 4 ways, very inconvenient. If we had been told that up front we could have split up. Overall food was really good but the rest of the experience wasn't up to par.",4,
Benjamin G.,24/03/23,,,,5,"Very good good. Wings are tasty. Recommend the eggs rolls. Ambience is good, service is generally fast. Wing is chicken.",2,
Brooke B.,25/03/23,,,,2,"I'll never have a complaint about Asado's food, but I did have a bad experience today. We had a very unassuming waiter who seemed impatient for us to order. There were 8 people total for a birthday dinner and we just wanted to chat for a little before ordering. A few people were missing items/got extra, but it was corrected ok. One of my friends mentioned to him that it was my birthday, assuming that he would bring a birthday shot like she got just a month ago for hers, but he said they don't do anything for birthdays and left. When he came back 3 of the people asked him to clarify (saying they did it a month ago) and he said he would have to card everyone at the table. Huh? He then brought 4 birthday churros which each person had 1/2 of one. Food went fine. When he brought my credit card back to me with the receipts to sign, he said they had a waitlist and could we please leave in 10 minutes. That had never happened to me before- if anything, I've been told an hour in advance that a restaurant was having a busy night. We were all pretty shocked, especially since there was no one waiting in the lobby area. Because we had a big enough party tip was added for me, and we were so unnerved that we left quickly after. As we were all gathering our stuff and making our way away from the table he was watching us- I assume to clean up the table as soon as the last person walked away. All in all, food was good but service was not- coming from someone's who's worked in a restaurant before.",2,
Brigid B.,27/03/23,,,,3,Went here for tacos and drinks. Reasonably priced and cheap drinks. Sports bar vibe with good service- not authentic food. Tacos seemed to have the same elements with different meats. Papas bravas were good but I don't recommend the brisket tacos.,15,
Synphane G.,31/03/23,,,,4,Asado's is just a fun place to hangout on the corner (UVA campus). It's a chicken and taco place that has great cocktails. The staff has always been really nice and the bartenders are quick. I always get the Dos Amigos so I can get a taco and wings of my choice,32,19
Lexi J.,15/04/23,1,,1,5,"I absolutely LOVE this place! I haven't had it since the RVA location closed in 2020. The food is always on point! Flavorful and reasonably priced. We did order fish tacos that could've used more fish, but the flavor was still good. The wings are smoked then seasoned and they are seasoned well! The cheesesteak egg rolls are my fave! The queso dipping sauce that they're served with just adds to to the ""yumminess"". And the Cajun fries..... omg!!  Definitely a ""do not share dish""! I usually don't like spicy, but these aren't overly spicy. Just the right amount of kick at the end. Our service wasn't anything to rave about. We got what we needed when we needed it. Also, most of the staff are students, so I don't hold anything against them. It's a little loud inside, but overall a great environment. You don't have to yell to talk, but you definitely have to elevate your voice just a little. Normal bar things.
I will definitely be taking that hour or so drive to visit again!",284,65
Ethan K.,09/05/23,,,,2,"Visited Asado tonight with a group and had a terrible night service wise. It was marg Monday and half off boneless wings and the restaurant ran out after delivering half the tables wings. The rest of us had our orders taken off and had to reorder, no discount on regular wings was offered even when asked. Following this our food came out probably another 25 minutes after our reorder. After eating, we were asked to wrap things up with our party due to a waiting list after having to split up our single check 10 ways after waiting for the check for 10 mins on its own, while actively splitting up the check. Ridiculous.",8,
Kaitlin T.,27/05/23,,1,1,4,"Asado is a great local choice in a fun part of town! Their tacos and wings (yes, strange combo but so worth it) are very tasty. They also have unique menu options like cheese steak egg rolls. Can't miss marg Monday!",9,101
Sonia E.,19/07/23,,,,1,"Nothing Mexican about their menu. ""Burrito"" had good flavor but it was not a burrito, it didn't have the basics of a burrito (rice and beans). Wings were overloaded w lemon pepper, making them extremely salty.",2,
Jia Yang C.,09/09/23,1,1,1,5,"Restaurant was a little busy at 7:30 and we had a 20-25 minute wait to be seated. The wait time estimate was very accurate and we were seated very promptly. The lighting and mood of the restaurant reflected a typical college restaurant.Server was very nice and friendly. My friends got margs (strawberry, key line, blood orange) and they all really enjoyed it. Tacos tasted great and so did the wings. Will definitely go back if I'm back in Charlottesville.",3,3
Emily H.,23/11/23,,,,4,"Asados is a restaurant that I miss after a while. Ive been here many times and they were always reliable. My must get is the lemon pepper chicken wings because it is so flavorful but this time I felt that the seasoning was a little lacking. I tried the loaded Cajun fries for the first time and I expected it to have more toppings such as pico de gallo but it was really good! The Baja fish tacos is reliable and I always get it fried. I also tried the double smoked bacon and chicken for the first time and it was really delicious. I was pleasantly surprised. I'd still come here but I do feel that the quality went down a bit. The service is good, despite it always being busy when I come. I sat outside this time and they do have heaters so it wasn't too bad. Also if you get a drink get the frozen margarita with the sour patch rim. They've only had the sour patch rim once out of all the times I've been here and this time they didn't have frozen margaritas so it is a hit or miss.",74,5
Jack E.,19/04/24,,,,1,"Bartender cut me off after 1 margarita and 2 beers after eating their disgusting food.  Stay far away from this place, there are hundreds of better restaurants on the uva corner and downtown.",2,
J David H.,03/05/24,27,16,26,5,"Call me crazy but good beer and wings are sacred. When trying to find food after 10 PM I stumbled upon Asado nearby the UVA campus. 

The bartender Brenn was immediately attentive with water and told me about their half off wing menu. I ordered a beer and got two recommendations for bone in wings. 

Two baskets of hot wings hit within 10 minutes. They offer blue cheese or ranch. I had six Pineapple teriyaki and six honey barbecue. I was blown away with the size and how tasty! Brenn followed up with another beer order and could not resist another basket of wings.    

I can't wait to return.",2669,661
Emma E.,19/07/24,,,,4,"Asados is on the UVA corner, so expect the place to cater and to be staffed by college students. That said, they are no slackers when it comes to food. I consistently think their wings are some of the better ones in cville and their Mexican is good.

There is a bar inside and they do drink specials regularly, so expect a bar environment inside. Overall, if I have a craving for smoked brisket (their tacos are awesome) or wings, this spot does the job.",249,18
Angela K.,26/07/24,,,,5,Great good good size portions. Excellent flavors love this place eat here often though we do tend to order to go,13,8
Chloe L.,15/08/24,,,,1,"Recently, we have visited this establishment when we were greeted by the nice host to get a to go order which we later got sat at the bar to wait for our food with the nice bartender who asked if we wanted any drinks while we waited.    The wait was pleasingly short, even though it was very crowded. However, when we got back with our food, we were very disappointed with what we received. We had ordered two orders of boneless wings which had seemed like they had been in a fryer all day. They were VERY burnt and unpleasant to eat, we couldn't even finish them because of how hard and burnt they were. The price seemed very high for what we were served. We also got a side order of carrots and celery which were fresh, however they were very chewy. We both felt not very great after eating this meal and probably wouldn't re-order what we got. Staff overall was very sweet but food was not good.",12,
Yaxi H.,25/10/24,,,,5,ate on taco tuesday and the tacos were half off so they were amazing value. i got the fried shrimp taco plus nachos to share with my friends and it was so delicious. plus the waiter was very nice,1,
Arisnoe L.,11/12/24,,,,2,"Worst service ever! Went for wing Wednesday, we had multiple servers who both messed up our orders, and then they said they would fix our drinks but never did. Instead of serving us or fixing our issue the servers were on their phone and talking to one another, while ignoring our table. Food took forever, and the wings were dry and tasted like they were microwaved. I've been here multiple times and the food is okay at best, but it's expensive if you don't go during a day where they have a deal. Drinks are either way too light or way too heavy, and super expensive for what you get. Glorified bar food with the same prices as DC (mid at best), overpriced Margaritas, and pretty terrible service. Would not recommend even on wing Wednesday or margarita Monday. If you're looking for something similar either go to El Barco (for Margs) or Bebedero for food. This has the worst of both worlds. The only thing that saves it from 1 star is the location.",1,
Georgia S.,13/12/24,,,,5,"went to asado with my friends and our server, seth, made our night incredible. He was so fun and sweet! The food was chefs kiss and the ambiance was amazing. 10/10 shoutout seth, love asado",1,
,,,,,,,,
