,,Author,Date,Cool,Funny,Useful,Rating,Message,"Author Reviews","Author Friends","Author ID",Location,"Profile URL","Profile Photo",URL
31,,"Ziv H.","2021-07-30 23:56:20",0,0,0,0,3,"Bit of a mis-hit for the long standing long local favorite.   Went back, after many times preCovid, and had the steak frites. The meat was, simply put, far from expected- a slightly tough and fatty cut, certainly not the flank or other expected cut that makes you order this very dish and a brasserie etc.    Fries were good.

Other diners, echoed same.

Calamari appetizer: good
Brussel sprouts and cauliflower opener: good. not special

Might circle back to try another dish(es) , but begging off the steak (caput).",230,12,CKGp1MGRjqPFheWXprJC9g,"Charlottesville, VA",https://www.yelp.com/user_details?userid=CKGp1MGRjqPFheWXprJC9g,https://s3-media0.fl.yelpcdn.com/photo/CND-LV2TRDKFX35PxlhlFw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
32,,"Victoria M.","2021-08-01 19:45:57",1,0,0,1,4,"This was a super nice place to go for a date night dinner!

I loved the art on the walls, they were so fun to look at. Our waiter was friendly and helpful. The service is quick, even when they're super busy! You should definitely make a reservation (it was somewhat difficult for us to get a spot).

Food/drinks breakdown:
-Mariposa 10/10: such a yummy cocktail, really enjoyed the flavors
-Farmer's Tan 8/10: a really pretty color, but I didn't really love the taste
-Crab Soup 9/10: very delicious!
-Fresh Burrata 10/10: loved all these flavors! Highly recommend this for an appetizer
-Beef Tenderloin 9/10: this was one of their specials, and it was so delicious! I really enjoyed their flavors and it was all cooked perfectly
-Local ""River Oaks Farm"" Chicken 8/10: the chicken was amazing- I'd give the chicken alone a 10/10. The mac and cheese was a delicious complement to it. I didn't enjoy the collard greens- they used some spice that made it sweet, which I wasn't expecting and didn't really enjoy, but other than that the plate was great!
-New York Style Cheesecake 9/10: I really enjoyed this! The hazelnut crust was especially amazing.

All in all, I definitely recommend this place :)
After dinner, it was so nice to walk around the area- this restaurant is located on such a cute street with some cool stores to stop in!",126,234,zy9uc-g4G4Uk-Ul8M_xC0A,"Charlottesville, VA",https://www.yelp.com/user_details?userid=zy9uc-g4G4Uk-Ul8M_xC0A,https://s3-media0.fl.yelpcdn.com/photo/t_0D6Vr-IUyZa2jTfw9f3g/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
33,,"Justin N.","2021-08-13 16:07:13",2,0,0,2,5,"Came here with a friend for dinner. The food was great, and I loved my experience. The restaurant consists of two floors and has nice outdoor seating on both. The inside of the restaurant has a cozy atmosphere with warm lighting and exposed brick. I also love how the interior supports local artist's paintings and stain glass works.

We ordered Crispy Shrimp Appetizer, Sauvignon Blanc, Meatloaf, Gnocchi Bolognese, and House Made Blackberry Cobbler. The Crispy Shrimp was lightly fried, cooked well, and tasted great in the sauces. The seaweed salad that came with it also complimented the dish nicely.

The Gnocchi was perfectly cooked and had a nice bite to it. The sauce was hearty, and the overall dish was delicious. The Meatloaf was awesome. The bacon was a nice touch, and it was one of the best meatloafs I've ever had. The mashed potatoes and green beans were also cooked well. It's a great meat and potatoes dish. The entrees we ordered were 17 dollars each and I thought the portions and quality were great for the price.

For dessert, we tried the House Made Blackberry Cobbler. It was probably the most underwhelming order of the night; however, it wasn't bad. I would have liked a nicer crust on the top and bottom because I couldn't really find any crust. I also would have liked the blackberry filling to be thicker because the consistency was more on the liquid side with solid pieces of blackberry sitting inside. However, I thought the vanilla ice cream was good and it was freshly made which I liked.

Overall, I enjoyed my food and dining experience here. I love how The Local embodies their namesake as a locally owned business that sources ingredients from locally owned and operated farms, and even showcases local artists in their restaurant design. The dishes were great for the portions and price. The restaurant is a new favorite for me in the area and I can't wait to come back.",372,109,_-Ty7RHBtpHR7_m5H-0gfw,"Washington, DC",https://www.yelp.com/user_details?userid=_-Ty7RHBtpHR7_m5H-0gfw,https://s3-media0.fl.yelpcdn.com/photo/itIoJCObMYRCzoTC5kDEfQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
34,,"Marley P.","2021-08-19 18:13:13",1,0,0,2,5,"I took the recommendations of the restaurant employees and ordered the shrimp appetizer with seaweed salad ($12) and the salmon ($23) as my entree. Being from Florida, I wasn't quite sure about ordering all seafood at an inland location, but the restaurant really delivered a delicious meal. The shrimp is fried in a light batter and the salmon has a wonderful crust. Overcooked seafood can be so disappointing, but the salmon was cooked perfectly. The fish flaked while still having moisture, a perfect medium rare salmon, just the way I like it. Salmon is such a wonderful fish, but over cooking it just a bit can transform its flavor from being delicate to very fishy and strong. So kudos to the chef, because not only was my piece cooked perfectly, so was the second order I took home . The restaurant is cozy and has a lot of outdoor seating, mostly shaded. Definitely going to be a regular spot for me in the coming years. A good place to go when family comes to visit!

Follow MarleyRecs on Instagram for more!",24,100,kR9EF1i_YRtwBH3O3h5Xpg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=kR9EF1i_YRtwBH3O3h5Xpg,https://s3-media0.fl.yelpcdn.com/photo/e9OSxxFtMz4ChuOBQPi8fQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
35,,"Candi M.","2021-10-22 17:18:44",1,1,1,1,5,"I loved The Local!  We both had cocktails to start which were tasty. I had the local margarita and my husband had the .38 Special. The food is what I'm here to rave about. We started with the fresh burrata which was served with Heirloom tomatoes and crisp toast points. My entree was the Local fried chicken - which was tender & juicy & fell off the bone- with a bomb pimento cheese macaroni and flavorful collards. The hot sauce drizzle really made the plate. My husband had the special which was grass fed beef tenderloin with mashed potatoes & green beans. He absolutely loved the medium rare beef!  Food presentation was stellar and our waiter who had worked there 6 years provided menu suggestions and was very helpful!",228,25,JO3DcYUb11VK1USHZxK_Rg,"Raleigh, NC",https://www.yelp.com/user_details?userid=JO3DcYUb11VK1USHZxK_Rg,https://s3-media0.fl.yelpcdn.com/photo/A8YwSuQceOq8ORdfVsNQSw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
36,,"Nooshin W.","2021-10-30 04:07:55",1,0,0,0,5,"Good, ambiance and drinks were all great. Their chicken was hands down the tastiest chicken I've ever had. And I order roasted or fried chicken 90% of the times at restaurants. Also, all their food is local.",124,60,kxb4MsZiATsxKYfX95xygw,"Tucson, AZ",https://www.yelp.com/user_details?userid=kxb4MsZiATsxKYfX95xygw,https://s3-media0.fl.yelpcdn.com/photo/pmVlffjqIIlUMDpfTROT-A/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
37,,"Yasuyo T.","2021-11-10 19:37:35",1,0,0,2,4,"We came here on Halloween day. All the restaurant staffs were wearing a Halloween costume. 

We sat at the table on the second floor. 

The waiter suggested a simple pasta for our kids even it is not on a menu. The restaurant is very friendly and accommodating. 

We had a crab soup. It was nicely creamy and seasoned properly. It had a lot of crab. 

I had tenderloin steak. It was nicely cooked. However the sauce was kinda bland. The green beans were overcooked. So it was my best dish. 

The blueberry cobbler was sooooo good. It was not too sweet and the combination of ice cream and blueberry was perfect. 

This is a great place to have a dinner with your friends.",427,19,RPeEj9oaGQVXbq1cRE11OQ,"McLean, VA",https://www.yelp.com/user_details?userid=RPeEj9oaGQVXbq1cRE11OQ,https://s3-media0.fl.yelpcdn.com/photo/c1xQsb6ACFmXJHq8wWrB3Q/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
38,,"Jessica M.","2022-01-24 13:42:15",0,0,0,0,5,"Just. Wow. No, seriously. Just. Wow. 

Drink here. Eat here. Chill here. And when you leave here, you will surely want to return here. 

The drinks 
The food  
The vibe  

I cannot wait to go back and I will most certainly be having the Local ""River Oak Farms"" Chicken entree again!",106,10,40Cfv-Ny34sBg-OxUEZ7Tw,"Washington, DC",https://www.yelp.com/user_details?userid=40Cfv-Ny34sBg-OxUEZ7Tw,https://s3-media0.fl.yelpcdn.com/photo/ALgyUFGNDRcbd3sF1fRknQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
39,,"Peter W.","2022-01-31 00:36:12",1,0,0,0,5,"Stopped in after a long drive to prepare for an early morning meeting tomorrow. Sat at the bar and was immediately greeted by a wonderful bar keep Campbell. He mixed me an awesome bourbon cocktail - the .38 Special - as I perused the amazing menu. I ordered the special - a tenderloin with a bacon mushroom Demi glacé. Started with a salad of local greens, roasted butternut squash and goat cheese. That tied me over until the entree arrived. Campbell gave me a few generously poured samples of some reds to compliment my dish. I went with the Virginia-based Paradise Springs Melange.  The steak was cooked to perfection, sitting on a bed of amazing mashed potatoes and topped with that unctuous Demi glacé. A home run! I have my new favorite spot whenever I'm back in town - for business or pleasure. Do yourself a favor - check out this funky eatery. You will thank me - I promise.",1,31,vre6EK7qGt8g8Nojg4sjxQ,"Downtown, Baltimore, MD",https://www.yelp.com/user_details?userid=vre6EK7qGt8g8Nojg4sjxQ,https://s3-media0.fl.yelpcdn.com/photo/RHzxw5eOnemzWAOupgkhXQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
40,,"Sherry W.","2022-01-31 23:50:46",1,0,0,0,5,"Wonderful atmosphere, very cute restaurant! Server was amazefest!!! The coconut mojito was the bomb! 
Beef tenderloin was divine and the shrimp and craB Pasta was soo yummy! Very good food and service. Definitely recommend",16,0,4yH9hk_jJRHwVkNcQnTFmw,"Midland, TX",https://www.yelp.com/user_details?userid=4yH9hk_jJRHwVkNcQnTFmw,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
41,,"Alexis H.","2022-02-17 13:51:05",1,0,0,0,5,"THE BEST MAC & CHEESE THERE EVER WAS. Truffle mac. SO GOOD!!! Perfect restaurant for a celebration. I had my graduation dinner there & loved it! Love the ambiance. Great service",74,412,5cn3JrYmC9F_nN387WUq_Q,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=5cn3JrYmC9F_nN387WUq_Q,https://s3-media0.fl.yelpcdn.com/photo/z1UXW4CHIzZ35ecOU-gByA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
42,,"Bryna A.","2022-02-18 23:10:49",1,0,0,0,5,"We came all the way from CT to visit our niece at UVA.  She chose this place for dinner with family and grandparents.  What a gem!!  Farm to table and the freshest ingredients.  Enjoyed everything from starters, to drinks to dinner!!  Keep doing what you're doing!  Service was Bar None!",8,19,JBn-YqC0B49bQDa0wZyYEg,"New Hartford, CT",https://www.yelp.com/user_details?userid=JBn-YqC0B49bQDa0wZyYEg,https://s3-media0.fl.yelpcdn.com/photo/pcUBr6kzhmDAFy7x1qxi_g/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
43,,"Jayne R.","2022-02-19 16:06:48",2,0,0,1,5,"Amazing food- we got the fried cauli & broccoli to start which was awesome, so good. I had the gnocchi which was delicious and such a generous portion too, and my partner had the salmon which they said was so good and well made. Great wine selection as well. 

Our server Stella was great- I'm a server as well and could tell she was clearly working so hard but still made an effort to take time with us and was very kind! 

Our only somewhat critical comment was that we initially got seated in the wine barn next to the main restaurant but it was very cold due to the doors keeping opening, and it was clearly mostly meant for groups - there were 2 parties of 8+ sitting inches from our table - that the ambiance was awful. Their loud laughing and cheers-ing did not make for a date night ambiance like we were hoping for, and made us feel like intruders to the parties. Luckily, we asked our initial server if we could move to another table elsewhere and he was very accommodating and quickly moved us to a great table in the main restaurant area next to the bar. So no complaints there about our experience, but definitely recommend that the restaurant reconsider seating couples out there at all!",17,362,4IwbfeosWGFrC4vGHJQLTA,"Madison, CT",https://www.yelp.com/user_details?userid=4IwbfeosWGFrC4vGHJQLTA,https://s3-media0.fl.yelpcdn.com/photo/1Y2Ls-op5w1OUrYFayDFcg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
44,,"Aubrey W.","2022-02-22 16:30:40",1,0,0,0,5,"Tucked away in Belmont, The Local hits every note in the culinary book. The restaurant, a former shoe repair shop, is effortlessly charming, complete with brick walls and a warm and inviting atmosphere. The bar is extensive, and the drinks list boasts several local beers on tap, as well as Charlottesville inspired cocktails. I got the Jefferson, which was a delicious combination of elderflower and hard cider. There are no bad choices on the menu: the food is sophisticated yet farm to table, and highlights many local goods. The menu options change seasonally, so there is always something new and delicious to try. The flavor combinations are inventive and completely unique from any over Charlottesville restaurant. I got the pork chop, which was incredibly moist and perfectly seasoned with a chili rub. It was accompanied by mashed potatoes and sweet potato shoestrings, which had a delightful texture and flavor. The portion sizes were just right, and I had just enough room to split a dessert. We chose the mango cheesecake, which was smooth, creamy, and light. It wasn't overly sweet, and was complemented by an absolutely delicious mango sauce. The prices were very reasonable for the quality of food. A spectacular meal perfect for a fancy night out, I can't wait for another occasion to visit The Local.",168,27,cuOrWUOObwkNpMWz3ev0FA,"Washington, DC",https://www.yelp.com/user_details?userid=cuOrWUOObwkNpMWz3ev0FA,https://s3-media0.fl.yelpcdn.com/photo/DU-s7RtFu6syy3nZ49gZVQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
45,,"Brian M.","2022-02-23 23:15:27",0,0,0,0,5,"Great atmosphere and a ""local"" favorite for our family. Good selection of food and the beer is cold!",145,8,DTVjaKLAkTpHwjj7daUHrA,"Urban Honolulu, HI",https://www.yelp.com/user_details?userid=DTVjaKLAkTpHwjj7daUHrA,https://s3-media0.fl.yelpcdn.com/photo/I1Qtk8pRwVITrWRig_HRJg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
46,,"Pat G.","2022-02-26 03:02:48",0,0,0,0,4,"The service was certainly 4.5+ but I thought the food, for the price, was a little underwhelming. 

We came here before the evening rush and ordered the Bison Hanger Steak (special) and Wasabi Pea-Nori Crusted Salmon. Both meals came out exceptionally quick (which was a plus) and were good -- I especially liked the steak -- but for the price I would have liked a bit more steak (I would guess in total the steak was around 10 ounces).  We finished the night off with the flourless chocolate cake which was good but I think we should have ordered something else (that's on us). 

Our server - Sydney - was lovely, very helpful and courteous, and very attentive. It was a good experience overall and maybe we had higher expectations than we should (The Local came recommended from multiple friends who spend a lot of time in Charlottesville).",186,186,0NmJp3xVKzsUUS7bYqqCaQ,"Annandale, VA",https://www.yelp.com/user_details?userid=0NmJp3xVKzsUUS7bYqqCaQ,https://s3-media0.fl.yelpcdn.com/photo/VhvWdeI47UnIpbEbhu-iVA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
47,,"Estelle S.","2022-03-05 02:31:16",0,0,0,0,3,"The food for our party of 3 was served at different temperatures. Hot fish and cold chicken and cold steak. Poor kitchen management. Drinks were forgotten. When asked to be moved to one of three empty tables not by the door or bar end we were told they weren't empty yet one remained available all evening.  Much better choices available in Charlottesville",36,114,kbxTfJI0Wp_NOlWNoht1bw,"Dover, DE",https://www.yelp.com/user_details?userid=kbxTfJI0Wp_NOlWNoht1bw,https://s3-media0.fl.yelpcdn.com/photo/MJ_p9LuHd2WhAa5U7WoaUw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
48,,"Abby S.","2022-03-08 15:41:16",0,0,0,0,5,"I'd heard about this place many times since coming to C'ville, and finally decided to check it out recently. The restaurant itself is beautiful, styled with local art available for purchase. The standout here to me was actually the service! The host and server were incredibly friendly and helpful, answering questions and accommodating special requests -- we ordered the cheese plate with breads separate for a gluten allergy and they made sure to do that and warn us about any contact allergens for other menu items. I really felt welcomed by them. 

The cocktails were also quite excellent. We ordered a few to try, but the Death in the Afternoon was a must-order (for lovers of Absinthe). The .38 Special was excellent as well.  

For appetizers we sampled a few, the fried brussels sprouts had to be the best. If you come here, make sure you order that. The cheese plate was really great as well, with a good selection of local cheeses. 

We ordered a variety of entrees as well, everything from the seafood pasta to the burger to the steak. Everything was tasty, the steak and salmon being especially well received. We ended the meal with a peanut butter brownie, which was rich and enough to share with all five of us after all the other ordering we did!

The one drawback with this restaurant is that it is pricey. It was a really fun place to go splurge for a special occasion -- birthday dinner for us -- but maybe not the spot for a general meal. Overall though, I had a great time here and it's on the list for my next special occasion!",452,92,baYuuCRzwgHn2BAFc7qodA,"State College, PA",https://www.yelp.com/user_details?userid=baYuuCRzwgHn2BAFc7qodA,https://s3-media0.fl.yelpcdn.com/photo/j_i6FIH7A7CDqCQcQjYQ0A/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
49,,"Martine P.","2022-03-18 21:30:32",0,0,0,0,5,"Had excellent food in a convenient-to-downtown location. Reservations recommended on weekends.",5,0,fTqScVqnHyQfLYtj6EfHXw,"Palmyra, VA",https://www.yelp.com/user_details?userid=fTqScVqnHyQfLYtj6EfHXw,https://s3-media0.fl.yelpcdn.com/photo/5YWwuo7qbYnKcJn5XyvDnw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
50,,"Vicki K.","2022-04-10 21:13:04",1,0,0,0,5,"Staff was super helpful and very nice. We got the fried brussel sprouts and cauliflower based on the waitor's suggestion which was delicious. I got the wasabi salmon for my meal and it was so so good. I loved the atmosphere here and the menu had such interesting flavors on it I wish I could've tried it all. The neighborhood is cute too.",116,41,vBO_Oiw6rgJiUeWUdv3g7g,"Somerville, MA",https://www.yelp.com/user_details?userid=vBO_Oiw6rgJiUeWUdv3g7g,https://s3-media0.fl.yelpcdn.com/photo/__z8T8Gt8_9DbqWjNxxAJw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
51,,"Megan Taylor W.","2022-04-26 15:12:52",1,0,0,0,4,"Reviews brought us to The Local in Belmont, a bit of a walk from where we were staying by UVA. Experience was ok. Not the friendliest of staff. Perhaps tired and overworked like the rest of the world. Shared the crispy pork belly. Two glazed slabs on very delicious apple-red cabbage slaw. Would have loved more slaw...so good! Husband had Steak Frites...pretty par. I tried their fried chicken. Tasty but not a lot of meat. The Mac & pimento cheese and collard greens were the stars of the plate. Glad we made the trek to see funky neighborhood.",30,0,RxmrZa6nOiMO6180a60KAA,"Stroudsburg, PA",https://www.yelp.com/user_details?userid=RxmrZa6nOiMO6180a60KAA,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
52,,"Patrick L.","2022-05-13 15:37:09",0,0,0,1,5,"Have frequented this establishment several times recently as it's a family favorite.

Came here on Mother's Day-first I'd like to commend the front of house staff on managing a crowded front door right at 5 pm opening. Also would like to recognize Christian for outstanding service and thorough knowledge of the menu. I went with the local burger, and took a risk ordering it med rare. But lo and behold, they nailed it! Tender and juicy without being undercooked. Also would recommend the meatloaf-cooked to perfection, and that's coming from someone who's not the biggest meatloaf fan!

Do make a reservation though, there is a sign saying they aren't able to take walk ins due to staffing.",81,149,CdiAJ-1rcowt8AoOjRwhLw,"Midlothian, VA",https://www.yelp.com/user_details?userid=CdiAJ-1rcowt8AoOjRwhLw,https://s3-media0.fl.yelpcdn.com/photo/kXtvBLGo3pDPpr4VHgjRSQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
53,,"Tan H.","2022-05-24 18:42:43",0,0,0,0,5,"The Local was heavily recommended to us during our one day stop in Charlottesville so we had to go check it out! Like everything in C-Ville, The Local focuses on regional ingredients.

We ordered the local cheese board, the crab soup, the steak frites, and their famous meatloaf. We loved everything we got, especially the entrees. The meatloaf had a deliciously spicy and complex glaze, and the artichoke bechamel sauce served with the steak was rich and buttery. Also, the portions were very generous.

In just one day we really fell in love with the atmosphere and charm of Charlottesville. It's worth a trip if you're in the DMV, we will definitely be back soon!",15,1,LvRAb5XI9aTVeKdu_nh06g,"Cambridge, MA",https://www.yelp.com/user_details?userid=LvRAb5XI9aTVeKdu_nh06g,https://s3-media0.fl.yelpcdn.com/photo/Nq8qvJFCFtAdRK3L3EX3-g/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
54,,"MP G.","2022-06-09 03:45:39",0,0,0,0,5,"I've never had a dish here I didn't like. Honestly have had a number of their dishes including the meatloaf, their steak frites, salmon, fried cauliflower and brusselsprouts, cheese board, and more. I love everything. On this trip I had the short rib and it was great. The drinks are okay, I feel like they can improve a little on the drink flavors for their cocktails. The ambiance is great for a date or a group outing.",234,228,I8iITIOjYTNmPw9P2p-yLQ,"Washington, DC",https://www.yelp.com/user_details?userid=I8iITIOjYTNmPw9P2p-yLQ,https://s3-media0.fl.yelpcdn.com/photo/aVXBVouvtuIRF260CfA0_Q/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
55,,"Elisabeth C.","2022-07-06 14:47:06",0,0,0,0,4,"Only writing this review because our waiter, Jordan, saved the night. When we approached the host stand, we asked for a table for two and were rudely told that it was too busy and nothing was available (we saw seats open at the bar and multiple tables open, but after the attitude of the host toward us we didn't bother asking about them). As we walked out, one of the waiters practically chased us down and offered us a table outside. We asked him if the host was okay, and he explained they were short staffed and him (the host) being stressed and apologized. Had it not been for Jordan we would've missed out on some incredible food and a great atmosphere! Thank you Jordan for going above and beyond for us!",11,17,2yfkvUSNBBkuLKp5YurckQ,"VA, VA",https://www.yelp.com/user_details?userid=2yfkvUSNBBkuLKp5YurckQ,https://s3-media0.fl.yelpcdn.com/photo/CloO5BbAe9CJgCLKmcUemQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
56,,"Annaliese M.","2022-07-09 21:04:37",0,0,0,1,5,"GET THE GNOCCHI BOLENAISE!

This dish is truly the best thing I've ever eaten. I've been back here twice and each time I've had an amazing experience. From the ambiance to the waitstaff to the amazing food, it is really worthwhile to eat here. It isn't too expensive for Cville either.",71,5,Hq-dHFd-p16cRqq_rZQzpw,"Reston, VA",https://www.yelp.com/user_details?userid=Hq-dHFd-p16cRqq_rZQzpw,https://s3-media0.fl.yelpcdn.com/photo/75xBz5LrKIMuJZwNd8bkIg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
57,,"Liz B.","2022-07-13 00:51:35",0,0,0,1,4,"Highly recommend this great spot! The food was delicious! The cheese plate was a great start. The salmon was cooked perfectly and the meatloaf super flavorful. The kids mac and cheese was a big hit! Our server was very friendly and quick. We really had a great experience.",25,0,Muoc213amIC5PJnpwA-ZEw,"Mt Pleasant, SC",https://www.yelp.com/user_details?userid=Muoc213amIC5PJnpwA-ZEw,https://s3-media0.fl.yelpcdn.com/photo/zgkrQ9J1dN8YJ97JlcNsJA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
58,,"Eddie K.","2022-07-26 04:03:17",1,0,0,1,5,"My new favorite spot in Charlottesville. First impression is the location of the restaurant itself--it resembles a super small town and it certainly feels like you're visiting somewhere with tons of history.

The Food:
*.38 Cocktail - I love whiskey and old fashioned's and this one certainly impressed. I'm not a fan of ginger (one of the ingredients), but whatever they did with this drink it certainly worked. Highly recommended.

*crispy shrimp - great and tasty appetizer. If you love Asian food and flavors, then you'll likely love this one. The seaweed salad was unexpectedly very tasty.

*pork belly - This was good and had plenty of flavor but I'd warn anyone who isn't a fan of meat with a fatty cut. There was a bit too much for my wife's liking but we still enjoyed it.

*Buffalo Creek Beef short ribs - Loved it and it's as good as everyone says it is. Tender, flavorful, and filling! If you are considering it, go ahead and order it. 

*Tenderloin - This was an item on the special menu that night and my wife enjoyed every bite. The portion size was also impressive and she was defeated by it.

Summary: great location, great service, great food! I believe all of these other positive reviews about how delicious the other entrees are. Will certainly be back the next time we are in town.",130,29,RV4SO0oL5ZOtLVnipyL5GQ,"Washington, DC",https://www.yelp.com/user_details?userid=RV4SO0oL5ZOtLVnipyL5GQ,https://s3-media0.fl.yelpcdn.com/photo/Xlrc1PfiC5raphm_Ed_Q5w/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
59,,"Kris M.","2022-07-29 00:13:15",0,0,0,0,4,"Came here for dinner during the week and didn't leave disappointed. We had the crab soup, crispy shrimp, the mushroom ragú, and the tenderloin special. The steak and ragú were really good, cooked perfectly. Also, the customer service was very good! We only knocked a star off because we felt the menu was a little shallow and could have shown a bit more variety. Probably won't be back, just because it blends into ""just another restaurant"", but it was a good experience overall.",241,289,ZuVXUk7T7LWAU5HpJzZsrw,"Alexandria, VA",https://www.yelp.com/user_details?userid=ZuVXUk7T7LWAU5HpJzZsrw,https://s3-media0.fl.yelpcdn.com/photo/ZF8QGretp_Nk6BrFP2SXxQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
60,,"Kyle H.","2022-09-22 21:04:32",0,0,0,0,4,"Went here on our first night in town. We wanted to find a place casual but yet cute and with a decent menu. Recommend a reservation because it is a very small place.

Got seated instantly outside on their covered patio. Super cute and cosy. Got a couple of drinks with friends, shared appetizers, and enjoyed some delicious entrees.

Overall the food was standard, maybe a little upscale and pricey but I had a great time. Servers were very polite and attentive. 

Brussels/Cauliflower- oven roasted with a nice pepper aioli 

Fried Chicken- came with pimento cheese mac n cheese and I subbed the greens for green beans. The mac n cheese actually tasted like pimento. Very tasty. The chicken had a nice juicy inside with a good crunch outside.

The Local Burger- huge burger however slightly dry. It needed a sauce or to be cooked less.",279,84,V8GnfXTKbu75Q8BLd4M0wg,"Glen Allen, Richmond, VA",https://www.yelp.com/user_details?userid=V8GnfXTKbu75Q8BLd4M0wg,https://s3-media0.fl.yelpcdn.com/photo/BnIBvOnj548XRklmKJdTSQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
61,,"Maureen B.","2022-10-02 00:20:09",0,0,0,2,4,"So, The Local is a C'ville mainstay. The food is good. Tonight I felt like we were really hurried. Our appetizers were first taken for only half of our party. They came out and were good - but our entrees came out about 5 minutes later. The waiter said he knew we had been drinking so he brought our food out fast. What does that mean? Food was good but not hot. Crab soup app was cold. Environment is really cute. If service had been slowed down a bit and the food had been hotter it would have been 5 stars.",261,1,wTfHxouau3eflK2uwnu_KQ,"Fairfax, VA",https://www.yelp.com/user_details?userid=wTfHxouau3eflK2uwnu_KQ,https://s3-media0.fl.yelpcdn.com/photo/jy2Kkj1uh3tEuJ_hOIIfKQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
62,,"Austin S.","2022-10-05 17:10:42",0,0,0,0,5,"My go to date spot if I am wanting to ""treat"" myself & my significant other. The upstairs section in the evening/night time is a great setting, and the food takes it up another notch.

High quality food & I enjoy going here every time... haven't left ever and regretted what I ordered or what I spent. In the handful of times I have gone, it has always hit. Love the Local!",5,0,jNMvkeJUaquVFxmBfKQYPQ,"VA, VA",https://www.yelp.com/user_details?userid=jNMvkeJUaquVFxmBfKQYPQ,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
63,,"Steve C.","2022-10-11 12:31:55",0,0,0,0,3,"Our service was great and the atmosphere was cosy, but we'd been lead to believe by a review we'd read that the food was first rate, and it wasn't. It was more like upscale bar food. Not bad, but definitely not what we were expecting. I would  not go again in a town with supposedly so many good restaurants. Most dishes were gloppy and over the top.",7,92,8FJblJlaab_d-ThbII9UZg,"Asheville, NC",https://www.yelp.com/user_details?userid=8FJblJlaab_d-ThbII9UZg,https://s3-media0.fl.yelpcdn.com/photo/Ui7CV1P8LoOksKMd4aCnqw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
64,,"Autum W.","2022-10-13 01:07:17",0,0,0,0,5,"This place is phenomenal! Service was great. The steak was so flavorful and cooked to perfection. Drinks were awesome as well. And on certain days wine is half off bottle and they have a good selection of local wines.",11,53,QtyMI7FO4adUVgAQnwuI7w,"Pittsburgh, PA",https://www.yelp.com/user_details?userid=QtyMI7FO4adUVgAQnwuI7w,https://s3-media0.fl.yelpcdn.com/photo/sfUXigjEySgwlk9DW_EBLw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
